departure_port,arrival_port,Departure Delay,Arrival Delay,Date,real_fare_(AUD)
Mildura,Melbourne,11.5942029,15.458937200000001,2013-08,
Moranbah,Brisbane,18.22033898,25.42372881,2013-08,
Mount Isa,Brisbane,17.94871795,24.35897436,2013-08,
Newcastle,Brisbane,24.81203008,23.30827068,2013-08,
Newcastle,Melbourne,24.08759124,32.84671533,2013-08,
Newman,Perth,10.09615385,17.30769231,2013-08,
Perth,Adelaide,12.26415094,5.660377358,2013-08,
Perth,Brisbane,21.45922747,15.02145923,2013-08,
Perth,Broome,18.75,15.34090909,2013-08,
Perth,Darwin,10.52631579,14.03508772,2013-08,
Perth,Geraldton,15.48387097,20.64516129,2013-08,
Perth,Kalgoorlie,13.63636364,10.38961039,2013-08,
Perth,Karratha,5.6782334379999995,4.731861199,2013-08,
Perth,Melbourne,28.91566265,18.07228916,2013-08,
Perth,Newman,10.04784689,8.133971292,2013-08,749.0
Perth,Port Hedland,5.803571429,5.803571429,2013-08,749.0
Perth,Sydney,23.66197183,8.450704225,2013-08,521.0
Port Hedland,Perth,6.726457399,10.31390135,2013-08,
Port Lincoln,Adelaide,12.53918495,14.73354232,2013-08,
Port Macquarie,Sydney,34.01015228,39.59390863,2013-08,275.0
Proserpine,Brisbane,17.85714286,23.80952381,2013-08,
Rockhampton,Brisbane,17.54385965,24.06015038,2013-08,
Sunshine Coast,Melbourne,29.50819672,44.26229508,2013-08,288.0
Sunshine Coast,Sydney,12.29508197,14.75409836,2013-08,233.0
Sydney,Adelaide,13.73307544,20.11605416,2013-08,
Sydney,Albury,27.73972603,38.35616438,2013-08,
Sydney,Alice Springs,6.12244898,16.32653061,2013-08,
Sydney,Ayers Rock,8.510638298,14.89361702,2013-08,
Sydney,Ballina,10.47619048,10.47619048,2013-08,
Sydney,Brisbane,12.77735272,20.96403979,2013-08,
Sydney,Cairns,12.09150327,7.1895424839999995,2013-08,
Sydney,Canberra,16.84848485,17.09090909,2013-08,
Sydney,Coffs Harbour,23.84937238,25.10460251,2013-08,
Sydney,Darwin,16.94915254,8.474576271,2013-08,
Sydney,Dubbo,21.70818505,27.75800712,2013-08,
Sydney,Gold Coast,12.53405995,10.35422343,2013-08,
Sydney,Hamilton Island,13.33333333,6.666666667,2013-08,
Sydney,Hobart,9.929078014,10.63829787,2013-08,
Sydney,Launceston,16.88311688,22.07792208,2013-08,
Sydney,Melbourne,12.35266384,21.54644036,2013-08,
Sydney,Perth,17.08683473,41.73669468,2013-08,
Sydney,Port Macquarie,26.9035533,31.47208122,2013-08,
Sydney,Sunshine Coast,7.5,5.833333333,2013-08,
Sydney,Townsville,18.51851852,14.81481481,2013-08,353.0
Sydney,Wagga Wagga,21.56862745,27.84313725,2013-08,299.0
Townsville,Brisbane,8.357348703,14.98559078,2013-08,
Townsville,Cairns,11.37440758,10.90047393,2013-08,
Townsville,Sydney,24.07407407,22.22222222,2013-08,
Wagga Wagga,Sydney,21.17647059,21.17647059,2013-08,
Adelaide,Brisbane,29.03225806,32.25806452,2013-08,312.0
Adelaide,Gold Coast,17.94871795,2.564102564,2013-08,377.0
Adelaide,Melbourne,18.91891892,14.86486486,2013-08,131.0
Adelaide,Perth,38.70967742,58.06451613,2013-08,403.0
Adelaide,Sydney,34.09090909,23.86363636,2013-08,233.0
Ayers Rock,Sydney,27.77777778,22.22222222,2013-08,626.0
Ballina,Sydney,20.83333333,27.08333333,2013-08,168.0
Brisbane,Adelaide,16.66666667,26.66666667,2013-08,
Brisbane,Cairns,22.83464567,19.68503937,2013-08,272.0
Brisbane,Darwin,55.55555556,55.55555556,2013-08,560.0
Brisbane,Hamilton Island,5.555555556,5.555555556,2013-08,319.0
Brisbane,Mackay,10.90909091,10.0,2013-08,207.0
Brisbane,Melbourne,22.47191011,17.97752809,2013-08,190.0
Brisbane,Newcastle,17.54385965,17.54385965,2013-08,181.0
Brisbane,Perth,22.72727273,36.36363636,2013-08,613.0
Brisbane,Proserpine,6.451612902999999,19.35483871,2013-08,275.0
Brisbane,Sydney,28.28282828,28.28282828,2013-08,157.0
Brisbane,Townsville,16.12903226,12.90322581,2013-08,364.0
Cairns,Brisbane,17.96875,26.5625,2013-08,
Cairns,Melbourne,6.796116505,12.62135922,2013-08,353.0
Cairns,Sydney,7.0,14.0,2013-08,262.0
Darwin,Brisbane,44.44444444,44.44444444,2013-08,
Darwin,Melbourne,76.92307692,53.84615385,2013-08,678.0
Darwin,Sydney,20.0,16.66666667,2013-08,495.0
Gold Coast,Adelaide,7.692307692000001,15.38461538,2013-08,
Gold Coast,Melbourne,12.22222222,22.77777778,2013-08,
Gold Coast,Sydney,14.49814126,14.12639405,2013-08,105.0
Hamilton Island,Brisbane,11.11111111,16.66666667,2013-08,
Hamilton Island,Sydney,20.0,13.33333333,2013-08,469.0
Hobart,Melbourne,27.84810127,29.74683544,2013-08,105.0
Hobart,Sydney,26.53061224,24.48979592,2013-08,233.0
Launceston,Melbourne,32.71028037,41.12149533,2013-08,141.0
Launceston,Sydney,42.55319149,40.42553191,2013-08,154.0
Mackay,Brisbane,25.45454545,40.0,2013-08,
Melbourne,Adelaide,14.66666667,21.33333333,2013-08,
Melbourne,Brisbane,42.04545455,36.36363636,2013-08,
Melbourne,Cairns,13.46153846,8.653846154,2013-08,
Melbourne,Darwin,38.46153846,46.15384615,2013-08,
Melbourne,Gold Coast,28.33333333,23.88888889,2013-08,170.0
Melbourne,Hobart,23.27044025,23.89937107,2013-08,
Melbourne,Launceston,20.37037037,23.14814815,2013-08,
Melbourne,Newcastle,37.73584906,32.0754717,2013-08,220.0
Melbourne,Perth,15.0,30.0,2013-08,399.0
Melbourne,Sunshine Coast,25.80645161,22.58064516,2013-08,
Melbourne,Sydney,30.4964539,23.40425532,2013-08,157.0
Newcastle,Brisbane,14.28571429,15.17857143,2013-08,
Newcastle,Melbourne,26.41509434,34.90566038,2013-08,
Perth,Adelaide,32.25806452,9.677419355,2013-08,
Perth,Brisbane,57.14285714,28.57142857,2013-08,
Perth,Melbourne,48.10126582,26.58227848,2013-08,
Perth,Sydney,56.66666667,16.66666667,2013-08,521.0
Proserpine,Brisbane,16.12903226,19.35483871,2013-08,
Sunshine Coast,Melbourne,38.33333333,45.0,2013-08,288.0
Sunshine Coast,Sydney,13.95348837,15.11627907,2013-08,233.0
Sydney,Adelaide,15.55555556,25.55555556,2013-08,
Sydney,Ayers Rock,0.0,6.25,2013-08,
Sydney,Ballina,16.66666667,14.58333333,2013-08,
Sydney,Brisbane,13.0,26.0,2013-08,
Sydney,Cairns,6.0,5.0,2013-08,
Sydney,Darwin,10.0,10.0,2013-08,
Sydney,Gold Coast,11.89591078,9.293680297,2013-08,
Sydney,Hamilton Island,13.33333333,3.333333333,2013-08,
Sydney,Hobart,14.58333333,18.75,2013-08,
Sydney,Launceston,21.73913043,28.26086957,2013-08,
Sydney,Melbourne,14.18439716,21.27659574,2013-08,
Sydney,Perth,16.12903226,45.16129032,2013-08,
Sydney,Sunshine Coast,9.523809523999999,8.333333332999999,2013-08,
Sydney,Townsville,26.08695652,8.695652174,2013-08,353.0
Townsville,Brisbane,25.80645161,45.16129032,2013-08,
Townsville,Sydney,26.08695652,21.73913043,2013-08,
Adelaide,Brisbane,15.23809524,8.571428571,2013-08,312.0
Adelaide,Canberra,0.0,0.0,2013-08,476.0
Adelaide,Melbourne,13.55932203,13.22033898,2013-08,131.0
Adelaide,Perth,12.5,11.60714286,2013-08,403.0
Adelaide,Sydney,10.48689139,2.996254682,2013-08,233.0
Alice Springs,Melbourne,29.03225806,25.80645161,2013-08,
Alice Springs,Sydney,54.83870968,16.12903226,2013-08,
Brisbane,Adelaide,17.14285714,25.71428571,2013-08,
Brisbane,Cairns,5.882352941000001,6.722689076,2013-08,272.0
Brisbane,Canberra,8.391608392,8.391608392,2013-08,398.0
Brisbane,Darwin,19.35483871,16.12903226,2013-08,560.0
Brisbane,Melbourne,10.42654028,23.45971564,2013-08,190.0
Brisbane,Mount Isa,8.771929825,5.263157895,2013-08,835.0
Brisbane,Perth,21.77419355,21.77419355,2013-08,613.0
Brisbane,Sydney,13.88429752,17.19008264,2013-08,157.0
Brisbane,Townsville,12.0,9.333333332999999,2013-08,364.0
Broome,Perth,44.44444444,25.0,2013-08,652.0
Cairns,Brisbane,10.83333333,17.5,2013-08,
Cairns,Melbourne,35.48387097,32.25806452,2013-08,353.0
Cairns,Sydney,8.75,8.75,2013-08,262.0
Canberra,Adelaide,0.0,1.960784314,2013-08,
Canberra,Brisbane,10.41666667,9.722222222000001,2013-08,
Canberra,Melbourne,8.527131783,14.34108527,2013-08,338.0
Canberra,Sydney,7.692307692000001,6.41025641,2013-08,275.0
Darwin,Brisbane,22.58064516,29.03225806,2013-08,
Darwin,Melbourne,5.882352941000001,29.41176471,2013-08,678.0
Darwin,Perth,6.451612902999999,0.0,2013-08,704.0
Darwin,Sydney,10.34482759,13.79310345,2013-08,495.0
Gold Coast,Sydney,3.225806452,4.301075269,2013-08,105.0
Hobart,Melbourne,12.90322581,16.12903226,2013-08,105.0
Hobart,Sydney,6.451612902999999,0.0,2013-08,233.0
Kalgoorlie,Perth,11.94029851,14.92537313,2013-08,555.0
Karratha,Perth,5.555555556,9.444444444,2013-08,694.0
Melbourne,Adelaide,8.19112628,9.897610922,2013-08,
Melbourne,Alice Springs,19.35483871,22.58064516,2013-08,
Melbourne,Brisbane,15.87677725,19.1943128,2013-08,
Melbourne,Cairns,29.03225806,22.58064516,2013-08,
Melbourne,Canberra,11.53846154,10.0,2013-08,
Melbourne,Darwin,11.76470588,5.882352941000001,2013-08,
Melbourne,Hobart,9.677419355,11.29032258,2013-08,
Melbourne,Perth,17.04035874,22.42152466,2013-08,399.0
Melbourne,Sydney,14.13793103,12.87356322,2013-08,157.0
Mount Isa,Brisbane,15.78947368,17.54385965,2013-08,
Newman,Perth,10.15625,17.1875,2013-08,
Perth,Adelaide,7.692307692000001,4.2735042739999995,2013-08,
Perth,Brisbane,12.90322581,10.48387097,2013-08,
Perth,Broome,11.11111111,16.66666667,2013-08,
Perth,Darwin,6.451612902999999,6.451612902999999,2013-08,
Perth,Kalgoorlie,11.5942029,10.14492754,2013-08,
Perth,Karratha,4.371584699,4.371584699,2013-08,
Perth,Melbourne,17.41071429,11.16071429,2013-08,
Perth,Newman,9.302325581,8.527131783,2013-08,749.0
Perth,Port Hedland,5.46875,6.25,2013-08,749.0
Perth,Sydney,18.84057971,7.729468599,2013-08,521.0
Port Hedland,Perth,5.46875,8.59375,2013-08,
Sydney,Adelaide,11.15384615,18.46153846,2013-08,
Sydney,Alice Springs,3.225806452,12.90322581,2013-08,
Sydney,Brisbane,12.62975779,18.85813149,2013-08,
Sydney,Cairns,10.0,3.75,2013-08,
Sydney,Canberra,4.375,9.375,2013-08,
Sydney,Darwin,19.29824561,5.263157895,2013-08,
Sydney,Gold Coast,4.301075269,1.075268817,2013-08,
Sydney,Hobart,6.451612902999999,9.677419355,2013-08,
Sydney,Melbourne,8.850574713,19.1954023,2013-08,
Sydney,Perth,17.22488038,39.23444976,2013-08,
Townsville,Brisbane,4.0,7.333333333,2013-08,
Adelaide,Canberra,36.36363636,27.27272727,2013-08,476.0
Adelaide,Melbourne,5.882352941000001,5.882352941000001,2013-08,131.0
Adelaide,Port Lincoln,4.95049505,7.920792079,2013-08,285.0
Albury,Sydney,45.217391299999996,39.13043478,2013-08,249.0
Brisbane,Bundaberg,10.48387097,12.90322581,2013-08,
Brisbane,Cairns,0.0,20.0,2013-08,272.0
Brisbane,Canberra,0.0,9.523809523999999,2013-08,398.0
Brisbane,Emerald,6.1111111110000005,8.888888889,2013-08,262.0
Brisbane,Gladstone,10.13215859,11.89427313,2013-08,241.0
Brisbane,Mackay,7.407407407000001,9.259259259,2013-08,207.0
Brisbane,Moranbah,8.074534161,7.453416149,2013-08,418.0
Brisbane,Newcastle,20.28985507,53.62318841,2013-08,181.0
Brisbane,Rockhampton,14.35406699,14.35406699,2013-08,223.0
Broome,Perth,12.0,8.0,2013-08,652.0
Bundaberg,Brisbane,16.12903226,22.58064516,2013-08,351.0
Cairns,Brisbane,0.0,0.0,2013-08,
Cairns,Townsville,4.891304348,4.891304348,2013-08,233.0
Canberra,Adelaide,31.81818182,50.0,2013-08,
Canberra,Brisbane,25.0,10.0,2013-08,
Canberra,Melbourne,17.94871795,38.46153846,2013-08,338.0
Canberra,Sydney,19.78319783,16.53116531,2013-08,275.0
Coffs Harbour,Sydney,29.03225806,30.32258065,2013-08,105.0
Dubbo,Sydney,38.4,43.2,2013-08,358.0
Emerald,Brisbane,11.11111111,15.55555556,2013-08,
Geraldton,Perth,6.451612902999999,12.90322581,2013-08,380.0
Gladstone,Brisbane,16.12903226,22.58064516,2013-08,
Hobart,Melbourne,3.225806452,32.25806452,2013-08,105.0
Kalgoorlie,Perth,16.66666667,16.66666667,2013-08,555.0
Karratha,Perth,1.754385965,7.01754386,2013-08,694.0
Launceston,Melbourne,11.71171171,17.11711712,2013-08,141.0
Mackay,Brisbane,7.3394495410000005,8.256880734,2013-08,
Melbourne,Adelaide,0.0,5.882352941000001,2013-08,
Melbourne,Canberra,7.894736842,21.05263158,2013-08,
Melbourne,Hobart,38.70967742,54.83870968,2013-08,
Melbourne,Launceston,12.61261261,22.52252252,2013-08,
Melbourne,Mildura,6.818181817999999,15.90909091,2013-08,259.0
Mildura,Melbourne,5.681818182000001,10.22727273,2013-08,
Moranbah,Brisbane,11.72839506,11.72839506,2013-08,
Newcastle,Brisbane,52.85714286,37.14285714,2013-08,
Newman,Perth,9.090909091,15.15151515,2013-08,
Perth,Broome,11.76470588,9.803921569,2013-08,
Perth,Geraldton,6.557377048999999,13.114754099999999,2013-08,
Perth,Kalgoorlie,4.0,0.0,2013-08,
Perth,Karratha,1.694915254,0.0,2013-08,
Perth,Newman,15.15151515,12.12121212,2013-08,749.0
Perth,Port Hedland,2.325581395,4.651162791,2013-08,749.0
Port Hedland,Perth,4.651162791,11.62790698,2013-08,
Port Lincoln,Adelaide,6.8627450979999995,9.803921569,2013-08,
Port Macquarie,Sydney,40.74074074,45.92592593,2013-08,275.0
Rockhampton,Brisbane,18.08510638,26.06382979,2013-08,
Sydney,Albury,38.26086957,60.86956522,2013-08,
Sydney,Canberra,24.93224932,23.03523035,2013-08,
Sydney,Coffs Harbour,29.03225806,31.61290323,2013-08,
Sydney,Dubbo,28.22580645,45.96774194,2013-08,
Sydney,Port Macquarie,31.11111111,37.03703704,2013-08,
Sydney,Wagga Wagga,35.96491228,49.12280702,2013-08,299.0
Townsville,Cairns,12.43243243,11.35135135,2013-08,
Wagga Wagga,Sydney,33.33333333,35.96491228,2013-08,
Adelaide,Port Lincoln,9.722222222000001,15.27777778,2013-08,285.0
Albury,Sydney,11.30434783,8.695652174,2013-08,249.0
Ballina,Sydney,15.38461538,23.07692308,2013-08,168.0
Dubbo,Sydney,12.26993865,13.49693252,2013-08,358.0
Melbourne,Mildura,9.090909091,11.36363636,2013-08,259.0
Mildura,Melbourne,10.22727273,14.77272727,2013-08,
Port Lincoln,Adelaide,15.20737327,17.05069124,2013-08,
Sydney,Albury,15.65217391,15.65217391,2013-08,
Sydney,Ballina,3.8461538460000004,3.8461538460000004,2013-08,
Sydney,Dubbo,16.56050955,13.37579618,2013-08,
Sydney,Wagga Wagga,9.929078014,10.63829787,2013-08,299.0
Wagga Wagga,Sydney,11.34751773,9.219858156,2013-08,
Adelaide,Melbourne,32.78688525,39.3442623,2013-08,131.0
Alice Springs,Melbourne,58.82352941,52.94117647,2013-08,
Alice Springs,Sydney,44.44444444,38.88888889,2013-08,
Brisbane,Melbourne,32.14285714,47.61904762,2013-08,190.0
Brisbane,Sydney,38.46153846,50.0,2013-08,157.0
Cairns,Melbourne,33.96226415,47.16981132,2013-08,353.0
Cairns,Sydney,23.07692308,28.20512821,2013-08,262.0
Coffs Harbour,Sydney,31.81818182,36.36363636,2013-08,105.0
Gold Coast,Melbourne,19.04761905,55.55555556,2013-08,
Gold Coast,Sydney,20.0,33.33333333,2013-08,105.0
Hobart,Melbourne,54.83870968,58.06451613,2013-08,105.0
Melbourne,Adelaide,16.12903226,30.64516129,2013-08,
Melbourne,Alice Springs,0.0,35.29411765,2013-08,
Melbourne,Brisbane,38.095238099999996,32.14285714,2013-08,
Melbourne,Cairns,13.20754717,15.09433962,2013-08,
Melbourne,Gold Coast,17.46031746,22.22222222,2013-08,170.0
Melbourne,Hobart,48.38709677,51.61290323,2013-08,
Melbourne,Perth,25.92592593,61.11111111,2013-08,399.0
Melbourne,Sunshine Coast,9.677419355,3.225806452,2013-08,
Melbourne,Sydney,22.95918367,14.28571429,2013-08,157.0
Perth,Melbourne,61.11111111,40.74074074,2013-08,
Sunshine Coast,Melbourne,12.90322581,45.16129032,2013-08,288.0
Sydney,Alice Springs,11.11111111,22.22222222,2013-08,
Sydney,Brisbane,25.64102564,48.71794872,2013-08,
Sydney,Cairns,5.128205128,7.692307692000001,2013-08,
Sydney,Coffs Harbour,36.36363636,36.36363636,2013-08,
Sydney,Gold Coast,22.95081967,18.03278689,2013-08,
Sydney,Melbourne,14.79591837,27.04081633,2013-08,
Adelaide,Brisbane,26.41509434,22.64150943,2013-08,312.0
Adelaide,Canberra,4.0,4.0,2013-08,476.0
Adelaide,Gold Coast,6.451612902999999,0.0,2013-08,377.0
Adelaide,Melbourne,15.10791367,15.82733813,2013-08,131.0
Adelaide,Perth,9.523809523999999,25.396825399999997,2013-08,403.0
Adelaide,Sydney,14.79289941,6.50887574,2013-08,233.0
Ayers Rock,Sydney,35.48387097,16.12903226,2013-08,626.0
Ballina,Sydney,16.12903226,16.12903226,2013-08,168.0
Brisbane,Adelaide,17.59259259,26.85185185,2013-08,
Brisbane,Cairns,13.25301205,10.84337349,2013-08,272.0
Brisbane,Canberra,10.98901099,13.18681319,2013-08,398.0
Brisbane,Darwin,45.16129032,29.03225806,2013-08,560.0
Brisbane,Gladstone,6.666666667,6.666666667,2013-08,241.0
Brisbane,Hamilton Island,12.90322581,9.677419355,2013-08,319.0
Brisbane,Mackay,11.65644172,11.65644172,2013-08,207.0
Brisbane,Melbourne,17.35751295,43.00518135,2013-08,190.0
Brisbane,Mount Isa,13.63636364,18.18181818,2013-08,835.0
Brisbane,Newcastle,8.333333332999999,10.71428571,2013-08,181.0
Brisbane,Perth,18.18181818,32.95454545,2013-08,613.0
Brisbane,Proserpine,9.433962264,5.660377358,2013-08,275.0
Brisbane,Rockhampton,17.17171717,15.15151515,2013-08,223.0
Brisbane,Sydney,17.05989111,19.60072595,2013-08,157.0
Brisbane,Townsville,9.036144578,8.43373494,2013-08,364.0
Broome,Perth,27.86885246,31.14754098,2013-08,652.0
Cairns,Brisbane,16.26506024,25.90361446,2013-08,
Cairns,Melbourne,28.57142857,42.85714286,2013-08,353.0
Cairns,Sydney,13.63636364,13.63636364,2013-08,262.0
Canberra,Adelaide,8.0,8.0,2013-08,
Canberra,Brisbane,10.98901099,6.593406592999999,2013-08,
Canberra,Melbourne,22.03389831,26.55367232,2013-08,338.0
Canberra,Sydney,9.803921569,7.843137255,2013-08,275.0
Coffs Harbour,Sydney,6.451612902999999,4.838709677,2013-08,105.0
Darwin,Brisbane,25.80645161,16.12903226,2013-08,
Darwin,Melbourne,3.225806452,9.677419355,2013-08,678.0
Darwin,Perth,7.692307692000001,3.8461538460000004,2013-08,704.0
Darwin,Sydney,35.48387097,35.48387097,2013-08,495.0
Gladstone,Brisbane,13.33333333,36.66666667,2013-08,
Gold Coast,Adelaide,3.448275862,13.79310345,2013-08,
Gold Coast,Melbourne,16.76300578,23.69942197,2013-08,
Gold Coast,Sydney,9.385113269,11.65048544,2013-08,105.0
Hamilton Island,Brisbane,12.90322581,16.12903226,2013-08,
Hamilton Island,Sydney,13.33333333,16.66666667,2013-08,469.0
Hobart,Melbourne,19.31034483,21.37931034,2013-08,105.0
Hobart,Sydney,14.51612903,9.677419355,2013-08,233.0
Kalgoorlie,Perth,23.91304348,32.60869565,2013-08,555.0
Karratha,Perth,20.0,24.0,2013-08,694.0
Launceston,Melbourne,14.87603306,22.31404959,2013-08,141.0
Launceston,Sydney,6.451612902999999,9.677419355,2013-08,154.0
Mackay,Brisbane,9.937888199,22.98136646,2013-08,
Melbourne,Adelaide,20.0,19.64285714,2013-08,
Melbourne,Brisbane,31.60621762,28.49740933,2013-08,
Melbourne,Cairns,27.77777778,16.66666667,2013-08,
Melbourne,Canberra,25.28089888,22.47191011,2013-08,
Melbourne,Darwin,16.12903226,9.677419355,2013-08,
Melbourne,Gold Coast,27.48538012,18.12865497,2013-08,170.0
Melbourne,Hobart,21.37931034,26.20689655,2013-08,
Melbourne,Launceston,17.355371899999998,13.2231405,2013-08,
Melbourne,Mildura,25.80645161,32.25806452,2013-08,259.0
Melbourne,Newcastle,3.225806452,0.0,2013-08,220.0
Melbourne,Perth,21.27659574,55.31914894,2013-08,399.0
Melbourne,Sunshine Coast,22.58064516,19.35483871,2013-08,
Melbourne,Sydney,18.83116883,18.05194805,2013-08,157.0
Mildura,Melbourne,32.25806452,32.25806452,2013-08,
Mount Isa,Brisbane,23.80952381,42.85714286,2013-08,
Newcastle,Brisbane,15.47619048,22.61904762,2013-08,
Newcastle,Melbourne,16.12903226,25.80645161,2013-08,
Newman,Perth,7.692307692000001,12.82051282,2013-08,
Perth,Adelaide,10.9375,6.25,2013-08,
Perth,Brisbane,25.0,18.18181818,2013-08,
Perth,Broome,21.31147541,13.114754099999999,2013-08,
Perth,Darwin,15.38461538,23.07692308,2013-08,
Perth,Kalgoorlie,17.39130435,13.04347826,2013-08,
Perth,Karratha,12.0,9.333333332999999,2013-08,
Perth,Melbourne,24.11347518,15.60283688,2013-08,
Perth,Newman,5.128205128,5.128205128,2013-08,749.0
Perth,Port Hedland,9.433962264,5.660377358,2013-08,749.0
Perth,Sydney,23.72881356,7.627118643999999,2013-08,521.0
Port Hedland,Perth,11.53846154,13.46153846,2013-08,
Proserpine,Brisbane,18.86792453,26.41509434,2013-08,
Rockhampton,Brisbane,15.15151515,26.26262626,2013-08,
Sunshine Coast,Melbourne,29.03225806,41.93548387,2013-08,288.0
Sunshine Coast,Sydney,8.333333332999999,13.88888889,2013-08,233.0
Sydney,Adelaide,16.76646707,19.76047904,2013-08,
Sydney,Ayers Rock,12.90322581,19.35483871,2013-08,
Sydney,Ballina,6.451612902999999,9.677419355,2013-08,
Sydney,Brisbane,11.0707804,18.33030853,2013-08,
Sydney,Cairns,24.13793103,12.64367816,2013-08,
Sydney,Canberra,3.8461538460000004,3.8461538460000004,2013-08,
Sydney,Coffs Harbour,6.451612902999999,4.838709677,2013-08,
Sydney,Darwin,19.35483871,12.90322581,2013-08,
Sydney,Gold Coast,13.50482315,12.54019293,2013-08,
Sydney,Hamilton Island,13.33333333,10.0,2013-08,
Sydney,Hobart,8.064516129,4.838709677,2013-08,
Sydney,Launceston,9.677419355,12.90322581,2013-08,
Sydney,Melbourne,15.00646831,22.89780078,2013-08,
Sydney,Perth,17.09401709,45.2991453,2013-08,
Sydney,Sunshine Coast,2.777777778,0.0,2013-08,
Sydney,Townsville,12.90322581,19.35483871,2013-08,353.0
Townsville,Brisbane,9.036144578,16.26506024,2013-08,
Townsville,Sydney,22.58064516,22.58064516,2013-08,
Albury,Sydney,30.64516129,37.09677419,2013-08,249.0
Brisbane,Bundaberg,29.03225806,22.58064516,2013-08,
Brisbane,Emerald,16.0,17.0,2013-08,262.0
Brisbane,Gladstone,27.43362832,29.20353982,2013-08,241.0
Brisbane,Moranbah,14.86486486,36.48648649,2013-08,418.0
Brisbane,Rockhampton,24.32432432,17.11711712,2013-08,223.0
Broome,Perth,44.44444444,48.14814815,2013-08,652.0
Bundaberg,Brisbane,29.03225806,29.03225806,2013-08,351.0
Cairns,Townsville,0.0,7.692307692000001,2013-08,233.0
Canberra,Sydney,13.06122449,11.42857143,2013-08,275.0
Emerald,Brisbane,20.0,15.0,2013-08,
Geraldton,Perth,22.34042553,25.53191489,2013-08,380.0
Gladstone,Brisbane,26.31578947,24.56140351,2013-08,
Kalgoorlie,Perth,46.15384615,46.15384615,2013-08,555.0
Moranbah,Brisbane,32.43243243,55.40540541,2013-08,
Newman,Perth,25.0,50.0,2013-08,
Perth,Broome,35.71428571,28.57142857,2013-08,
Perth,Geraldton,21.27659574,25.53191489,2013-08,
Perth,Kalgoorlie,28.57142857,21.42857143,2013-08,
Perth,Newman,25.0,0.0,2013-08,749.0
Port Macquarie,Sydney,19.35483871,25.80645161,2013-08,275.0
Rockhampton,Brisbane,18.75,18.75,2013-08,
Sydney,Albury,30.64516129,38.70967742,2013-08,
Sydney,Canberra,15.57377049,15.98360656,2013-08,
Sydney,Port Macquarie,17.74193548,19.35483871,2013-08,
Townsville,Cairns,3.8461538460000004,7.692307692000001,2013-08,
Adelaide,Brisbane,19.32773109,19.74789916,2013-09,478.0
Adelaide,Canberra,14.28571429,5.494505495,2013-09,639.0
Adelaide,Gold Coast,15.71428571,8.571428571,2013-09,743.0
Adelaide,Melbourne,16.92094313,13.86962552,2013-09,216.0
Adelaide,Perth,13.86138614,25.74257426,2013-09,534.0
Adelaide,Port Lincoln,7.843137255,12.09150327,2013-09,288.0
Adelaide,Sydney,14.04805915,9.611829945,2013-09,259.0
Albury,Sydney,30.14184397,30.14184397,2013-09,301.0
Alice Springs,Melbourne,34.782608700000004,26.08695652,2013-09,
Alice Springs,Sydney,30.43478261,19.56521739,2013-09,
Ayers Rock,Sydney,21.27659574,14.89361702,2013-09,902.0
Ballina,Sydney,25.19083969,28.24427481,2013-09,154.0
Brisbane,Adelaide,15.12605042,12.60504202,2013-09,
Brisbane,Bundaberg,20.94594595,16.21621622,2013-09,
Brisbane,Cairns,18.407960199999998,11.94029851,2013-09,312.0
Brisbane,Canberra,10.23622047,12.20472441,2013-09,450.0
Brisbane,Darwin,26.08695652,18.84057971,2013-09,626.0
Brisbane,Emerald,8.960573477,12.90322581,2013-09,262.0
Brisbane,Gladstone,13.52112676,13.52112676,2013-09,262.0
Brisbane,Hamilton Island,18.75,10.41666667,2013-09,631.0
Brisbane,Mackay,12.60053619,8.579088472,2013-09,209.0
Brisbane,Melbourne,17.61658031,23.00518135,2013-09,288.0
Brisbane,Moranbah,7.727272727000001,12.72727273,2013-09,432.0
Brisbane,Mount Isa,15.58441558,7.792207792,2013-09,932.0
Brisbane,Newcastle,21.3740458,30.15267176,2013-09,154.0
Brisbane,Perth,17.79661017,22.03389831,2013-09,626.0
Brisbane,Proserpine,23.45679012,18.51851852,2013-09,272.0
Brisbane,Rockhampton,14.00966184,11.83574879,2013-09,264.0
Brisbane,Sydney,18.43491347,21.89616253,2013-09,183.0
Brisbane,Townsville,14.79289941,8.284023669,2013-09,377.0
Broome,Perth,27.21893491,27.21893491,2013-09,717.0
Bundaberg,Brisbane,18.12080537,30.87248322,2013-09,414.0
Cairns,Brisbane,14.35643564,24.00990099,2013-09,
Cairns,Melbourne,17.48878924,22.86995516,2013-09,589.0
Cairns,Sydney,9.708737864,12.94498382,2013-09,353.0
Cairns,Townsville,8.457711442999999,7.462686567,2013-09,262.0
Canberra,Adelaide,9.278350515,16.49484536,2013-09,
Canberra,Brisbane,9.881422925,8.300395257,2013-09,
Canberra,Melbourne,11.0619469,13.9380531,2013-09,435.0
Canberra,Sydney,14.10736579,12.85892634,2013-09,338.0
Coffs Harbour,Sydney,31.6017316,29.004329,2013-09,131.0
Darwin,Brisbane,28.98550725,31.88405797,2013-09,
Darwin,Melbourne,28.0,26.66666667,2013-09,887.0
Darwin,Perth,26.78571429,14.28571429,2013-09,686.0
Darwin,Sydney,24.52830189,23.58490566,2013-09,796.0
Dubbo,Sydney,24.46043165,27.338129499999997,2013-09,370.0
