departure_port,arrival_port,Departure Delay,Arrival Delay,Date,real_fare_(AUD)
Darwin,Sydney,26.66666667,26.66666667,2019-02,406.0
Gold Coast,Adelaide,4.166666667,4.166666667,2019-02,
Gold Coast,Melbourne,29.6,21.6,2019-02,
Gold Coast,Sydney,20.62780269,15.24663677,2019-02,122.0
Hamilton Island,Sydney,31.25,25.0,2019-02,308.0
Hobart,Brisbane,7.142857143,3.571428571,2019-02,
Hobart,Melbourne,40.8839779,38.67403315,2019-02,143.0
Hobart,Sydney,19.04761905,28.57142857,2019-02,298.0
Launceston,Melbourne,33.33333333,39.13043478,2019-02,144.0
Launceston,Sydney,51.92307692,59.61538462,2019-02,392.0
Mackay,Brisbane,53.57142857,42.85714286,2019-02,
Melbourne,Adelaide,31.37254902,29.41176471,2019-02,
Melbourne,Brisbane,36.44859813,33.64485981,2019-02,
Melbourne,Cairns,21.42857143,23.21428571,2019-02,
Melbourne,Darwin,31.25,12.5,2019-02,
Melbourne,Gold Coast,30.4,28.8,2019-02,203.0
Melbourne,Hobart,21.97802198,21.97802198,2019-02,
Melbourne,Launceston,27.53623188,25.36231884,2019-02,
Melbourne,Newcastle,45.23809524,39.28571429,2019-02,299.0
Melbourne,Perth,14.89361702,4.255319149,2019-02,396.0
Melbourne,Sunshine Coast,21.42857143,21.42857143,2019-02,
Melbourne,Sydney,28.73239437,33.23943662,2019-02,216.0
Newcastle,Brisbane,12.67605634,18.30985915,2019-02,
Newcastle,Melbourne,26.19047619,26.19047619,2019-02,
Perth,Adelaide,13.04347826,8.695652174,2019-02,
Perth,Melbourne,17.39130435,13.04347826,2019-02,
Perth,Sydney,29.16666667,33.33333333,2019-02,471.0
Proserpine,Brisbane,11.11111111,7.407407407000001,2019-02,
Proserpine,Sydney,36.36363636,27.27272727,2019-02,
Sunshine Coast,Melbourne,26.78571429,25.0,2019-02,319.0
Sunshine Coast,Sydney,39.08045977,39.08045977,2019-02,240.0
Sydney,Adelaide,14.14141414,12.12121212,2019-02,
Sydney,Ayers Rock,4.166666667,8.333333332999999,2019-02,
Sydney,Ballina,18.57142857,24.28571429,2019-02,
Sydney,Brisbane,22.03389831,20.33898305,2019-02,
Sydney,Cairns,22.22222222,15.27777778,2019-02,
Sydney,Darwin,31.25,25.0,2019-02,
Sydney,Gold Coast,14.86486486,13.51351351,2019-02,
Sydney,Hamilton Island,6.25,25.0,2019-02,
Sydney,Hobart,14.28571429,9.523809523999999,2019-02,
Sydney,Launceston,11.53846154,9.615384615,2019-02,
Sydney,Melbourne,28.04532578,24.92917847,2019-02,
Sydney,Perth,37.5,16.66666667,2019-02,
Sydney,Proserpine,18.18181818,18.18181818,2019-02,
Sydney,Sunshine Coast,36.7816092,27.586206899999997,2019-02,
Sydney,Townsville,26.66666667,6.666666667,2019-02,367.0
Townsville,Brisbane,2.631578947,2.631578947,2019-02,
Townsville,Sydney,13.33333333,6.666666667,2019-02,
Adelaide,Alice Springs,17.85714286,10.71428571,2019-02,618.0
Adelaide,Brisbane,8.928571429,5.3571428569999995,2019-02,236.0
Adelaide,Canberra,10.0,12.5,2019-02,482.0
Adelaide,Melbourne,11.92307692,13.84615385,2019-02,153.0
Adelaide,Perth,16.32653061,6.12244898,2019-02,387.0
Adelaide,Sydney,10.0,13.5,2019-02,219.0
Alice Springs,Adelaide,17.85714286,7.142857143,2019-02,
Brisbane,Adelaide,13.46153846,5.769230769,2019-02,
Brisbane,Cairns,3.125,0.0,2019-02,280.0
Brisbane,Darwin,3.571428571,7.142857143,2019-02,265.0
Brisbane,Melbourne,13.51351351,15.67567568,2019-02,224.0
Brisbane,Mount Isa,28.57142857,14.28571429,2019-02,1016.0
Brisbane,Perth,11.34751773,11.34751773,2019-02,655.0
Brisbane,Sydney,10.77504726,11.90926276,2019-02,150.0
Brisbane,Townsville,15.38461538,11.53846154,2019-02,227.0
Cairns,Brisbane,9.375,3.125,2019-02,
Cairns,Melbourne,30.55555556,22.22222222,2019-02,262.0
Cairns,Sydney,14.81481481,14.81481481,2019-02,316.0
Canberra,Adelaide,15.0,12.5,2019-02,
Canberra,Melbourne,10.45454545,17.27272727,2019-02,203.0
Darwin,Brisbane,10.71428571,10.71428571,2019-02,
Darwin,Melbourne,8.333333332999999,8.333333332999999,2019-02,509.0
Darwin,Perth,17.85714286,14.28571429,2019-02,637.0
Darwin,Sydney,21.875,21.875,2019-02,406.0
Gold Coast,Melbourne,25.0,25.0,2019-02,
Gold Coast,Sydney,22.5,21.25,2019-02,122.0
Hamilton Island,Sydney,0.0,0.0,2019-02,308.0
Hobart,Melbourne,21.69811321,30.18867925,2019-02,143.0
Hobart,Sydney,25.0,25.0,2019-02,298.0
Kalgoorlie,Perth,0.0,0.0,2019-02,585.0
Karratha,Perth,8.333333332999999,8.333333332999999,2019-02,705.0
Melbourne,Adelaide,15.44401544,15.44401544,2019-02,
Melbourne,Brisbane,17.78975741,22.91105121,2019-02,
Melbourne,Cairns,11.42857143,20.0,2019-02,
Melbourne,Canberra,15.83710407,12.21719457,2019-02,
Melbourne,Darwin,8.333333332999999,4.166666667,2019-02,
Melbourne,Gold Coast,14.28571429,14.28571429,2019-02,203.0
Melbourne,Hobart,25.0,23.14814815,2019-02,
Melbourne,Perth,24.7311828,22.04301075,2019-02,396.0
Melbourne,Sydney,15.68836713,22.41195304,2019-02,216.0
Mount Isa,Brisbane,39.28571429,14.28571429,2019-02,
Newman,Perth,6.666666667,6.666666667,2019-02,
Perth,Adelaide,7.843137255,5.882352941000001,2019-02,
Perth,Brisbane,8.695652174,14.49275362,2019-02,
Perth,Darwin,11.11111111,11.11111111,2019-02,
Perth,Kalgoorlie,0.0,11.11111111,2019-02,
Perth,Karratha,0.0,0.0,2019-02,
Perth,Melbourne,18.03278689,15.84699454,2019-02,
Perth,Newman,12.5,12.5,2019-02,642.0
Perth,Port Hedland,5.555555556,5.555555556,2019-02,654.0
Perth,Sydney,14.13612565,19.37172775,2019-02,471.0
Port Hedland,Perth,8.823529412000001,5.882352941000001,2019-02,
Sydney,Adelaide,13.43283582,11.44278607,2019-02,
Sydney,Brisbane,14.77272727,17.61363636,2019-02,
Sydney,Cairns,11.11111111,9.259259259,2019-02,
Sydney,Darwin,34.375,12.5,2019-02,
Sydney,Gold Coast,25.97402597,22.07792208,2019-02,
Sydney,Hamilton Island,0.0,0.0,2019-02,
Sydney,Hobart,25.0,25.0,2019-02,
Sydney,Melbourne,16.80851064,22.55319149,2019-02,
Sydney,Perth,28.42105263,18.42105263,2019-02,
Townsville,Brisbane,0.0,0.0,2019-02,
Adelaide,Brisbane,7.142857143,7.142857143,2019-02,236.0
Adelaide,Canberra,0.0,50.0,2019-02,482.0
Adelaide,Port Lincoln,9.183673469,9.183673469,2019-02,336.0
Adelaide,Sydney,20.0,22.85714286,2019-02,219.0
Albury,Sydney,16.66666667,20.0,2019-02,291.0
Alice Springs,Darwin,10.81081081,16.21621622,2019-02,613.0
Armidale,Sydney,20.58823529,23.52941176,2019-02,363.0
Brisbane,Adelaide,16.27906977,20.93023256,2019-02,
Brisbane,Bundaberg,5.405405405,5.405405405,2019-02,
Brisbane,Cairns,8.860759494,10.12658228,2019-02,280.0
Brisbane,Canberra,16.66666667,13.76811594,2019-02,446.0
Brisbane,Emerald,6.306306306000001,5.405405405,2019-02,354.0
Brisbane,Gladstone,14.17322835,14.17322835,2019-02,304.0
Brisbane,Hamilton Island,25.92592593,25.92592593,2019-02,358.0
Brisbane,Mackay,12.5,15.17857143,2019-02,216.0
Brisbane,Melbourne,25.0,25.0,2019-02,224.0
Brisbane,Mount Isa,0.0,0.0,2019-02,1016.0
Brisbane,Newcastle,8.860759494,8.860759494,2019-02,146.0
Brisbane,Rockhampton,16.96969697,21.81818182,2019-02,322.0
Brisbane,Sydney,26.66666667,26.66666667,2019-02,150.0
Brisbane,Townsville,11.2244898,14.28571429,2019-02,227.0
Broome,Perth,8.333333332999999,8.333333332999999,2019-02,570.0
Bundaberg,Brisbane,5.405405405,2.702702703,2019-02,353.0
Cairns,Brisbane,11.53846154,15.38461538,2019-02,
Cairns,Townsville,11.20689655,12.93103448,2019-02,304.0
Canberra,Adelaide,25.0,25.0,2019-02,
Canberra,Brisbane,16.17647059,16.91176471,2019-02,
Canberra,Melbourne,5.0,17.5,2019-02,203.0
Canberra,Sydney,9.297052154,14.28571429,2019-02,370.0
Coffs Harbour,Sydney,12.06896552,14.65517241,2019-02,125.0
Darwin,Alice Springs,28.94736842,26.31578947,2019-02,
Dubbo,Sydney,13.08411215,16.82242991,2019-02,405.0
Emerald,Brisbane,7.207207207000001,8.108108108,2019-02,
Geraldton,Perth,20.45454545,15.90909091,2019-02,
Gladstone,Brisbane,14.17322835,16.53543307,2019-02,
Gold Coast,Sydney,4.166666667,4.166666667,2019-02,122.0
Hamilton Island,Brisbane,25.92592593,29.62962963,2019-02,
Hamilton Island,Sydney,35.71428571,21.42857143,2019-02,308.0
Hobart,Sydney,20.45454545,20.45454545,2019-02,298.0
Kalgoorlie,Perth,16.92307692,13.84615385,2019-02,585.0
Karratha,Perth,7.142857143,11.68831169,2019-02,705.0
Launceston,Melbourne,14.5631068,17.47572816,2019-02,144.0
Mackay,Brisbane,14.81481481,15.74074074,2019-02,
Melbourne,Brisbane,12.5,50.0,2019-02,
Melbourne,Canberra,15.38461538,12.82051282,2019-02,
Melbourne,Launceston,13.46153846,15.38461538,2019-02,
Melbourne,Mildura,16.09195402,12.64367816,2019-02,301.0
Mildura,Melbourne,11.49425287,16.09195402,2019-02,
Mount Isa,Brisbane,0.0,0.0,2019-02,
Newcastle,Brisbane,10.25641026,8.974358974,2019-02,
Newman,Perth,11.42857143,16.19047619,2019-02,
Perth,Broome,10.81081081,8.108108108,2019-02,
Perth,Geraldton,15.90909091,18.18181818,2019-02,
Perth,Kalgoorlie,7.692307692000001,13.84615385,2019-02,
Perth,Karratha,9.493670886,9.493670886,2019-02,
Perth,Newman,10.57692308,12.5,2019-02,642.0
Perth,Port Hedland,8.139534884,9.302325581,2019-02,654.0
Port Hedland,Perth,12.64367816,16.09195402,2019-02,
Port Lincoln,Adelaide,10.20408163,9.183673469,2019-02,
Port Macquarie,Sydney,15.05376344,15.05376344,2019-02,315.0
Rockhampton,Brisbane,17.26190476,19.04761905,2019-02,
Sunshine Coast,Sydney,10.0,13.33333333,2019-02,240.0
Sydney,Adelaide,14.70588235,17.64705882,2019-02,
Sydney,Albury,17.58241758,17.58241758,2019-02,
Sydney,Armidale,27.35849057,20.75471698,2019-02,
Sydney,Brisbane,27.27272727,30.303030300000003,2019-02,
Sydney,Canberra,13.73873874,15.31531532,2019-02,
Sydney,Coffs Harbour,9.401709402,9.401709402,2019-02,
Sydney,Dubbo,12.96296296,20.37037037,2019-02,
Sydney,Gold Coast,25.0,8.333333332999999,2019-02,
Sydney,Hamilton Island,14.28571429,35.71428571,2019-02,
Sydney,Hobart,27.90697674,30.23255814,2019-02,
Sydney,Port Macquarie,13.82978723,10.63829787,2019-02,
Sydney,Sunshine Coast,26.66666667,16.66666667,2019-02,
Sydney,Tamworth,16.07142857,15.17857143,2019-02,313.0
Sydney,Wagga Wagga,20.68965517,18.3908046,2019-02,405.0
Tamworth,Sydney,15.92920354,15.92920354,2019-02,
Townsville,Brisbane,9.375,10.41666667,2019-02,
Townsville,Cairns,19.65811966,16.23931624,2019-02,
Wagga Wagga,Sydney,14.94252874,12.64367816,2019-02,
Adelaide,Port Lincoln,2.5510204080000003,3.571428571,2019-02,336.0
Albury,Sydney,8.536585366,14.63414634,2019-02,291.0
Armidale,Sydney,15.15151515,25.75757576,2019-02,363.0
Ballina,Sydney,20.0,30.0,2019-02,185.0
Cairns,Townsville,16.66666667,25.0,2019-02,304.0
Dubbo,Sydney,10.0,22.72727273,2019-02,405.0
Melbourne,Mildura,13.04347826,13.04347826,2019-02,301.0
Mildura,Melbourne,24.63768116,30.43478261,2019-02,
Port Lincoln,Adelaide,2.5510204080000003,3.06122449,2019-02,
Sydney,Albury,10.97560976,10.97560976,2019-02,
Sydney,Armidale,12.12121212,10.60606061,2019-02,
Sydney,Ballina,50.0,72.72727273,2019-02,
Sydney,Dubbo,12.17391304,10.43478261,2019-02,
Sydney,Wagga Wagga,12.03703704,10.18518519,2019-02,405.0
Townsville,Cairns,33.33333333,25.0,2019-02,
Wagga Wagga,Sydney,9.259259259,22.22222222,2019-02,
Adelaide,Brisbane,15.38461538,23.07692308,2019-02,236.0
Adelaide,Melbourne,38.57142857,40.0,2019-02,153.0
Adelaide,Sydney,59.25925926,59.25925926,2019-02,219.0
Brisbane,Adelaide,15.38461538,15.38461538,2019-02,
Brisbane,Cairns,32.14285714,35.71428571,2019-02,280.0
Brisbane,Canberra,12.5,25.0,2019-02,446.0
Brisbane,Darwin,0.0,0.0,2019-02,265.0
Brisbane,Melbourne,38.7755102,32.65306122,2019-02,224.0
Brisbane,Sydney,37.0,29.0,2019-02,150.0
Cairns,Brisbane,35.71428571,17.85714286,2019-02,
Cairns,Melbourne,24.24242424,12.12121212,2019-02,262.0
Cairns,Sydney,35.8974359,25.64102564,2019-02,316.0
Canberra,Brisbane,25.0,25.0,2019-02,
Canberra,Melbourne,21.875,25.0,2019-02,203.0
Coffs Harbour,Sydney,12.5,16.66666667,2019-02,125.0
Gold Coast,Melbourne,43.93939394,27.27272727,2019-02,
Gold Coast,Sydney,27.5,21.25,2019-02,122.0
Hobart,Melbourne,35.13513514,40.54054054,2019-02,143.0
Melbourne,Adelaide,31.42857143,34.28571429,2019-02,
Melbourne,Brisbane,28.28282828,31.31313131,2019-02,
Melbourne,Cairns,12.12121212,18.18181818,2019-02,
Melbourne,Canberra,25.0,25.0,2019-02,
Melbourne,Gold Coast,25.75757576,28.78787879,2019-02,203.0
Melbourne,Hobart,21.62162162,32.43243243,2019-02,
Melbourne,Perth,26.19047619,14.28571429,2019-02,396.0
Melbourne,Sydney,30.73394495,34.86238532,2019-02,216.0
Perth,Melbourne,16.66666667,9.523809523999999,2019-02,
Perth,Sydney,23.07692308,15.38461538,2019-02,471.0
Proserpine,Sydney,20.0,20.0,2019-02,
Sydney,Adelaide,48.14814815,51.85185185,2019-02,
Sydney,Brisbane,31.0,32.0,2019-02,
Sydney,Cairns,32.5,35.0,2019-02,
Sydney,Coffs Harbour,16.66666667,16.66666667,2019-02,
Sydney,Gold Coast,13.58024691,19.75308642,2019-02,
Sydney,Melbourne,33.02752294,36.23853211,2019-02,
Sydney,Perth,33.33333333,18.51851852,2019-02,
Sydney,Proserpine,13.33333333,13.33333333,2019-02,
Adelaide,Alice Springs,10.52631579,15.78947368,2019-02,618.0
Adelaide,Brisbane,3.96039604,4.95049505,2019-02,236.0
Adelaide,Canberra,8.333333332999999,12.5,2019-02,482.0
Adelaide,Gold Coast,7.142857143,3.571428571,2019-02,342.0
Adelaide,Melbourne,12.109375,14.0625,2019-02,153.0
Adelaide,Perth,7.142857143,3.571428571,2019-02,387.0
Adelaide,Sydney,9.271523178999999,11.25827815,2019-02,219.0
Albury,Sydney,15.38461538,11.53846154,2019-02,291.0
Alice Springs,Adelaide,5.0,5.0,2019-02,
Alice Springs,Darwin,10.52631579,10.52631579,2019-02,613.0
Ayers Rock,Sydney,28.57142857,21.42857143,2019-02,581.0
Ballina,Sydney,19.23076923,15.38461538,2019-02,185.0
Brisbane,Adelaide,6.796116505,7.766990291,2019-02,
Brisbane,Bundaberg,0.0,0.0,2019-02,
Brisbane,Cairns,8.064516129,9.677419355,2019-02,280.0
Brisbane,Canberra,8.333333332999999,5.952380952,2019-02,446.0
Brisbane,Darwin,7.142857143,7.142857143,2019-02,265.0
Brisbane,Emerald,8.333333332999999,6.25,2019-02,354.0
Brisbane,Gladstone,4.615384615,9.230769231,2019-02,304.0
Brisbane,Hamilton Island,14.28571429,14.28571429,2019-02,358.0
Brisbane,Hobart,7.692307692000001,2.564102564,2019-02,354.0
Brisbane,Mackay,9.375,12.5,2019-02,216.0
Brisbane,Melbourne,11.98830409,18.12865497,2019-02,224.0
Brisbane,Newcastle,6.25,7.5,2019-02,146.0
Brisbane,Perth,19.79166667,18.75,2019-02,655.0
Brisbane,Proserpine,13.51351351,24.32432432,2019-02,168.0
Brisbane,Rockhampton,10.15625,11.71875,2019-02,322.0
Brisbane,Sydney,12.47401247,14.55301455,2019-02,150.0
Brisbane,Townsville,11.71875,11.71875,2019-02,227.0
Bundaberg,Brisbane,0.0,0.0,2019-02,353.0
Cairns,Brisbane,8.870967742000001,8.870967742000001,2019-02,
Cairns,Melbourne,23.68421053,23.68421053,2019-02,262.0
Cairns,Sydney,10.86956522,7.608695652000001,2019-02,316.0
Canberra,Adelaide,16.66666667,20.83333333,2019-02,
Canberra,Brisbane,5.952380952,7.142857143,2019-02,
Canberra,Melbourne,13.69863014,19.17808219,2019-02,203.0
Canberra,Sydney,10.52631579,14.9122807,2019-02,370.0
Coffs Harbour,Sydney,10.71428571,7.142857143,2019-02,125.0
Darwin,Alice Springs,5.0,15.0,2019-02,
Darwin,Brisbane,10.71428571,25.0,2019-02,
Darwin,Melbourne,11.11111111,7.407407407000001,2019-02,509.0
Darwin,Perth,5.0,5.0,2019-02,637.0
Darwin,Sydney,15.78947368,21.05263158,2019-02,406.0
Emerald,Brisbane,12.5,10.41666667,2019-02,
Gladstone,Brisbane,7.692307692000001,10.76923077,2019-02,
Gold Coast,Adelaide,10.71428571,7.142857143,2019-02,
Gold Coast,Melbourne,19.18604651,10.46511628,2019-02,
Gold Coast,Sydney,15.83710407,11.76470588,2019-02,122.0
Hamilton Island,Brisbane,14.28571429,14.28571429,2019-02,
Hamilton Island,Sydney,24.0,12.0,2019-02,308.0
Hobart,Brisbane,12.82051282,7.692307692000001,2019-02,
Hobart,Melbourne,12.68656716,29.10447761,2019-02,143.0
Hobart,Sydney,16.90140845,25.35211268,2019-02,298.0
Kalgoorlie,Perth,5.263157895,5.263157895,2019-02,585.0
Karratha,Perth,100.0,100.0,2019-02,705.0
Launceston,Melbourne,12.22222222,16.66666667,2019-02,144.0
Launceston,Sydney,14.28571429,14.28571429,2019-02,392.0
Mackay,Brisbane,8.661417323,6.2992125979999996,2019-02,
Melbourne,Adelaide,8.8,14.4,2019-02,
Melbourne,Brisbane,7.058823529,11.47058824,2019-02,
Melbourne,Cairns,13.15789474,15.78947368,2019-02,
Melbourne,Canberra,18.49315068,17.12328767,2019-02,
Melbourne,Darwin,32.14285714,14.28571429,2019-02,
Melbourne,Gold Coast,9.88372093,13.37209302,2019-02,203.0
Melbourne,Hobart,13.23529412,13.97058824,2019-02,
Melbourne,Launceston,17.77777778,20.0,2019-02,
Melbourne,Mildura,7.142857143,14.28571429,2019-02,301.0
Melbourne,Newcastle,7.142857143,7.142857143,2019-02,299.0
Melbourne,Perth,20.30075188,17.29323308,2019-02,396.0
Melbourne,Sunshine Coast,14.03508772,17.54385965,2019-02,
Melbourne,Sydney,8.997050147000001,17.84660767,2019-02,216.0
Mildura,Melbourne,14.28571429,17.85714286,2019-02,
Mount Isa,Brisbane,0.0,18.75,2019-02,
Newcastle,Brisbane,8.75,15.0,2019-02,
Newcastle,Melbourne,7.142857143,17.85714286,2019-02,
Newman,Perth,9.090909091,9.090909091,2019-02,
Perth,Adelaide,3.125,6.25,2019-02,
Perth,Brisbane,6.25,13.54166667,2019-02,
Perth,Darwin,10.0,5.0,2019-02,
Perth,Kalgoorlie,5.263157895,5.263157895,2019-02,
Perth,Karratha,33.33333333,66.66666667,2019-02,
Perth,Melbourne,6.201550387999999,13.17829457,2019-02,
Perth,Newman,9.090909091,9.090909091,2019-02,642.0
Perth,Port Hedland,0.0,0.0,2019-02,654.0
Perth,Sydney,3.7037037039999996,12.96296296,2019-02,471.0
Port Hedland,Perth,7.692307692000001,7.692307692000001,2019-02,
Port Macquarie,Sydney,28.57142857,33.92857143,2019-02,315.0
Proserpine,Brisbane,27.02702703,18.91891892,2019-02,
Rockhampton,Brisbane,12.5,11.71875,2019-02,
Sunshine Coast,Melbourne,15.78947368,14.03508772,2019-02,319.0
Sunshine Coast,Sydney,20.45454545,20.45454545,2019-02,240.0
Sydney,Adelaide,11.33333333,9.333333332999999,2019-02,
Sydney,Albury,15.38461538,13.46153846,2019-02,
Sydney,Ayers Rock,17.85714286,14.28571429,2019-02,
Sydney,Ballina,14.81481481,22.22222222,2019-02,
Sydney,Brisbane,15.41666667,17.29166667,2019-02,
Sydney,Cairns,16.30434783,17.39130435,2019-02,
Sydney,Canberra,17.54385965,16.66666667,2019-02,
Sydney,Coffs Harbour,7.142857143,7.142857143,2019-02,
Sydney,Darwin,10.52631579,15.78947368,2019-02,
Sydney,Gold Coast,11.71171171,15.31531532,2019-02,
Sydney,Hamilton Island,8.0,16.0,2019-02,
Sydney,Hobart,9.85915493,8.450704225,2019-02,
Sydney,Launceston,14.28571429,17.85714286,2019-02,
Sydney,Melbourne,15.68047337,19.52662722,2019-02,
Sydney,Perth,22.22222222,14.81481481,2019-02,
Sydney,Port Macquarie,16.07142857,19.64285714,2019-02,
Sydney,Sunshine Coast,22.72727273,22.72727273,2019-02,
Sydney,Tamworth,23.40425532,29.78723404,2019-02,313.0
Sydney,Townsville,13.63636364,9.090909091,2019-02,367.0
Tamworth,Sydney,12.76595745,14.89361702,2019-02,
Townsville,Brisbane,6.25,7.03125,2019-02,
Townsville,Sydney,4.545454545,4.545454545,2019-02,
Adelaide,Melbourne,12.5,12.5,2019-02,153.0
Adelaide,Perth,46.34146341,43.90243902,2019-02,387.0
Broome,Perth,9.615384615,9.615384615,2019-02,570.0
Darwin,Perth,37.5,25.0,2019-02,637.0
Geraldton,Perth,25.0,25.0,2019-02,
Kalgoorlie,Perth,12.12121212,15.15151515,2019-02,585.0
Karratha,Perth,15.87301587,23.80952381,2019-02,705.0
Melbourne,Adelaide,22.22222222,22.22222222,2019-02,
Newman,Perth,8.0,12.0,2019-02,
Perth,Adelaide,9.523809523999999,54.76190476,2019-02,
Perth,Broome,13.46153846,15.38461538,2019-02,
Perth,Darwin,25.0,25.0,2019-02,
Perth,Geraldton,21.42857143,17.85714286,2019-02,
Perth,Kalgoorlie,12.12121212,12.12121212,2019-02,
Perth,Karratha,11.11111111,14.28571429,2019-02,
Perth,Newman,0.0,4.0,2019-02,642.0
Perth,Port Hedland,4.545454545,4.545454545,2019-02,654.0
Port Hedland,Perth,13.63636364,18.18181818,2019-02,
Adelaide,Alice Springs,14.89361702,12.76595745,2019-02,618.0
Adelaide,Brisbane,7.346938776,6.93877551,2019-02,236.0
Adelaide,Canberra,8.823529412000001,14.70588235,2019-02,482.0
Adelaide,Gold Coast,5.769230769,3.8461538460000004,2019-02,342.0
Adelaide,Melbourne,16.95402299,18.24712644,2019-02,153.0
Adelaide,Perth,21.05263158,14.21052632,2019-02,387.0
Adelaide,Port Lincoln,4.7619047619999995,5.442176871,2019-02,336.0
Adelaide,Sydney,14.23001949,16.17933723,2019-02,219.0
Albury,Sydney,13.39285714,16.07142857,2019-02,291.0
Alice Springs,Adelaide,12.5,6.25,2019-02,
Alice Springs,Darwin,10.71428571,14.28571429,2019-02,613.0
Armidale,Sydney,18.45238095,24.404761899999997,2019-02,363.0
Ayers Rock,Sydney,30.76923077,26.92307692,2019-02,581.0
Ballina,Sydney,23.68421053,20.175438600000003,2019-02,185.0
Brisbane,Adelaide,10.24590164,9.836065574,2019-02,
Brisbane,Bundaberg,4.316546763,4.316546763,2019-02,
Brisbane,Cairns,12.5,12.20238095,2019-02,280.0
Brisbane,Canberra,13.44537815,11.76470588,2019-02,446.0
Brisbane,Darwin,5.952380952,4.7619047619999995,2019-02,265.0
Brisbane,Emerald,6.918238994,5.660377358,2019-02,354.0
Brisbane,Gladstone,10.9375,12.5,2019-02,304.0
Brisbane,Hamilton Island,20.0,20.0,2019-02,358.0
Brisbane,Hobart,4.47761194,2.985074627,2019-02,354.0
Brisbane,Mackay,13.43283582,16.41791045,2019-02,216.0
Brisbane,Melbourne,18.1425486,19.76241901,2019-02,224.0
Brisbane,Mount Isa,16.0,8.0,2019-02,1016.0
Brisbane,Newcastle,12.98701299,11.68831169,2019-02,146.0
Brisbane,Perth,14.76793249,14.34599156,2019-02,655.0
Brisbane,Proserpine,9.375,15.625,2019-02,168.0
Brisbane,Rockhampton,13.99317406,17.40614334,2019-02,322.0
Brisbane,Sydney,14.6031746,15.55555556,2019-02,150.0
Brisbane,Townsville,10.34482759,11.03448276,2019-02,227.0
Broome,Perth,8.870967742000001,8.870967742000001,2019-02,570.0
Bundaberg,Brisbane,4.316546763,2.158273381,2019-02,353.0
Cairns,Brisbane,16.61721068,13.64985163,2019-02,
Cairns,Melbourne,26.380368100000005,19.63190184,2019-02,262.0
Cairns,Sydney,15.234375,12.890625,2019-02,316.0
Cairns,Townsville,11.71875,14.0625,2019-02,304.0
Canberra,Adelaide,16.17647059,16.17647059,2019-02,
Canberra,Brisbane,13.13559322,13.98305085,2019-02,
Canberra,Melbourne,11.87214612,18.49315068,2019-02,203.0
Canberra,Sydney,9.715994021,14.49925262,2019-02,370.0
Coffs Harbour,Sydney,11.9047619,13.69047619,2019-02,125.0
Darwin,Alice Springs,20.68965517,22.4137931,2019-02,
Darwin,Brisbane,7.2289156629999995,12.04819277,2019-02,
Darwin,Melbourne,13.43283582,11.94029851,2019-02,509.0
Darwin,Perth,16.07142857,12.5,2019-02,637.0
Darwin,Sydney,21.21212121,22.72727273,2019-02,406.0
Dubbo,Sydney,11.52073733,19.8156682,2019-02,405.0
Emerald,Brisbane,8.805031447000001,8.805031447000001,2019-02,
Geraldton,Perth,22.22222222,19.44444444,2019-02,
Gladstone,Brisbane,11.97916667,14.58333333,2019-02,
Gold Coast,Adelaide,7.692307692000001,5.769230769,2019-02,
Gold Coast,Melbourne,27.10997442,17.902813300000002,2019-02,
Gold Coast,Sydney,19.42675159,15.12738854,2019-02,122.0
Hamilton Island,Brisbane,20.0,21.81818182,2019-02,
Hamilton Island,Sydney,27.11864407,16.94915254,2019-02,308.0
Hobart,Brisbane,10.44776119,5.970149254,2019-02,
Hobart,Melbourne,27.72925764,34.06113537,2019-02,143.0
Hobart,Sydney,18.95734597,25.59241706,2019-02,298.0
Kalgoorlie,Perth,11.72413793,11.03448276,2019-02,585.0
Karratha,Perth,10.77586207,15.94827586,2019-02,705.0
Launceston,Melbourne,21.75226586,26.28398792,2019-02,144.0
Launceston,Sydney,38.75,43.75,2019-02,392.0
Mackay,Brisbane,15.96958175,14.06844106,2019-02,
Melbourne,Adelaide,17.10144928,19.13043478,2019-02,
Melbourne,Brisbane,17.08108108,21.08108108,2019-02,
Melbourne,Cairns,15.43209877,19.75308642,2019-02,
Melbourne,Canberra,17.35159817,14.84018265,2019-02,
Melbourne,Darwin,23.52941176,10.29411765,2019-02,
Melbourne,Gold Coast,19.43734015,20.97186701,2019-02,203.0
Melbourne,Hobart,20.08639309,20.73434125,2019-02,
Melbourne,Launceston,20.48192771,20.78313253,2019-02,
Melbourne,Mildura,13.58695652,13.04347826,2019-02,301.0
Melbourne,Newcastle,35.71428571,31.25,2019-02,299.0
Melbourne,Perth,22.30392157,17.64705882,2019-02,396.0
Melbourne,Sunshine Coast,17.69911504,19.46902655,2019-02,
Melbourne,Sydney,17.23034735,23.99451554,2019-02,216.0
Mildura,Melbourne,16.84782609,21.73913043,2019-02,
Mount Isa,Brisbane,22.0,14.0,2019-02,
Newcastle,Brisbane,10.48034934,13.97379913,2019-02,
Newcastle,Melbourne,21.42857143,24.10714286,2019-02,
Newman,Perth,10.25641026,14.1025641,2019-02,
Perth,Adelaide,8.040201005,16.58291457,2019-02,
Perth,Brisbane,7.692307692000001,14.1025641,2019-02,
Perth,Broome,11.9047619,11.11111111,2019-02,
Perth,Darwin,12.72727273,10.90909091,2019-02,
