departure_port,arrival_port,real_fare_(AUD),Date
Melbourne,Mildura,407,2023-12
Melbourne,Perth,857,2023-12
Melbourne,Sydney,288,2023-12
Melbourne,Townsville,515,2023-12
Melbourne,Newcastle,428,2023-12
Paraburdoo,Perth,894,2023-12
Perth,Newman,841,2023-12
Perth,Port Hedland,710,2023-12
Perth,Sydney,970,2023-12
Port Macquarie,Sydney,319,2023-12
Sydney,Tamworth,379,2023-12
Sydney,Townsville,483,2023-12
Sydney,Wagga Wagga,270,2023-12
Newcastle,Gold Coast,380,2023-12
Adelaide,Alice Springs,640,2023-08
Adelaide,Brisbane,410,2023-08
Adelaide,Canberra,609,2023-08
Adelaide,Darwin,560,2023-08
Adelaide,Gold Coast,403,2023-08
Adelaide,Melbourne,179,2023-08
Adelaide,Perth,410,2023-08
Adelaide,Port Lincoln,350,2023-08
Adelaide,Sydney,245,2023-08
Albury,Sydney,380,2023-08
Armidale,Sydney,360,2023-08
Avalon,Gold Coast,239,2023-08
Avalon,Sydney,107,2023-08
Ayers Rock,Sydney,461,2023-08
Ballina,Sydney,96,2023-08
Brisbane,Cairns,217,2023-08
Brisbane,Canberra,352,2023-08
Brisbane,Darwin,651,2023-08
Brisbane,Emerald,631,2023-08
Brisbane,Gladstone,380,2023-08
Brisbane,Hamilton Island,384,2023-08
Brisbane,Hobart,339,2023-08
Brisbane,Mackay,188,2023-08
Brisbane,Melbourne,260,2023-08
Brisbane,Mount Isa,972,2023-08
Brisbane,Perth,592,2023-08
Brisbane,Proserpine,303,2023-08
Brisbane,Rockhampton,408,2023-08
Brisbane,Sydney,155,2023-08
Brisbane,Townsville,389,2023-08
Brisbane,Newcastle,161,2023-08
Broome,Perth,593,2023-08
Bundaberg,Brisbane,409,2023-08
Cairns,Gold Coast,521,2023-08
Cairns,Melbourne,519,2023-08
Cairns,Sydney,329,2023-08
Cairns,Townsville,350,2023-08
Canberra,Melbourne,155,2023-08
Canberra,Sydney,422,2023-08
Coffs Harbour,Sydney,360,2023-08
Darwin,Melbourne,608,2023-08
Darwin,Perth,849,2023-08
Darwin,Sydney,642,2023-08
Devonport,Melbourne,433,2023-08
Dubbo,Sydney,400,2023-08
Gold Coast,Sydney,119,2023-08
Hamilton Island,Sydney,320,2023-08
Hobart,Melbourne,196,2023-08
Hobart,Sydney,211,2023-08
Kalgoorlie,Perth,561,2023-08
Karratha,Perth,885,2023-08
Launceston,Melbourne,139,2023-08
Launceston,Sydney,225,2023-08
Sunshine Coast,Melbourne,322,2023-08
Sunshine Coast,Sydney,144,2023-08
Melbourne,Gold Coast,189,2023-08
Melbourne,Mildura,360,2023-08
Melbourne,Perth,423,2023-08
Melbourne,Sydney,149,2023-08
Melbourne,Townsville,573,2023-08
Melbourne,Newcastle,199,2023-08
Paraburdoo,Perth,833,2023-08
Perth,Newman,850,2023-08
Perth,Port Hedland,702,2023-08
Perth,Sydney,420,2023-08
Port Macquarie,Sydney,325,2023-08
Sydney,Tamworth,360,2023-08
Sydney,Townsville,379,2023-08
Sydney,Wagga Wagga,400,2023-08
Newcastle,Gold Coast,196,2023-08
Adelaide,Alice Springs,615,2023-04
Adelaide,Brisbane,344,2023-04
Adelaide,Canberra,386,2023-04
Adelaide,Darwin,325,2023-04
Adelaide,Gold Coast,404,2023-04
Adelaide,Melbourne,166,2023-04
Adelaide,Perth,491,2023-04
Adelaide,Port Lincoln,354,2023-04
Adelaide,Sydney,249,2023-04
Albury,Sydney,401,2023-04
Armidale,Sydney,375,2023-04
Avalon,Gold Coast,217,2023-04
Avalon,Sydney,133,2023-04
Ayers Rock,Sydney,617,2023-04
Ballina,Sydney,97,2023-04
Brisbane,Cairns,220,2023-04
Brisbane,Canberra,411,2023-04
Brisbane,Darwin,441,2023-04
Brisbane,Emerald,405,2023-04
Brisbane,Gladstone,391,2023-04
Brisbane,Hamilton Island,364,2023-04
Brisbane,Hobart,283,2023-04
Brisbane,Mackay,224,2023-04
Brisbane,Melbourne,208,2023-04
Brisbane,Mount Isa,670,2023-04
Brisbane,Perth,629,2023-04
Brisbane,Proserpine,237,2023-04
Brisbane,Rockhampton,405,2023-04
Brisbane,Sydney,153,2023-04
Brisbane,Townsville,223,2023-04
Brisbane,Newcastle,134,2023-04
Broome,Perth,493,2023-04
Bundaberg,Brisbane,410,2023-04
Cairns,Gold Coast,414,2023-04
Cairns,Melbourne,405,2023-04
Cairns,Sydney,344,2023-04
Cairns,Townsville,354,2023-04
Canberra,Melbourne,153,2023-04
Canberra,Sydney,473,2023-04
Coffs Harbour,Sydney,354,2023-04
Darwin,Melbourne,535,2023-04
Darwin,Perth,1119,2023-04
Darwin,Sydney,413,2023-04
Devonport,Melbourne,459,2023-04
Dubbo,Sydney,415,2023-04
Gold Coast,Sydney,134,2023-04
Hamilton Island,Sydney,361,2023-04
Hobart,Melbourne,158,2023-04
Hobart,Sydney,242,2023-04
Kalgoorlie,Perth,568,2023-04
Karratha,Perth,939,2023-04
Launceston,Melbourne,130,2023-04
Launceston,Sydney,208,2023-04
Sunshine Coast,Melbourne,293,2023-04
Sunshine Coast,Sydney,177,2023-04
Melbourne,Gold Coast,181,2023-04
Melbourne,Mildura,375,2023-04
Melbourne,Perth,519,2023-04
Melbourne,Sydney,151,2023-04
Melbourne,Townsville,341,2023-04
Melbourne,Newcastle,163,2023-04
Paraburdoo,Perth,835,2023-04
Perth,Newman,764,2023-04
Perth,Port Hedland,727,2023-04
Perth,Sydney,568,2023-04
Port Macquarie,Sydney,324,2023-04
Sydney,Tamworth,390,2023-04
Sydney,Townsville,256,2023-04
Sydney,Wagga Wagga,405,2023-04
Newcastle,Gold Coast,378,2023-04
Adelaide,Alice Springs,730,2022-09
Adelaide,Brisbane,932,2022-09
Adelaide,Canberra,549,2022-09
Adelaide,Darwin,810,2022-09
Adelaide,Gold Coast,753,2022-09
Adelaide,Melbourne,320,2022-09
Adelaide,Perth,875,2022-09
Adelaide,Port Lincoln,380,2022-09
Adelaide,Sydney,565,2022-09
Albury,Sydney,359,2022-09
Armidale,Sydney,353,2022-09
Avalon,Gold Coast,426,2022-09
Avalon,Sydney,163,2022-09
Ayers Rock,Sydney,608,2022-09
Ballina,Sydney,212,2022-09
Brisbane,Cairns,570,2022-09
Brisbane,Canberra,541,2022-09
Brisbane,Darwin,660,2022-09
Brisbane,Emerald,526,2022-09
Brisbane,Gladstone,522,2022-09
Brisbane,Hamilton Island,598,2022-09
Brisbane,Hobart,590,2022-09
Brisbane,Mackay,282,2022-09
Brisbane,Melbourne,386,2022-09
Brisbane,Mount Isa,918,2022-09
Brisbane,Perth,973,2022-09
Brisbane,Proserpine,608,2022-09
Brisbane,Rockhampton,502,2022-09
Brisbane,Sydney,295,2022-09
Brisbane,Townsville,425,2022-09
Brisbane,Newcastle,230,2022-09
Broome,Perth,1013,2022-09
Bundaberg,Brisbane,613,2022-09
Cairns,Gold Coast,537,2022-09
Cairns,Melbourne,954,2022-09
Cairns,Sydney,615,2022-09
Cairns,Townsville,284,2022-09
Canberra,Melbourne,316,2022-09
Canberra,Sydney,422,2022-09
Coffs Harbour,Sydney,326,2022-09
Darwin,Melbourne,1052,2022-09
Darwin,Perth,952,2022-09
Darwin,Sydney,753,2022-09
Devonport,Melbourne,433,2022-09
Dubbo,Sydney,378,2022-09
Gold Coast,Sydney,235,2022-09
Hamilton Island,Sydney,532,2022-09
Hobart,Melbourne,500,2022-09
Hobart,Sydney,497,2022-09
Kalgoorlie,Perth,549,2022-09
Karratha,Perth,890,2022-09
Launceston,Melbourne,339,2022-09
Launceston,Sydney,518,2022-09
Sunshine Coast,Melbourne,894,2022-09
Sunshine Coast,Sydney,323,2022-09
Melbourne,Gold Coast,457,2022-09
Melbourne,Mildura,367,2022-09
Melbourne,Perth,959,2022-09
Melbourne,Sydney,234,2022-09
Melbourne,Townsville,784,2022-09
Melbourne,Newcastle,399,2022-09
Paraburdoo,Perth,840,2022-09
Perth,Newman,742,2022-09
Perth,Port Hedland,689,2022-09
Perth,Sydney,1043,2022-09
Port Macquarie,Sydney,334,2022-09
Sydney,Tamworth,393,2022-09
Sydney,Townsville,445,2022-09
Sydney,Wagga Wagga,364,2022-09
Newcastle,Gold Coast,301,2022-09
Adelaide,Alice Springs,696,2022-10
Adelaide,Brisbane,513,2022-10
Adelaide,Canberra,560,2022-10
Adelaide,Darwin,401,2022-10
Adelaide,Gold Coast,752,2022-10
Adelaide,Melbourne,258,2022-10
Adelaide,Perth,622,2022-10
Adelaide,Port Lincoln,337,2022-10
Adelaide,Sydney,458,2022-10
Albury,Sydney,378,2022-10
Armidale,Sydney,352,2022-10
Avalon,Gold Coast,537,2022-10
Avalon,Sydney,148,2022-10
Ayers Rock,Sydney,665,2022-10
Ballina,Sydney,158,2022-10
Brisbane,Cairns,310,2022-10
Brisbane,Canberra,364,2022-10
Brisbane,Darwin,597,2022-10
Brisbane,Emerald,533,2022-10
Brisbane,Gladstone,588,2022-10
Brisbane,Hamilton Island,906,2022-10
Brisbane,Hobart,445,2022-10
Brisbane,Mackay,253,2022-10
Brisbane,Melbourne,311,2022-10
Brisbane,Mount Isa,864,2022-10
Brisbane,Perth,770,2022-10
Brisbane,Proserpine,523,2022-10
Brisbane,Rockhampton,477,2022-10
Brisbane,Sydney,184,2022-10
Brisbane,Townsville,337,2022-10
Brisbane,Newcastle,164,2022-10
Broome,Perth,535,2022-10
Bundaberg,Brisbane,580,2022-10
Cairns,Gold Coast,202,2022-10
Cairns,Melbourne,593,2022-10
Cairns,Sydney,582,2022-10
Cairns,Townsville,300,2022-10
Canberra,Melbourne,251,2022-10
Canberra,Sydney,449,2022-10
Coffs Harbour,Sydney,331,2022-10
Darwin,Melbourne,542,2022-10
Darwin,Perth,830,2022-10
Darwin,Sydney,434,2022-10
Devonport,Melbourne,503,2022-10
Dubbo,Sydney,383,2022-10
Gold Coast,Sydney,181,2022-10
Hamilton Island,Sydney,560,2022-10
Hobart,Melbourne,289,2022-10
Hobart,Sydney,425,2022-10
Kalgoorlie,Perth,861,2022-10
Karratha,Perth,1055,2022-10
Launceston,Melbourne,316,2022-10
Launceston,Sydney,691,2022-10
Sunshine Coast,Melbourne,426,2022-10
Sunshine Coast,Sydney,163,2022-10
Melbourne,Gold Coast,506,2022-10
Melbourne,Mildura,372,2022-10
Melbourne,Perth,819,2022-10
Melbourne,Sydney,235,2022-10
Melbourne,Townsville,456,2022-10
Melbourne,Newcastle,362,2022-10
Paraburdoo,Perth,853,2022-10
Perth,Newman,760,2022-10
Perth,Port Hedland,706,2022-10
Perth,Sydney,765,2022-10
Port Macquarie,Sydney,310,2022-10
Sydney,Tamworth,370,2022-10
Sydney,Townsville,242,2022-10
Sydney,Wagga Wagga,379,2022-10
Newcastle,Gold Coast,379,2022-10
Adelaide,Alice Springs,729,2022-11
Adelaide,Brisbane,560,2022-11
Adelaide,Canberra,560,2022-11
Adelaide,Darwin,373,2022-11
Adelaide,Gold Coast,997,2022-11
Adelaide,Melbourne,310,2022-11
Adelaide,Perth,737,2022-11
Adelaide,Port Lincoln,341,2022-11
Adelaide,Sydney,495,2022-11
Albury,Sydney,383,2022-11
Armidale,Sydney,406,2022-11
Avalon,Gold Coast,509,2022-11
Avalon,Sydney,264,2022-11
Ayers Rock,Sydney,863,2022-11
Ballina,Sydney,132,2022-11
Brisbane,Cairns,281,2022-11
Brisbane,Canberra,364,2022-11
Brisbane,Darwin,420,2022-11
Brisbane,Emerald,550,2022-11
Brisbane,Gladstone,607,2022-11
Brisbane,Hamilton Island,943,2022-11
Brisbane,Hobart,506,2022-11
Brisbane,Mackay,265,2022-11
Brisbane,Melbourne,411,2022-11
Brisbane,Mount Isa,864,2022-11
Brisbane,Perth,989,2022-11
Brisbane,Proserpine,440,2022-11
Brisbane,Rockhampton,528,2022-11
Brisbane,Sydney,211,2022-11
Brisbane,Townsville,435,2022-11
Brisbane,Newcastle,158,2022-11
Broome,Perth,535,2022-11
Bundaberg,Brisbane,538,2022-11
Cairns,Gold Coast,402,2022-11
Cairns,Melbourne,547,2022-11
Cairns,Sydney,506,2022-11
Cairns,Townsville,300,2022-11
Canberra,Melbourne,334,2022-11
Canberra,Sydney,502,2022-11
Coffs Harbour,Sydney,336,2022-11
Darwin,Melbourne,396,2022-11
Darwin,Perth,701,2022-11
Darwin,Sydney,380,2022-11
Devonport,Melbourne,559,2022-11
Dubbo,Sydney,416,2022-11
Gold Coast,Sydney,176,2022-11
Hamilton Island,Sydney,743,2022-11
Hobart,Melbourne,346,2022-11
Hobart,Sydney,370,2022-11
Kalgoorlie,Perth,903,2022-11
Karratha,Perth,1126,2022-11
Launceston,Melbourne,280,2022-11
Launceston,Sydney,708,2022-11
Sunshine Coast,Melbourne,572,2022-11
Sunshine Coast,Sydney,202,2022-11
Melbourne,Gold Coast,373,2022-11
Melbourne,Mildura,379,2022-11
Melbourne,Perth,1122,2022-11
Melbourne,Sydney,232,2022-11
Melbourne,Townsville,365,2022-11
Melbourne,Newcastle,536,2022-11
Paraburdoo,Perth,884,2022-11
Perth,Newman,801,2022-11
Perth,Port Hedland,706,2022-11
Perth,Sydney,1259,2022-11
Port Macquarie,Sydney,321,2022-11
Sydney,Tamworth,381,2022-11
Sydney,Townsville,282,2022-11
Sydney,Wagga Wagga,383,2022-11
Newcastle,Gold Coast,417,2022-11
Adelaide,Alice Springs,640,2022-05
Adelaide,Brisbane,316,2022-05
Adelaide,Canberra,518,2022-05
Adelaide,Darwin,745,2022-05
Adelaide,Gold Coast,345,2022-05
Adelaide,Melbourne,134,2022-05
Adelaide,Perth,328,2022-05
Adelaide,Port Lincoln,310,2022-05
Adelaide,Sydney,212,2022-05
Albury,Sydney,343,2022-05
Armidale,Sydney,322,2022-05
Avalon,Gold Coast,179,2022-05
Avalon,Sydney,144,2022-05
Ayers Rock,Sydney,386,2022-05
Ballina,Sydney,120,2022-05
Brisbane,Cairns,188,2022-05
Brisbane,Canberra,365,2022-05
Brisbane,Darwin,562,2022-05
Brisbane,Emerald,451,2022-05
Brisbane,Gladstone,365,2022-05
Brisbane,Hamilton Island,408,2022-05
Brisbane,Hobart,279,2022-05
Brisbane,Mackay,192,2022-05
Brisbane,Melbourne,246,2022-05
Brisbane,Mount Isa,874,2022-05
Brisbane,Perth,559,2022-05
Brisbane,Proserpine,190,2022-05
Brisbane,Rockhampton,285,2022-05
Brisbane,Sydney,155,2022-05
Brisbane,Townsville,229,2022-05
Brisbane,Newcastle,150,2022-05
Broome,Perth,494,2022-05
Bundaberg,Brisbane,393,2022-05
Cairns,Gold Coast,276,2022-05
Cairns,Melbourne,356,2022-05
Cairns,Sydney,250,2022-05
Cairns,Townsville,311,2022-05
Canberra,Melbourne,246,2022-05
Canberra,Sydney,257,2022-05
Coffs Harbour,Sydney,311,2022-05
Darwin,Melbourne,636,2022-05
Darwin,Perth,954,2022-05
Darwin,Sydney,493,2022-05
Devonport,Melbourne,406,2022-05
Dubbo,Sydney,354,2022-05
Gold Coast,Sydney,125,2022-05
Hamilton Island,Sydney,370,2022-05
Hobart,Melbourne,140,2022-05
Hobart,Sydney,263,2022-05
Kalgoorlie,Perth,451,2022-05
Karratha,Perth,684,2022-05
Launceston,Melbourne,181,2022-05
Launceston,Sydney,171,2022-05
Sunshine Coast,Melbourne,300,2022-05
Sunshine Coast,Sydney,140,2022-05
Melbourne,Gold Coast,158,2022-05
Melbourne,Mildura,342,2022-05
Melbourne,Perth,382,2022-05
Melbourne,Sydney,178,2022-05
Melbourne,Townsville,353,2022-05
Melbourne,Newcastle,200,2022-05
Paraburdoo,Perth,784,2022-05
Perth,Newman,710,2022-05
Perth,Port Hedland,624,2022-05
Perth,Sydney,544,2022-05
Port Macquarie,Sydney,323,2022-05
Sydney,Tamworth,341,2022-05
Sydney,Townsville,261,2022-05
Sydney,Wagga Wagga,342,2022-05
Newcastle,Gold Coast,223,2022-05
Adelaide,Alice Springs,481,2022-03
Adelaide,Brisbane,349,2022-03
Adelaide,Canberra,609,2022-03
Adelaide,Darwin,338,2022-03
Adelaide,Gold Coast,248,2022-03
Adelaide,Melbourne,169,2022-03
Adelaide,Perth,499,2022-03
Adelaide,Port Lincoln,349,2022-03
Adelaide,Sydney,314,2022-03
Albury,Sydney,327,2022-03
Armidale,Sydney,316,2022-03
Avalon,Gold Coast,210,2022-03
Avalon,Sydney,225,2022-03
Ayers Rock,Sydney,426,2022-03
Ballina,Sydney,268,2022-03
Brisbane,Cairns,237,2022-03
Brisbane,Canberra,516,2022-03
Brisbane,Darwin,481,2022-03
Brisbane,Emerald,531,2022-03
Brisbane,Gladstone,349,2022-03
Brisbane,Hamilton Island,591,2022-03
Brisbane,Hobart,444,2022-03
Brisbane,Mackay,193,2022-03
Brisbane,Melbourne,382,2022-03
Brisbane,Mount Isa,913,2022-03
Brisbane,Perth,740,2022-03
Brisbane,Proserpine,267,2022-03
Brisbane,Rockhampton,319,2022-03
Brisbane,Sydney,229,2022-03
Brisbane,Townsville,308,2022-03
Brisbane,Newcastle,199,2022-03
Broome,Perth,494,2022-03
Bundaberg,Brisbane,471,2022-03
Cairns,Gold Coast,334,2022-03
Cairns,Melbourne,499,2022-03
Cairns,Sydney,459,2022-03
Cairns,Townsville,352,2022-03
Canberra,Melbourne,294,2022-03
Canberra,Sydney,272,2022-03
Coffs Harbour,Sydney,325,2022-03
Darwin,Melbourne,712,2022-03
Darwin,Perth,740,2022-03
Darwin,Sydney,612,2022-03
Devonport,Melbourne,419,2022-03
Dubbo,Sydney,393,2022-03
Gold Coast,Sydney,209,2022-03
Hamilton Island,Sydney,477,2022-03
Hobart,Melbourne,289,2022-03
Hobart,Sydney,388,2022-03
Kalgoorlie,Perth,437,2022-03
Karratha,Perth,675,2022-03
Launceston,Melbourne,202,2022-03
Launceston,Sydney,444,2022-03
Sunshine Coast,Melbourne,449,2022-03
Sunshine Coast,Sydney,307,2022-03
Melbourne,Gold Coast,185,2022-03
Melbourne,Mildura,327,2022-03
Melbourne,Perth,646,2022-03
Melbourne,Sydney,169,2022-03
Melbourne,Townsville,583,2022-03
Melbourne,Newcastle,222,2022-03
Paraburdoo,Perth,776,2022-03
Perth,Newman,701,2022-03
Perth,Port Hedland,613,2022-03
Perth,Sydney,680,2022-03
Port Macquarie,Sydney,305,2022-03
Sydney,Tamworth,325,2022-03
Sydney,Townsville,376,2022-03
Sydney,Wagga Wagga,327,2022-03
Newcastle,Gold Coast,305,2022-03
Adelaide,Alice Springs,648,2022-06
Adelaide,Brisbane,427,2022-06
Adelaide,Canberra,463,2022-06
Adelaide,Darwin,750,2022-06
Adelaide,Gold Coast,395,2022-06
Adelaide,Melbourne,125,2022-06
Adelaide,Perth,456,2022-06
Adelaide,Port Lincoln,310,2022-06
Adelaide,Sydney,194,2022-06
Albury,Sydney,343,2022-06
Armidale,Sydney,322,2022-06
Avalon,Gold Coast,279,2022-06
Avalon,Sydney,118,2022-06
Ayers Rock,Sydney,419,2022-06
Ballina,Sydney,98,2022-06
Brisbane,Cairns,305,2022-06
Brisbane,Canberra,371,2022-06
Brisbane,Darwin,697,2022-06
Brisbane,Emerald,542,2022-06
Brisbane,Gladstone,371,2022-06
Brisbane,Hamilton Island,593,2022-06
Brisbane,Hobart,371,2022-06
Brisbane,Mackay,225,2022-06
Brisbane,Melbourne,245,2022-06
Brisbane,Mount Isa,829,2022-06
Brisbane,Perth,596,2022-06
Brisbane,Proserpine,381,2022-06
Brisbane,Rockhampton,348,2022-06
Brisbane,Sydney,155,2022-06
Brisbane,Townsville,411,2022-06
Brisbane,Newcastle,196,2022-06
Broome,Perth,712,2022-06
Bundaberg,Brisbane,397,2022-06
Cairns,Gold Coast,249,2022-06
Cairns,Melbourne,506,2022-06
Cairns,Sydney,299,2022-06
Cairns,Townsville,248,2022-06
Canberra,Melbourne,235,2022-06
Canberra,Sydney,393,2022-06
Coffs Harbour,Sydney,311,2022-06
Darwin,Melbourne,667,2022-06
Darwin,Perth,739,2022-06
Darwin,Sydney,529,2022-06
Devonport,Melbourne,411,2022-06
Dubbo,Sydney,354,2022-06
Gold Coast,Sydney,119,2022-06
Hamilton Island,Sydney,313,2022-06
Hobart,Melbourne,174,2022-06
Hobart,Sydney,175,2022-06
Kalgoorlie,Perth,458,2022-06
Karratha,Perth,787,2022-06
Launceston,Melbourne,140,2022-06
Launceston,Sydney,143,2022-06
Sunshine Coast,Melbourne,303,2022-06
Sunshine Coast,Sydney,124,2022-06
Melbourne,Gold Coast,206,2022-06
Melbourne,Mildura,342,2022-06
Melbourne,Perth,634,2022-06
Melbourne,Sydney,178,2022-06
Melbourne,Townsville,699,2022-06
Melbourne,Newcastle,219,2022-06
Paraburdoo,Perth,821,2022-06
Perth,Newman,720,2022-06
Perth,Port Hedland,633,2022-06
Perth,Sydney,602,2022-06
Port Macquarie,Sydney,323,2022-06
Sydney,Tamworth,347,2022-06
Sydney,Townsville,371,2022-06
Sydney,Wagga Wagga,342,2022-06
Newcastle,Gold Coast,257,2022-06
Adelaide,Alice Springs,922,2022-07
Adelaide,Brisbane,284,2022-07
Adelaide,Canberra,541,2022-07
Adelaide,Darwin,1635,2022-07
Adelaide,Gold Coast,418,2022-07
Adelaide,Melbourne,123,2022-07
Adelaide,Perth,473,2022-07
Adelaide,Port Lincoln,369,2022-07
Adelaide,Sydney,218,2022-07
Albury,Sydney,337,2022-07
Armidale,Sydney,326,2022-07
Avalon,Gold Coast,166,2022-07
Avalon,Sydney,101,2022-07
Ayers Rock,Sydney,905,2022-07
Ballina,Sydney,94,2022-07
Brisbane,Cairns,206,2022-07
Brisbane,Canberra,371,2022-07
Brisbane,Darwin,901,2022-07
Brisbane,Emerald,557,2022-07
Brisbane,Gladstone,376,2022-07
Brisbane,Hamilton Island,433,2022-07
Brisbane,Hobart,380,2022-07
Brisbane,Mackay,181,2022-07
Brisbane,Melbourne,210,2022-07
Brisbane,Mount Isa,773,2022-07
Brisbane,Perth,689,2022-07
Brisbane,Proserpine,345,2022-07
Brisbane,Rockhampton,380,2022-07
Brisbane,Sydney,161,2022-07
Brisbane,Townsville,305,2022-07
Brisbane,Newcastle,178,2022-07
Broome,Perth,774,2022-07
Bundaberg,Brisbane,407,2022-07
Cairns,Gold Coast,268,2022-07
Cairns,Melbourne,343,2022-07
Cairns,Sydney,365,2022-07
Cairns,Townsville,296,2022-07
Canberra,Melbourne,180,2022-07
Canberra,Sydney,401,2022-07
Coffs Harbour,Sydney,310,2022-07
Darwin,Melbourne,727,2022-07
Darwin,Perth,1054,2022-07
Darwin,Sydney,640,2022-07
Devonport,Melbourne,422,2022-07
Dubbo,Sydney,358,2022-07
Gold Coast,Sydney,119,2022-07
Hamilton Island,Sydney,300,2022-07
Hobart,Melbourne,140,2022-07
Hobart,Sydney,178,2022-07
Kalgoorlie,Perth,493,2022-07
Karratha,Perth,800,2022-07
Launceston,Melbourne,126,2022-07
Launceston,Sydney,183,2022-07
Sunshine Coast,Melbourne,252,2022-07
Sunshine Coast,Sydney,146,2022-07
Melbourne,Gold Coast,157,2022-07
Melbourne,Mildura,343,2022-07
Melbourne,Perth,479,2022-07
Melbourne,Sydney,144,2022-07
Melbourne,Townsville,504,2022-07
Melbourne,Newcastle,198,2022-07
Paraburdoo,Perth,818,2022-07
Perth,Newman,742,2022-07
Perth,Port Hedland,657,2022-07
Perth,Sydney,490,2022-07
Port Macquarie,Sydney,322,2022-07
Sydney,Tamworth,356,2022-07
Sydney,Townsville,235,2022-07
Sydney,Wagga Wagga,347,2022-07
Newcastle,Gold Coast,234,2022-07
Adelaide,Alice Springs,437,2022-01
Adelaide,Brisbane,240,2022-01
Adelaide,Canberra,422,2022-01
Adelaide,Darwin,288,2022-01
Adelaide,Gold Coast,158,2022-01
Adelaide,Melbourne,90,2022-01
Adelaide,Perth,657,2022-01
Adelaide,Port Lincoln,294,2022-01
Adelaide,Sydney,201,2022-01
Albury,Sydney,294,2022-01
Armidale,Sydney,283,2022-01
Avalon,Gold Coast,182,2022-01
Avalon,Sydney,91,2022-01
Ayers Rock,Sydney,244,2022-01
Ballina,Sydney,99,2022-01
Brisbane,Cairns,196,2022-01
Brisbane,Canberra,349,2022-01
Brisbane,Darwin,301,2022-01
Brisbane,Emerald,341,2022-01
Brisbane,Gladstone,395,2022-01
Brisbane,Hamilton Island,253,2022-01
Brisbane,Hobart,174,2022-01
Brisbane,Mackay,152,2022-01
Brisbane,Melbourne,143,2022-01
Brisbane,Mount Isa,729,2022-01
Brisbane,Perth,521,2022-01
Brisbane,Proserpine,130,2022-01
Brisbane,Rockhampton,240,2022-01
Brisbane,Sydney,97,2022-01
Brisbane,Townsville,224,2022-01
Brisbane,Newcastle,135,2022-01
Broome,Perth,415,2022-01
Bundaberg,Brisbane,378,2022-01
Cairns,Gold Coast,196,2022-01
Cairns,Melbourne,240,2022-01
Cairns,Sydney,237,2022-01
Cairns,Townsville,352,2022-01
Canberra,Melbourne,218,2022-01
Canberra,Sydney,261,2022-01
Coffs Harbour,Sydney,218,2022-01
Darwin,Melbourne,338,2022-01
Darwin,Perth,879,2022-01
Darwin,Sydney,349,2022-01
Devonport,Melbourne,294,2022-01
Dubbo,Sydney,366,2022-01
Gold Coast,Sydney,97,2022-01
Hamilton Island,Sydney,226,2022-01
Hobart,Melbourne,130,2022-01
Hobart,Sydney,125,2022-01
Kalgoorlie,Perth,437,2022-01
Karratha,Perth,591,2022-01
Launceston,Melbourne,88,2022-01
Launceston,Sydney,137,2022-01
Sunshine Coast,Melbourne,158,2022-01
Sunshine Coast,Sydney,116,2022-01
Melbourne,Gold Coast,119,2022-01
Melbourne,Mildura,327,2022-01
Melbourne,Perth,762,2022-01
Melbourne,Sydney,121,2022-01
Melbourne,Townsville,251,2022-01
Melbourne,Newcastle,123,2022-01
Paraburdoo,Perth,803,2022-01
Perth,Newman,701,2022-01
Perth,Port Hedland,613,2022-01
Perth,Sydney,1033,2022-01
Port Macquarie,Sydney,218,2022-01
Sydney,Tamworth,325,2022-01
Sydney,Townsville,231,2022-01
Sydney,Wagga Wagga,294,2022-01
Newcastle,Gold Coast,97,2022-01
Adelaide,Alice Springs,437,2022-02
Adelaide,Brisbane,316,2022-02
Adelaide,Canberra,472,2022-02
Adelaide,Darwin,308,2022-02
Adelaide,Gold Coast,240,2022-02
Adelaide,Melbourne,174,2022-02
Adelaide,Perth,658,2022-02
Adelaide,Port Lincoln,294,2022-02
Adelaide,Sydney,191,2022-02
Albury,Sydney,327,2022-02
Armidale,Sydney,305,2022-02
Avalon,Gold Coast,177,2022-02
Avalon,Sydney,102,2022-02
Ayers Rock,Sydney,341,2022-02
Ballina,Sydney,125,2022-02
Brisbane,Cairns,174,2022-02
Brisbane,Canberra,349,2022-02
Brisbane,Darwin,349,2022-02
Brisbane,Emerald,415,2022-02
Brisbane,Gladstone,316,2022-02
Brisbane,Hamilton Island,218,2022-02
Brisbane,Hobart,283,2022-02
Brisbane,Mackay,182,2022-02
Brisbane,Melbourne,174,2022-02
Brisbane,Mount Isa,547,2022-02
Brisbane,Perth,613,2022-02
Brisbane,Proserpine,145,2022-02
Brisbane,Rockhampton,240,2022-02
Brisbane,Sydney,130,2022-02
Brisbane,Townsville,246,2022-02
Brisbane,Newcastle,130,2022-02
Broome,Perth,393,2022-02
Bundaberg,Brisbane,378,2022-02
Cairns,Gold Coast,207,2022-02
Cairns,Melbourne,305,2022-02
Cairns,Sydney,251,2022-02
Cairns,Townsville,352,2022-02
Canberra,Melbourne,218,2022-02
Canberra,Sydney,261,2022-02
