Year,Month,Arriving_Port,Average_Fare,Departing_Port
2021,1,Newcastle,146,Brisbane
2021,1,Perth,413,Brisbane
2021,1,Proserpine,225,Brisbane
2021,1,Rockhampton,219,Brisbane
2021,1,Sydney,204,Brisbane
2021,1,Townsville,233,Brisbane
2021,2,Adelaide,173,Brisbane
2021,2,Cairns,201,Brisbane
2021,2,Canberra,416,Brisbane
2021,2,Darwin,335,Brisbane
2021,2,Emerald,404,Brisbane
2021,2,Gladstone,229,Brisbane
2021,2,Hamilton Island,478,Brisbane
2021,2,Hobart,343,Brisbane
2021,2,Mackay,209,Brisbane
2021,2,Melbourne,236,Brisbane
2021,2,Mount Isa,907,Brisbane
2021,2,Newcastle,164,Brisbane
2021,2,Perth,702,Brisbane
2021,2,Proserpine,210,Brisbane
2021,2,Rockhampton,252,Brisbane
2021,2,Sydney,197,Brisbane
2021,2,Townsville,241,Brisbane
2021,3,Adelaide,178,Brisbane
2021,3,Cairns,249,Brisbane
2021,3,Canberra,582,Brisbane
2021,3,Darwin,413,Brisbane
2021,3,Emerald,413,Brisbane
2021,3,Gladstone,232,Brisbane
2021,3,Hamilton Island,480,Brisbane
2021,3,Hobart,412,Brisbane
2021,3,Mackay,212,Brisbane
2021,3,Melbourne,270,Brisbane
2021,3,Mount Isa,887,Brisbane
2021,3,Newcastle,164,Brisbane
2021,3,Perth,783,Brisbane
2021,3,Proserpine,431,Brisbane
2021,3,Rockhampton,275,Brisbane
2021,3,Sydney,197,Brisbane
2021,3,Townsville,274,Brisbane
2021,4,Adelaide,289,Brisbane
2021,4,Cairns,330,Brisbane
2021,4,Canberra,525,Brisbane
2021,4,Darwin,742,Brisbane
2021,4,Emerald,390,Brisbane
2021,4,Gladstone,250,Brisbane
2021,4,Hamilton Island,451,Brisbane
2021,4,Hobart,375,Brisbane
2021,4,Mackay,248,Brisbane
2021,4,Melbourne,199,Brisbane
2021,4,Mount Isa,662,Brisbane
2021,4,Newcastle,231,Brisbane
2021,4,Perth,635,Brisbane
2021,4,Proserpine,307,Brisbane
2021,4,Rockhampton,314,Brisbane
2021,4,Sydney,160,Brisbane
2021,4,Townsville,333,Brisbane
2021,5,Adelaide,348,Brisbane
2021,5,Cairns,296,Brisbane
2021,5,Canberra,406,Brisbane
2021,5,Darwin,731,Brisbane
2021,5,Emerald,394,Brisbane
2021,5,Gladstone,254,Brisbane
2021,5,Hamilton Island,360,Brisbane
2021,5,Hobart,392,Brisbane
2021,5,Mackay,248,Brisbane
2021,5,Melbourne,333,Brisbane
2021,5,Mount Isa,836,Brisbane
2021,5,Newcastle,180,Brisbane
2021,5,Perth,630,Brisbane
2021,5,Proserpine,291,Brisbane
2021,5,Rockhampton,314,Brisbane
2021,5,Sydney,195,Brisbane
2021,5,Townsville,282,Brisbane
2021,6,Adelaide,385,Brisbane
2021,6,Cairns,392,Brisbane
2021,6,Canberra,424,Brisbane
2021,6,Darwin,1143,Brisbane
2021,6,Emerald,355,Brisbane
2021,6,Gladstone,256,Brisbane
2021,6,Hamilton Island,376,Brisbane
2021,6,Hobart,626,Brisbane
2021,6,Mackay,248,Brisbane
2021,6,Melbourne,249,Brisbane
2021,6,Mount Isa,761,Brisbane
2021,6,Newcastle,144,Brisbane
2021,6,Perth,630,Brisbane
2021,6,Proserpine,462,Brisbane
2021,6,Rockhampton,332,Brisbane
2021,6,Sydney,188,Brisbane
2021,6,Townsville,347,Brisbane
2021,7,Adelaide,293,Brisbane
2021,7,Cairns,202,Brisbane
2021,7,Canberra,353,Brisbane
2021,7,Darwin,657,Brisbane
2021,7,Emerald,418,Brisbane
2021,7,Gladstone,255,Brisbane
2021,7,Hamilton Island,357,Brisbane
2021,7,Hobart,338,Brisbane
2021,7,Mackay,237,Brisbane
2021,7,Melbourne,216,Brisbane
2021,7,Mount Isa,619,Brisbane
2021,7,Newcastle,179,Brisbane
2021,7,Perth,625,Brisbane
2021,7,Proserpine,323,Brisbane
2021,7,Rockhampton,300,Brisbane
2021,7,Sydney,174,Brisbane
2021,7,Townsville,262,Brisbane
2021,8,Adelaide,218,Brisbane
2021,8,Cairns,202,Brisbane
2021,8,Canberra,384,Brisbane
2021,8,Darwin,437,Brisbane
2021,8,Emerald,459,Brisbane
2021,8,Gladstone,255,Brisbane
2021,8,Hamilton Island,323,Brisbane
2021,8,Hobart,375,Brisbane
2021,8,Mackay,218,Brisbane
2021,8,Melbourne,247,Brisbane
2021,8,Mount Isa,755,Brisbane
2021,8,Newcastle,193,Brisbane
2021,8,Perth,625,Brisbane
2021,8,Proserpine,288,Brisbane
2021,8,Rockhampton,312,Brisbane
2021,8,Sydney,221,Brisbane
2021,8,Townsville,251,Brisbane
2021,9,Adelaide,230,Brisbane
2021,9,Cairns,246,Brisbane
2021,9,Canberra,346,Brisbane
2021,9,Darwin,187,Brisbane
2021,9,Emerald,384,Brisbane
2021,9,Gladstone,437,Brisbane
2021,9,Hamilton Island,384,Brisbane
2021,9,Hobart,180,Brisbane
2021,9,Mackay,222,Brisbane
2021,9,Melbourne,271,Brisbane
2021,9,Mount Isa,544,Brisbane
2021,9,Newcastle,225,Brisbane
2021,9,Perth,580,Brisbane
2021,9,Proserpine,222,Brisbane
2021,9,Rockhampton,202,Brisbane
2021,9,Sydney,391,Brisbane
2021,9,Townsville,180,Brisbane
2021,10,Adelaide,153,Brisbane
2021,10,Cairns,269,Brisbane
2021,10,Canberra,357,Brisbane
2021,10,Darwin,386,Brisbane
2021,10,Emerald,453,Brisbane
2021,10,Gladstone,431,Brisbane
2021,10,Hamilton Island,337,Brisbane
2021,10,Hobart,242,Brisbane
2021,10,Mackay,230,Brisbane
2021,10,Melbourne,255,Brisbane
2021,10,Mount Isa,745,Brisbane
2021,10,Newcastle,200,Brisbane
2021,10,Perth,532,Brisbane
2021,10,Proserpine,204,Brisbane
2021,10,Rockhampton,256,Brisbane
2021,10,Sydney,281,Brisbane
2021,10,Townsville,253,Brisbane
2021,11,Adelaide,188,Brisbane
2021,11,Cairns,218,Brisbane
2021,11,Canberra,393,Brisbane
2021,11,Darwin,341,Brisbane
2021,11,Emerald,453,Brisbane
2021,11,Gladstone,404,Brisbane
2021,11,Hamilton Island,307,Brisbane
2021,11,Hobart,233,Brisbane
2021,11,Mackay,171,Brisbane
2021,11,Melbourne,229,Brisbane
2021,11,Mount Isa,772,Brisbane
2021,11,Newcastle,200,Brisbane
2021,11,Perth,491,Brisbane
2021,11,Proserpine,155,Brisbane
2021,11,Rockhampton,245,Brisbane
2021,11,Sydney,285,Brisbane
2021,11,Townsville,240,Brisbane
2021,12,Adelaide,170,Brisbane
2021,12,Cairns,195,Brisbane
2021,12,Canberra,364,Brisbane
2021,12,Darwin,357,Brisbane
2021,12,Emerald,386,Brisbane
2021,12,Gladstone,402,Brisbane
2021,12,Hamilton Island,258,Brisbane
2021,12,Hobart,177,Brisbane
2021,12,Mackay,199,Brisbane
2021,12,Melbourne,146,Brisbane
2021,12,Mount Isa,745,Brisbane
2021,12,Newcastle,167,Brisbane
2021,12,Perth,644,Brisbane
2021,12,Proserpine,165,Brisbane
2021,12,Rockhampton,245,Brisbane
2021,12,Sydney,123,Brisbane
2021,12,Townsville,274,Brisbane
2022,1,Adelaide,238,Brisbane
2022,1,Cairns,196,Brisbane
2022,1,Canberra,349,Brisbane
2022,1,Darwin,301,Brisbane
2022,1,Emerald,341,Brisbane
2022,1,Gladstone,395,Brisbane
2022,1,Hamilton Island,253,Brisbane
2022,1,Hobart,174,Brisbane
2022,1,Mackay,152,Brisbane
2022,1,Melbourne,143,Brisbane
2022,1,Mount Isa,729,Brisbane
2022,1,Newcastle,135,Brisbane
2022,1,Perth,521,Brisbane
2022,1,Proserpine,130,Brisbane
2022,1,Rockhampton,240,Brisbane
2022,1,Sydney,97,Brisbane
2022,1,Townsville,224,Brisbane
2022,2,Adelaide,194,Brisbane
2022,2,Cairns,174,Brisbane
2022,2,Canberra,349,Brisbane
2022,2,Darwin,349,Brisbane
2022,2,Emerald,415,Brisbane
2022,2,Gladstone,316,Brisbane
2022,2,Hamilton Island,218,Brisbane
2022,2,Hobart,283,Brisbane
2022,2,Mackay,182,Brisbane
2022,2,Melbourne,174,Brisbane
2022,2,Mount Isa,547,Brisbane
2022,2,Newcastle,130,Brisbane
2022,2,Perth,613,Brisbane
2022,2,Proserpine,145,Brisbane
2022,2,Rockhampton,240,Brisbane
2022,2,Sydney,130,Brisbane
2022,2,Townsville,246,Brisbane
2022,3,Adelaide,209,Brisbane
2022,3,Cairns,237,Brisbane
2022,3,Canberra,516,Brisbane
2022,3,Darwin,481,Brisbane
2022,3,Emerald,531,Brisbane
2022,3,Gladstone,349,Brisbane
2022,3,Hamilton Island,591,Brisbane
2022,3,Hobart,444,Brisbane
2022,3,Mackay,193,Brisbane
2022,3,Melbourne,382,Brisbane
2022,3,Mount Isa,913,Brisbane
2022,3,Newcastle,199,Brisbane
2022,3,Perth,740,Brisbane
2022,3,Proserpine,267,Brisbane
2022,3,Rockhampton,319,Brisbane
2022,3,Sydney,229,Brisbane
2022,3,Townsville,308,Brisbane
2022,4,Adelaide,231,Brisbane
2022,4,Cairns,162,Brisbane
2022,4,Canberra,307,Brisbane
2022,4,Darwin,492,Brisbane
2022,4,Emerald,495,Brisbane
2022,4,Gladstone,365,Brisbane
2022,4,Hamilton Island,278,Brisbane
2022,4,Hobart,171,Brisbane
2022,4,Mackay,227,Brisbane
2022,4,Melbourne,171,Brisbane
2022,4,Mount Isa,667,Brisbane
2022,4,Newcastle,97,Brisbane
2022,4,Perth,581,Brisbane
2022,4,Proserpine,179,Brisbane
2022,4,Rockhampton,302,Brisbane
2022,4,Sydney,139,Brisbane
2022,4,Townsville,192,Brisbane
2022,5,Adelaide,178,Brisbane
2022,5,Cairns,188,Brisbane
2022,5,Canberra,365,Brisbane
2022,5,Darwin,562,Brisbane
2022,5,Emerald,451,Brisbane
2022,5,Gladstone,365,Brisbane
2022,5,Hamilton Island,408,Brisbane
2022,5,Hobart,279,Brisbane
2022,5,Mackay,192,Brisbane
2022,5,Melbourne,246,Brisbane
2022,5,Mount Isa,874,Brisbane
2022,5,Newcastle,150,Brisbane
2022,5,Perth,559,Brisbane
2022,5,Proserpine,190,Brisbane
2022,5,Rockhampton,285,Brisbane
2022,5,Sydney,155,Brisbane
2022,5,Townsville,229,Brisbane
2022,6,Adelaide,287,Brisbane
2022,6,Cairns,305,Brisbane
2022,6,Canberra,371,Brisbane
2022,6,Darwin,697,Brisbane
2022,6,Emerald,542,Brisbane
2022,6,Gladstone,371,Brisbane
2022,6,Hamilton Island,593,Brisbane
2022,6,Hobart,371,Brisbane
2022,6,Mackay,225,Brisbane
2022,6,Melbourne,245,Brisbane
2022,6,Mount Isa,829,Brisbane
2022,6,Newcastle,196,Brisbane
2022,6,Perth,596,Brisbane
2022,6,Proserpine,381,Brisbane
2022,6,Rockhampton,348,Brisbane
2022,6,Sydney,155,Brisbane
2022,6,Townsville,411,Brisbane
2022,7,Adelaide,357,Brisbane
2022,7,Cairns,206,Brisbane
2022,7,Canberra,371,Brisbane
2022,7,Darwin,901,Brisbane
2022,7,Emerald,557,Brisbane
2022,7,Gladstone,376,Brisbane
2022,7,Hamilton Island,433,Brisbane
2022,7,Hobart,380,Brisbane
2022,7,Mackay,181,Brisbane
2022,7,Melbourne,210,Brisbane
2022,7,Mount Isa,773,Brisbane
2022,7,Newcastle,178,Brisbane
2022,7,Perth,689,Brisbane
2022,7,Proserpine,345,Brisbane
2022,7,Rockhampton,380,Brisbane
2022,7,Sydney,161,Brisbane
2022,7,Townsville,305,Brisbane
2022,8,Adelaide,367,Brisbane
2022,8,Cairns,329,Brisbane
2022,8,Canberra,371,Brisbane
2022,8,Darwin,837,Brisbane
2022,8,Emerald,524,Brisbane
2022,8,Gladstone,365,Brisbane
2022,8,Hamilton Island,318,Brisbane
2022,8,Hobart,441,Brisbane
2022,8,Launceston,354,Brisbane
2022,8,Mackay,210,Brisbane
2022,8,Melbourne,305,Brisbane
2022,8,Mount Isa,773,Brisbane
2022,8,Newcastle,245,Brisbane
2022,8,Perth,747,Brisbane
2022,8,Proserpine,440,Brisbane
2022,8,Rockhampton,401,Brisbane
2022,8,Sydney,161,Brisbane
2022,8,Townsville,325,Brisbane
2022,9,Adelaide,503,Brisbane
2022,9,Cairns,570,Brisbane
2022,9,Canberra,541,Brisbane
2022,9,Darwin,660,Brisbane
2022,9,Emerald,526,Brisbane
2022,9,Gladstone,522,Brisbane
2022,9,Hamilton Island,598,Brisbane
2022,9,Hobart,590,Brisbane
2022,9,Launceston,434,Brisbane
2022,9,Mackay,282,Brisbane
2022,9,Melbourne,386,Brisbane
2022,9,Mount Isa,918,Brisbane
2022,9,Newcastle,230,Brisbane
2022,9,Perth,973,Brisbane
2022,9,Proserpine,608,Brisbane
2022,9,Rockhampton,502,Brisbane
2022,9,Sydney,295,Brisbane
2022,9,Townsville,425,Brisbane
2022,10,Adelaide,400,Brisbane
2022,10,Cairns,310,Brisbane
2022,10,Canberra,364,Brisbane
2022,10,Darwin,597,Brisbane
2022,10,Emerald,533,Brisbane
2022,10,Gladstone,588,Brisbane
2022,10,Hamilton Island,906,Brisbane
2022,10,Hobart,445,Brisbane
2022,10,Launceston,251,Brisbane
2022,10,Mackay,253,Brisbane
2022,10,Melbourne,311,Brisbane
2022,10,Mount Isa,864,Brisbane
2022,10,Newcastle,164,Brisbane
2022,10,Perth,770,Brisbane
2022,10,Proserpine,523,Brisbane
2022,10,Rockhampton,477,Brisbane
2022,10,Sydney,184,Brisbane
2022,10,Townsville,337,Brisbane
2022,11,Adelaide,336,Brisbane
2022,11,Cairns,281,Brisbane
2022,11,Canberra,364,Brisbane
2022,11,Darwin,420,Brisbane
2022,11,Emerald,550,Brisbane
2022,11,Gladstone,607,Brisbane
2022,11,Hamilton Island,943,Brisbane
2022,11,Hobart,506,Brisbane
2022,11,Launceston,269,Brisbane
2022,11,Mackay,265,Brisbane
2022,11,Melbourne,411,Brisbane
2022,11,Mount Isa,864,Brisbane
2022,11,Newcastle,158,Brisbane
2022,11,Perth,989,Brisbane
2022,11,Proserpine,440,Brisbane
2022,11,Rockhampton,528,Brisbane
2022,11,Sydney,211,Brisbane
2022,11,Townsville,435,Brisbane
2022,12,Adelaide,575,Brisbane
2022,12,Cairns,549,Brisbane
2022,12,Canberra,497,Brisbane
2022,12,Darwin,752,Brisbane
2022,12,Emerald,485,Brisbane
2022,12,Gladstone,385,Brisbane
2022,12,Hamilton Island,762,Brisbane
2022,12,Hobart,850,Brisbane
2022,12,Launceston,608,Brisbane
2022,12,Mackay,331,Brisbane
2022,12,Melbourne,373,Brisbane
2022,12,Mount Isa,841,Brisbane
2022,12,Newcastle,256,Brisbane
2022,12,Perth,1236,Brisbane
2022,12,Proserpine,504,Brisbane
2022,12,Rockhampton,404,Brisbane
2022,12,Sydney,331,Brisbane
2022,12,Townsville,412,Brisbane
2023,1,Adelaide,293,Brisbane
2023,1,Cairns,201,Brisbane
2023,1,Canberra,359,Brisbane
2023,1,Darwin,407,Brisbane
2023,1,Emerald,526,Brisbane
2023,1,Gladstone,425,Brisbane
2023,1,Hamilton Island,476,Brisbane
2023,1,Hobart,436,Brisbane
2023,1,Launceston,333,Brisbane
2023,1,Mackay,236,Brisbane
2023,1,Melbourne,296,Brisbane
2023,1,Mount Isa,768,Brisbane
2023,1,Newcastle,165,Brisbane
2023,1,Perth,747,Brisbane
2023,1,Proserpine,205,Brisbane
2023,1,Rockhampton,378,Brisbane
2023,1,Sydney,185,Brisbane
2023,1,Townsville,238,Brisbane
2023,2,Adelaide,190,Brisbane
2023,2,Cairns,214,Brisbane
2023,2,Canberra,460,Brisbane
2023,2,Darwin,415,Brisbane
2023,2,Emerald,526,Brisbane
2023,2,Gladstone,343,Brisbane
2023,2,Hamilton Island,464,Brisbane
2023,2,Hobart,462,Brisbane
2023,2,Launceston,331,Brisbane
2023,2,Mackay,188,Brisbane
2023,2,Melbourne,238,Brisbane
2023,2,Mount Isa,768,Brisbane
2023,2,Newcastle,197,Brisbane
2023,2,Perth,573,Brisbane
2023,2,Proserpine,239,Brisbane
2023,2,Rockhampton,439,Brisbane
2023,2,Sydney,172,Brisbane
2023,2,Townsville,286,Brisbane
2023,3,Adelaide,351,Brisbane
2023,3,Cairns,380,Brisbane
2023,3,Canberra,470,Brisbane
2023,3,Darwin,509,Brisbane
2023,3,Emerald,477,Brisbane
2023,3,Gladstone,404,Brisbane
2023,3,Hamilton Island,599,Brisbane
2023,3,Hobart,535,Brisbane
2023,3,Launceston,329,Brisbane
2023,3,Mackay,209,Brisbane
2023,3,Melbourne,410,Brisbane
2023,3,Mount Isa,860,Brisbane
2023,3,Newcastle,154,Brisbane
2023,3,Perth,963,Brisbane
2023,3,Proserpine,293,Brisbane
2023,3,Rockhampton,367,Brisbane
2023,3,Sydney,172,Brisbane
2023,3,Townsville,321,Brisbane
2023,4,Adelaide,271,Brisbane
2023,4,Cairns,220,Brisbane
2023,4,Canberra,411,Brisbane
2023,4,Darwin,441,Brisbane
2023,4,Emerald,405,Brisbane
2023,4,Gladstone,391,Brisbane
2023,4,Hamilton Island,364,Brisbane
2023,4,Hobart,283,Brisbane
2023,4,Launceston,261,Brisbane
2023,4,Mackay,224,Brisbane
2023,4,Melbourne,208,Brisbane
2023,4,Mount Isa,670,Brisbane
2023,4,Newcastle,134,Brisbane
2023,4,Perth,629,Brisbane
2023,4,Proserpine,237,Brisbane
2023,4,Rockhampton,405,Brisbane
2023,4,Sydney,153,Brisbane
2023,4,Townsville,223,Brisbane
2023,5,Adelaide,222,Brisbane
2023,5,Cairns,195,Brisbane
2023,5,Canberra,310,Brisbane
2023,5,Darwin,633,Brisbane
2023,5,Emerald,521,Brisbane
2023,5,Gladstone,391,Brisbane
2023,5,Hamilton Island,324,Brisbane
2023,5,Hobart,263,Brisbane
2023,5,Launceston,266,Brisbane
2023,5,Mackay,233,Brisbane
2023,5,Melbourne,222,Brisbane
2023,5,Mount Isa,823,Brisbane
2023,5,Newcastle,153,Brisbane
2023,5,Perth,538,Brisbane
2023,5,Proserpine,213,Brisbane
2023,5,Rockhampton,191,Brisbane
2023,5,Sydney,153,Brisbane
2023,5,Townsville,249,Brisbane
2023,6,Adelaide,327,Brisbane
2023,6,Cairns,353,Brisbane
2023,6,Canberra,404,Brisbane
2023,6,Darwin,769,Brisbane
2023,6,Emerald,574,Brisbane
2023,6,Gladstone,387,Brisbane
2023,6,Hamilton Island,431,Brisbane
2023,6,Hobart,344,Brisbane
2023,6,Launceston,265,Brisbane
2023,6,Mackay,205,Brisbane
2023,6,Melbourne,288,Brisbane
2023,6,Mount Isa,940,Brisbane
2023,6,Newcastle,128,Brisbane
2023,6,Perth,740,Brisbane
2023,6,Proserpine,259,Brisbane
2023,6,Rockhampton,409,Brisbane
2023,6,Sydney,181,Brisbane
2023,6,Townsville,385,Brisbane
2023,7,Adelaide,360,Brisbane
2023,7,Cairns,239,Brisbane
2023,7,Canberra,352,Brisbane
2023,7,Darwin,835,Brisbane
2023,7,Emerald,628,Brisbane
2023,7,Gladstone,382,Brisbane
2023,7,Hamilton Island,364,Brisbane
2023,7,Hobart,414,Brisbane
2023,7,Launceston,321,Brisbane
2023,7,Mackay,172,Brisbane
2023,7,Melbourne,219,Brisbane
2023,7,Mount Isa,859,Brisbane
2023,7,Newcastle,167,Brisbane
2023,7,Perth,630,Brisbane
2023,7,Proserpine,286,Brisbane
2023,7,Rockhampton,439,Brisbane
2023,7,Sydney,151,Brisbane
2023,7,Townsville,484,Brisbane
2023,8,Adelaide,416,Brisbane
2023,8,Cairns,217,Brisbane
2023,8,Canberra,352,Brisbane
2023,8,Darwin,651,Brisbane
2023,8,Emerald,631,Brisbane
2023,8,Gladstone,380,Brisbane
2023,8,Hamilton Island,384,Brisbane
2023,8,Hobart,339,Brisbane
2023,8,Launceston,268,Brisbane
2023,8,Mackay,188,Brisbane
2023,8,Melbourne,260,Brisbane
2023,8,Mount Isa,972,Brisbane
2023,8,Newcastle,161,Brisbane
2023,8,Perth,592,Brisbane
2023,8,Proserpine,303,Brisbane
2023,8,Rockhampton,408,Brisbane
2023,8,Sydney,155,Brisbane
2023,8,Townsville,389,Brisbane
2023,9,Adelaide,438,Brisbane
2023,9,Cairns,392,Brisbane
2023,9,Canberra,467,Brisbane
2023,9,Darwin,577,Brisbane
2023,9,Emerald,662,Brisbane
2023,9,Gladstone,416,Brisbane
2023,9,Hamilton Island,477,Brisbane
2023,9,Hobart,403,Brisbane
2023,9,Launceston,371,Brisbane
2023,9,Mackay,300,Brisbane
2023,9,Melbourne,250,Brisbane
2023,9,Mount Isa,895,Brisbane
2023,9,Newcastle,167,Brisbane
2023,9,Perth,687,Brisbane
2023,9,Proserpine,419,Brisbane
2023,9,Rockhampton,355,Brisbane
2023,9,Sydney,169,Brisbane
2023,9,Townsville,370,Brisbane
2023,10,Adelaide,336,Brisbane
2023,10,Cairns,232,Brisbane
2023,10,Canberra,353,Brisbane
2023,10,Darwin,642,Brisbane
2023,10,Emerald,532,Brisbane
2023,10,Gladstone,379,Brisbane
2023,10,Hamilton Island,376,Brisbane
2023,10,Hobart,426,Brisbane
2023,10,Launceston,366,Brisbane
2023,10,Mackay,245,Brisbane
2023,10,Melbourne,263,Brisbane
2023,10,Mount Isa,820,Brisbane
2023,10,Newcastle,180,Brisbane
2023,10,Perth,606,Brisbane
2023,10,Proserpine,448,Brisbane
2023,10,Rockhampton,448,Brisbane
2023,10,Sydney,185,Brisbane
2023,10,Townsville,456,Brisbane
2023,11,Adelaide,404,Brisbane
2023,11,Cairns,262,Brisbane
2023,11,Canberra,456,Brisbane
2023,11,Darwin,912,Brisbane
2023,11,Emerald,546,Brisbane
2023,11,Gladstone,387,Brisbane
2023,11,Hamilton Island,496,Brisbane
2023,11,Hobart,402,Brisbane
2023,11,Launceston,306,Brisbane
2023,11,Mackay,239,Brisbane
2023,11,Melbourne,294,Brisbane
2023,11,Mount Isa,794,Brisbane
2023,11,Newcastle,181,Brisbane
2023,11,Perth,770,Brisbane
2023,11,Proserpine,331,Brisbane
2023,11,Rockhampton,402,Brisbane
2023,11,Sydney,227,Brisbane
2023,11,Townsville,309,Brisbane
2023,12,Adelaide,366,Brisbane
2023,12,Cairns,446,Brisbane
2023,12,Canberra,609,Brisbane
2023,12,Darwin,554,Brisbane
2023,12,Emerald,438,Brisbane
2023,12,Gladstone,453,Brisbane
2023,12,Hamilton Island,550,Brisbane
2023,12,Hobart,514,Brisbane
2023,12,Launceston,410,Brisbane
2023,12,Mackay,302,Brisbane
2023,12,Melbourne,345,Brisbane
2023,12,Mount Isa,832,Brisbane
2023,12,Newcastle,235,Brisbane
2023,12,Perth,855,Brisbane
2023,12,Proserpine,305,Brisbane
2023,12,Rockhampton,397,Brisbane
2023,12,Sydney,314,Brisbane
2023,12,Townsville,308,Brisbane
2024,1,Adelaide,228,Brisbane
2024,1,Cairns,210,Brisbane
2024,1,Canberra,370,Brisbane
2024,1,Darwin,430,Brisbane
2024,1,Emerald,594,Brisbane
2024,1,Gladstone,450,Brisbane
2024,1,Hamilton Island,383,Brisbane
2024,1,Hobart,312,Brisbane
2024,1,Launceston,232,Brisbane
2024,1,Mackay,162,Brisbane
2024,1,Melbourne,245,Brisbane
2024,1,Mount Isa,850,Brisbane
2024,1,Newcastle,132,Brisbane
2024,1,Perth,701,Brisbane
2024,1,Proserpine,194,Brisbane
2024,1,Rockhampton,375,Brisbane
2024,1,Sydney,163,Brisbane
2024,1,Townsville,204,Brisbane
2024,2,Adelaide,298,Brisbane
2024,2,Cairns,386,Brisbane
2024,2,Canberra,466,Brisbane
2024,2,Darwin,540,Brisbane
2024,2,Emerald,607,Brisbane
2024,2,Gladstone,666,Brisbane
2024,2,Hamilton Island,719,Brisbane
2024,2,Hobart,764,Brisbane
2024,2,Launceston,803,Brisbane
2024,2,Mackay,834,Brisbane
2024,2,Melbourne,856,Brisbane
2024,2,Mount Isa,867,Brisbane
2024,2,Newcastle,867,Brisbane
2024,2,Perth,858,Brisbane
2024,2,Proserpine,838,Brisbane
2024,2,Rockhampton,808,Brisbane
2024,2,Sydney,768,Brisbane
2024,2,Townsville,717,Brisbane
2010,8,Perth,657,Broome
2010,9,Perth,574,Broome
2010,10,Perth,429,Broome
2010,11,Perth,429,Broome
2010,12,Perth,649,Broome
2011,1,Perth,462,Broome
2011,2,Perth,496,Broome
2011,3,Perth,565,Broome
2011,4,Perth,622,Broome
2011,5,Perth,622,Broome
2011,6,Perth,709,Broome
2011,7,Perth,856,Broome
2011,8,Perth,856,Broome
2011,9,Perth,816,Broome
2011,10,Perth,723,Broome
2011,11,Perth,652,Broome
2011,12,Perth,747,Broome
2012,1,Perth,550,Broome
2012,2,Perth,586,Broome
2012,3,Perth,665,Broome
2012,4,Perth,557,Broome
2012,5,Perth,497,Broome
2012,6,Perth,666,Broome
2012,7,Perth,559,Broome
2012,8,Perth,612,Broome
2012,9,Perth,783,Broome
2012,10,Perth,566,Broome
2012,11,Perth,512,Broome
2012,12,Perth,793,Broome
2013,1,Perth,542,Broome
2013,2,Perth,662,Broome
2013,3,Perth,510,Broome
2013,4,Perth,601,Broome
2013,5,Perth,592,Broome
2013,6,Perth,695,Broome
2013,7,Perth,749,Broome
2013,8,Perth,652,Broome
2013,9,Perth,717,Broome
2013,10,Perth,614,Broome
2013,11,Perth,579,Broome
2013,12,Perth,614,Broome
2014,1,Perth,576,Broome
2014,2,Perth,576,Broome
2014,3,Perth,615,Broome
2014,4,Perth,730,Broome
2014,5,Perth,712,Broome
2014,6,Perth,807,Broome
2014,7,Perth,820,Broome
2014,8,Perth,688,Broome
2014,9,Perth,688,Broome
2014,10,Perth,636,Broome
2014,11,Perth,636,Broome
2014,12,Perth,651,Broome
2015,1,Perth,650,Broome
2015,2,Perth,650,Broome
2015,3,Perth,688,Broome
2015,4,Perth,669,Broome
2015,5,Perth,757,Broome
2015,6,Perth,785,Broome
2015,7,Perth,857,Broome
2015,8,Perth,822,Broome
2015,9,Perth,781,Broome
2015,10,Perth,640,Broome
2015,11,Perth,640,Broome
2015,12,Perth,640,Broome
2016,1,Perth,576,Broome
2016,2,Perth,652,Broome
2016,3,Perth,652,Broome
2016,4,Perth,689,Broome
2016,5,Perth,702,Broome
2016,6,Perth,765,Broome
2016,7,Perth,901,Broome
2016,8,Perth,719,Broome
2016,9,Perth,719,Broome
2016,10,Perth,641,Broome
2016,11,Perth,641,Broome
2016,12,Perth,668,Broome
2017,1,Perth,564,Broome
2017,2,Perth,638,Broome
2017,3,Perth,799,Broome
2017,4,Perth,748,Broome
2017,5,Perth,730,Broome
2017,6,Perth,797,Broome
2017,7,Perth,1004,Broome
2017,8,Perth,860,Broome
2017,9,Perth,767,Broome
2017,10,Perth,636,Broome
2017,11,Perth,636,Broome
2017,12,Perth,597,Broome
2018,1,Perth,595,Broome
2018,2,Perth,633,Broome
2018,3,Perth,875,Broome
2018,4,Perth,683,Broome
2018,5,Perth,725,Broome
2018,6,Perth,855,Broome
2018,7,Perth,994,Broome
2018,8,Perth,790,Broome
2018,9,Perth,791,Broome
2018,10,Perth,618,Broome
2018,11,Perth,759,Broome
2018,12,Perth,737,Broome
2019,1,Perth,618,Broome
2019,2,Perth,570,Broome
2019,3,Perth,618,Broome
2019,4,Perth,805,Broome
2019,5,Perth,614,Broome
2019,6,Perth,854,Broome
2019,7,Perth,849,Broome
2019,8,Perth,957,Broome
2019,9,Perth,837,Broome
2019,10,Perth,607,Broome
2019,11,Perth,607,Broome
2019,12,Perth,607,Broome
2020,1,Perth,605,Broome
2020,2,Perth,619,Broome
2020,3,Perth,835,Broome
2020,4,Perth,631,Broome
2020,5,Perth,631,Broome
2020,6,Perth,803,Broome
