Year,Month,Arriving_Port,Average_Fare,Departing_Port
2010,8,Brisbane,157,Adelaide
2010,8,Canberra,350,Adelaide
2010,8,Gold Coast,232,Adelaide
2010,8,Melbourne,87,Adelaide
2010,8,Perth,406,Adelaide
2010,8,Port Lincoln,251,Adelaide
2010,8,Sydney,122,Adelaide
2010,9,Brisbane,279,Adelaide
2010,9,Canberra,419,Adelaide
2010,9,Gold Coast,350,Adelaide
2010,9,Melbourne,152,Adelaide
2010,9,Perth,463,Adelaide
2010,9,Port Lincoln,257,Adelaide
2010,9,Sydney,180,Adelaide
2010,10,Brisbane,208,Adelaide
2010,10,Canberra,374,Adelaide
2010,10,Gold Coast,222,Adelaide
2010,10,Melbourne,109,Adelaide
2010,10,Perth,461,Adelaide
2010,10,Port Lincoln,256,Adelaide
2010,10,Sydney,166,Adelaide
2010,11,Brisbane,334,Adelaide
2010,11,Canberra,376,Adelaide
2010,11,Gold Coast,447,Adelaide
2010,11,Melbourne,81,Adelaide
2010,11,Perth,461,Adelaide
2010,11,Port Lincoln,256,Adelaide
2010,11,Sydney,83,Adelaide
2010,12,Brisbane,657,Adelaide
2010,12,Canberra,545,Adelaide
2010,12,Gold Coast,657,Adelaide
2010,12,Melbourne,138,Adelaide
2010,12,Perth,685,Adelaide
2010,12,Port Lincoln,256,Adelaide
2010,12,Sydney,348,Adelaide
2011,1,Brisbane,274,Adelaide
2011,1,Canberra,353,Adelaide
2011,1,Gold Coast,330,Adelaide
2011,1,Melbourne,76,Adelaide
2011,1,Perth,379,Adelaide
2011,1,Port Lincoln,258,Adelaide
2011,1,Sydney,120,Adelaide
2011,2,Brisbane,343,Adelaide
2011,2,Canberra,390,Adelaide
2011,2,Gold Coast,440,Adelaide
2011,2,Melbourne,96,Adelaide
2011,2,Perth,489,Adelaide
2011,2,Port Lincoln,258,Adelaide
2011,2,Sydney,136,Adelaide
2011,3,Brisbane,413,Adelaide
2011,3,Canberra,393,Adelaide
2011,3,Gold Coast,440,Adelaide
2011,3,Melbourne,94,Adelaide
2011,3,Perth,468,Adelaide
2011,3,Port Lincoln,270,Adelaide
2011,3,Sydney,108,Adelaide
2011,4,Brisbane,450,Adelaide
2011,4,Canberra,467,Adelaide
2011,4,Gold Coast,436,Adelaide
2011,4,Melbourne,96,Adelaide
2011,4,Perth,546,Adelaide
2011,4,Port Lincoln,295,Adelaide
2011,4,Sydney,247,Adelaide
2011,5,Brisbane,340,Adelaide
2011,5,Canberra,381,Adelaide
2011,5,Gold Coast,381,Adelaide
2011,5,Melbourne,110,Adelaide
2011,5,Perth,439,Adelaide
2011,5,Port Lincoln,295,Adelaide
2011,5,Sydney,165,Adelaide
2011,6,Brisbane,464,Adelaide
2011,6,Canberra,445,Adelaide
2011,6,Gold Coast,572,Adelaide
2011,6,Melbourne,123,Adelaide
2011,6,Perth,532,Adelaide
2011,6,Port Lincoln,310,Adelaide
2011,6,Sydney,274,Adelaide
2011,7,Brisbane,461,Adelaide
2011,7,Canberra,461,Adelaide
2011,7,Gold Coast,469,Adelaide
2011,7,Melbourne,147,Adelaide
2011,7,Perth,516,Adelaide
2011,7,Port Lincoln,308,Adelaide
2011,7,Sydney,311,Adelaide
2011,8,Brisbane,379,Adelaide
2011,8,Canberra,450,Adelaide
2011,8,Gold Coast,447,Adelaide
2011,8,Melbourne,202,Adelaide
2011,8,Perth,505,Adelaide
2011,8,Port Lincoln,308,Adelaide
2011,8,Sydney,181,Adelaide
2011,9,Brisbane,611,Adelaide
2011,9,Canberra,556,Adelaide
2011,9,Gold Coast,679,Adelaide
2011,9,Melbourne,366,Adelaide
2011,9,Perth,674,Adelaide
2011,9,Port Lincoln,308,Adelaide
2011,9,Sydney,371,Adelaide
2011,10,Brisbane,456,Adelaide
2011,10,Canberra,461,Adelaide
2011,10,Gold Coast,551,Adelaide
2011,10,Melbourne,325,Adelaide
2011,10,Perth,606,Adelaide
2011,10,Port Lincoln,308,Adelaide
2011,10,Sydney,360,Adelaide
2011,11,Brisbane,461,Adelaide
2011,11,Canberra,406,Adelaide
2011,11,Gold Coast,496,Adelaide
2011,11,Melbourne,311,Adelaide
2011,11,Perth,555,Adelaide
2011,11,Port Lincoln,308,Adelaide
2011,11,Sydney,364,Adelaide
2011,12,Brisbane,551,Adelaide
2011,12,Canberra,641,Adelaide
2011,12,Gold Coast,856,Adelaide
2011,12,Melbourne,366,Adelaide
2011,12,Perth,816,Adelaide
2011,12,Port Lincoln,308,Adelaide
2011,12,Sydney,406,Adelaide
2012,1,Brisbane,365,Adelaide
2012,1,Canberra,469,Adelaide
2012,1,Gold Coast,365,Adelaide
2012,1,Melbourne,188,Adelaide
2012,1,Perth,447,Adelaide
2012,1,Port Lincoln,308,Adelaide
2012,1,Sydney,243,Adelaide
2012,2,Brisbane,395,Adelaide
2012,2,Canberra,461,Adelaide
2012,2,Gold Coast,461,Adelaide
2012,2,Melbourne,245,Adelaide
2012,2,Perth,501,Adelaide
2012,2,Port Lincoln,308,Adelaide
2012,2,Sydney,311,Adelaide
2012,3,Brisbane,447,Adelaide
2012,3,Canberra,474,Adelaide
2012,3,Gold Coast,597,Adelaide
2012,3,Melbourne,283,Adelaide
2012,3,Perth,556,Adelaide
2012,3,Port Lincoln,253,Adelaide
2012,3,Sydney,332,Adelaide
2012,4,Brisbane,296,Adelaide
2012,4,Canberra,393,Adelaide
2012,4,Gold Coast,309,Adelaide
2012,4,Melbourne,160,Adelaide
2012,4,Perth,363,Adelaide
2012,4,Port Lincoln,312,Adelaide
2012,4,Sydney,228,Adelaide
2012,5,Brisbane,336,Adelaide
2012,5,Canberra,447,Adelaide
2012,5,Gold Coast,390,Adelaide
2012,5,Melbourne,174,Adelaide
2012,5,Perth,451,Adelaide
2012,5,Port Lincoln,327,Adelaide
2012,5,Sydney,282,Adelaide
2012,6,Brisbane,404,Adelaide
2012,6,Canberra,508,Adelaide
2012,6,Gold Coast,702,Adelaide
2012,6,Melbourne,241,Adelaide
2012,6,Perth,521,Adelaide
2012,6,Port Lincoln,330,Adelaide
2012,6,Sydney,309,Adelaide
2012,7,Brisbane,332,Adelaide
2012,7,Canberra,388,Adelaide
2012,7,Gold Coast,439,Adelaide
2012,7,Melbourne,198,Adelaide
2012,7,Perth,423,Adelaide
2012,7,Port Lincoln,329,Adelaide
2012,7,Sydney,281,Adelaide
2012,8,Brisbane,374,Adelaide
2012,8,Canberra,508,Adelaide
2012,8,Gold Coast,439,Adelaide
2012,8,Melbourne,185,Adelaide
2012,8,Perth,452,Adelaide
2012,8,Port Lincoln,332,Adelaide
2012,8,Sydney,265,Adelaide
2012,9,Brisbane,460,Adelaide
2012,9,Canberra,604,Adelaide
2012,9,Gold Coast,559,Adelaide
2012,9,Melbourne,345,Adelaide
2012,9,Perth,492,Adelaide
2012,9,Port Lincoln,300,Adelaide
2012,9,Sydney,318,Adelaide
2012,10,Brisbane,392,Adelaide
2012,10,Canberra,447,Adelaide
2012,10,Gold Coast,459,Adelaide
2012,10,Melbourne,224,Adelaide
2012,10,Perth,531,Adelaide
2012,10,Port Lincoln,264,Adelaide
2012,10,Sydney,304,Adelaide
2012,11,Brisbane,398,Adelaide
2012,11,Canberra,436,Adelaide
2012,11,Gold Coast,438,Adelaide
2012,11,Melbourne,211,Adelaide
2012,11,Perth,491,Adelaide
2012,11,Port Lincoln,264,Adelaide
2012,11,Sydney,278,Adelaide
2012,12,Brisbane,611,Adelaide
2012,12,Canberra,661,Adelaide
2012,12,Gold Coast,584,Adelaide
2012,12,Melbourne,291,Adelaide
2012,12,Perth,731,Adelaide
2012,12,Port Lincoln,299,Adelaide
2012,12,Sydney,531,Adelaide
2013,1,Brisbane,343,Adelaide
2013,1,Canberra,424,Adelaide
2013,1,Gold Coast,330,Adelaide
2013,1,Melbourne,130,Adelaide
2013,1,Perth,436,Adelaide
2013,1,Port Lincoln,262,Adelaide
2013,1,Sydney,226,Adelaide
2013,2,Brisbane,383,Adelaide
2013,2,Canberra,465,Adelaide
2013,2,Gold Coast,423,Adelaide
2013,2,Melbourne,157,Adelaide
2013,2,Perth,436,Adelaide
2013,2,Port Lincoln,300,Adelaide
2013,2,Sydney,303,Adelaide
2013,3,Brisbane,436,Adelaide
2013,3,Canberra,420,Adelaide
2013,3,Gold Coast,671,Adelaide
2013,3,Melbourne,186,Adelaide
2013,3,Perth,542,Adelaide
2013,3,Port Lincoln,300,Adelaide
2013,3,Sydney,277,Adelaide
2013,4,Brisbane,379,Adelaide
2013,4,Canberra,561,Adelaide
2013,4,Gold Coast,448,Adelaide
2013,4,Melbourne,146,Adelaide
2013,4,Perth,395,Adelaide
2013,4,Port Lincoln,262,Adelaide
2013,4,Sydney,278,Adelaide
2013,5,Brisbane,289,Adelaide
2013,5,Canberra,375,Adelaide
2013,5,Gold Coast,315,Adelaide
2013,5,Melbourne,132,Adelaide
2013,5,Perth,315,Adelaide
2013,5,Port Lincoln,262,Adelaide
2013,5,Sydney,183,Adelaide
2013,6,Brisbane,342,Adelaide
2013,6,Canberra,437,Adelaide
2013,6,Gold Coast,487,Adelaide
2013,6,Melbourne,119,Adelaide
2013,6,Perth,421,Adelaide
2013,6,Port Lincoln,288,Adelaide
2013,6,Sydney,249,Adelaide
2013,7,Brisbane,338,Adelaide
2013,7,Canberra,398,Adelaide
2013,7,Gold Coast,346,Adelaide
2013,7,Melbourne,137,Adelaide
2013,7,Perth,325,Adelaide
2013,7,Port Lincoln,285,Adelaide
2013,7,Sydney,233,Adelaide
2013,8,Brisbane,312,Adelaide
2013,8,Canberra,476,Adelaide
2013,8,Gold Coast,377,Adelaide
2013,8,Melbourne,131,Adelaide
2013,8,Perth,403,Adelaide
2013,8,Port Lincoln,285,Adelaide
2013,8,Sydney,233,Adelaide
2013,9,Brisbane,478,Adelaide
2013,9,Canberra,639,Adelaide
2013,9,Gold Coast,743,Adelaide
2013,9,Melbourne,216,Adelaide
2013,9,Perth,534,Adelaide
2013,9,Port Lincoln,288,Adelaide
2013,9,Sydney,259,Adelaide
2013,10,Brisbane,309,Adelaide
2013,10,Canberra,444,Adelaide
2013,10,Gold Coast,356,Adelaide
2013,10,Melbourne,117,Adelaide
2013,10,Perth,421,Adelaide
2013,10,Port Lincoln,286,Adelaide
2013,10,Sydney,244,Adelaide
2013,11,Brisbane,387,Adelaide
2013,11,Canberra,439,Adelaide
2013,11,Gold Coast,361,Adelaide
2013,11,Melbourne,156,Adelaide
2013,11,Perth,439,Adelaide
2013,11,Port Lincoln,297,Adelaide
2013,11,Sydney,257,Adelaide
2013,12,Brisbane,569,Adelaide
2013,12,Canberra,658,Adelaide
2013,12,Gold Coast,595,Adelaide
2013,12,Melbourne,244,Adelaide
2013,12,Perth,556,Adelaide
2013,12,Port Lincoln,343,Adelaide
2013,12,Sydney,375,Adelaide
2014,1,Brisbane,282,Adelaide
2014,1,Canberra,522,Adelaide
2014,1,Gold Coast,346,Adelaide
2014,1,Melbourne,90,Adelaide
2014,1,Perth,462,Adelaide
2014,1,Port Lincoln,298,Adelaide
2014,1,Sydney,204,Adelaide
2014,2,Brisbane,297,Adelaide
2014,2,Canberra,522,Adelaide
2014,2,Gold Coast,359,Adelaide
2014,2,Melbourne,111,Adelaide
2014,2,Perth,488,Adelaide
2014,2,Port Lincoln,298,Adelaide
2014,2,Sydney,204,Adelaide
2014,3,Brisbane,400,Adelaide
2014,3,Canberra,540,Adelaide
2014,3,Gold Coast,346,Adelaide
2014,3,Melbourne,137,Adelaide
2014,3,Perth,599,Adelaide
2014,3,Port Lincoln,302,Adelaide
2014,3,Sydney,217,Adelaide
2014,4,Brisbane,386,Adelaide
2014,4,Canberra,486,Adelaide
2014,4,Gold Coast,332,Adelaide
2014,4,Melbourne,173,Adelaide
2014,4,Perth,450,Adelaide
2014,4,Port Lincoln,297,Adelaide
2014,4,Sydney,255,Adelaide
2014,5,Brisbane,280,Adelaide
2014,5,Canberra,424,Adelaide
2014,5,Gold Coast,280,Adelaide
2014,5,Melbourne,113,Adelaide
2014,5,Perth,357,Adelaide
2014,5,Port Lincoln,297,Adelaide
2014,5,Sydney,177,Adelaide
2014,6,Brisbane,355,Adelaide
2014,6,Canberra,486,Adelaide
2014,6,Gold Coast,326,Adelaide
2014,6,Melbourne,122,Adelaide
2014,6,Perth,437,Adelaide
2014,6,Port Lincoln,297,Adelaide
2014,6,Sydney,203,Adelaide
2014,7,Brisbane,228,Adelaide
2014,7,Canberra,407,Adelaide
2014,7,Gold Coast,389,Adelaide
2014,7,Melbourne,125,Adelaide
2014,7,Perth,461,Adelaide
2014,7,Port Lincoln,295,Adelaide
2014,7,Sydney,166,Adelaide
2014,8,Brisbane,228,Adelaide
2014,8,Canberra,343,Adelaide
2014,8,Gold Coast,358,Adelaide
2014,8,Melbourne,146,Adelaide
2014,8,Perth,435,Adelaide
2014,8,Port Lincoln,295,Adelaide
2014,8,Sydney,166,Adelaide
2014,9,Brisbane,279,Adelaide
2014,9,Canberra,560,Adelaide
2014,9,Gold Coast,384,Adelaide
2014,9,Melbourne,202,Adelaide
2014,9,Perth,524,Adelaide
2014,9,Port Lincoln,295,Adelaide
2014,9,Sydney,179,Adelaide
2014,10,Brisbane,266,Adelaide
2014,10,Canberra,549,Adelaide
2014,10,Gold Coast,396,Adelaide
2014,10,Melbourne,120,Adelaide
2014,10,Perth,524,Adelaide
2014,10,Port Lincoln,298,Adelaide
2014,10,Sydney,179,Adelaide
2014,11,Brisbane,227,Adelaide
2014,11,Canberra,559,Adelaide
2014,11,Gold Coast,414,Adelaide
2014,11,Melbourne,125,Adelaide
2014,11,Perth,485,Adelaide
2014,11,Port Lincoln,298,Adelaide
2014,11,Sydney,192,Adelaide
2014,12,Brisbane,355,Adelaide
2014,12,Canberra,549,Adelaide
2014,12,Gold Coast,465,Adelaide
2014,12,Melbourne,151,Adelaide
2014,12,Perth,546,Adelaide
2014,12,Port Lincoln,359,Adelaide
2014,12,Sydney,291,Adelaide
2015,1,Brisbane,227,Adelaide
2015,1,Canberra,523,Adelaide
2015,1,Gold Coast,387,Adelaide
2015,1,Melbourne,115,Adelaide
2015,1,Perth,520,Adelaide
2015,1,Port Lincoln,297,Adelaide
2015,1,Sydney,260,Adelaide
2015,2,Brisbane,240,Adelaide
2015,2,Canberra,523,Adelaide
2015,2,Gold Coast,387,Adelaide
2015,2,Melbourne,145,Adelaide
2015,2,Perth,444,Adelaide
2015,2,Port Lincoln,297,Adelaide
2015,2,Sydney,178,Adelaide
2015,3,Brisbane,240,Adelaide
2015,3,Canberra,523,Adelaide
2015,3,Gold Coast,342,Adelaide
2015,3,Melbourne,120,Adelaide
2015,3,Perth,456,Adelaide
2015,3,Port Lincoln,297,Adelaide
2015,3,Sydney,229,Adelaide
2015,4,Brisbane,175,Adelaide
2015,4,Canberra,491,Adelaide
2015,4,Gold Coast,276,Adelaide
2015,4,Melbourne,124,Adelaide
2015,4,Perth,503,Adelaide
2015,4,Port Lincoln,298,Adelaide
2015,4,Sydney,139,Adelaide
2015,5,Brisbane,190,Adelaide
2015,5,Canberra,529,Adelaide
2015,5,Gold Coast,339,Adelaide
2015,5,Melbourne,114,Adelaide
2015,5,Perth,403,Adelaide
2015,5,Port Lincoln,298,Adelaide
2015,5,Sydney,157,Adelaide
2015,6,Alice Springs,98,Adelaide
2015,6,Brisbane,225,Adelaide
2015,6,Canberra,529,Adelaide
2015,6,Gold Coast,409,Adelaide
2015,6,Melbourne,132,Adelaide
2015,6,Perth,415,Adelaide
2015,6,Port Lincoln,298,Adelaide
2015,6,Sydney,170,Adelaide
2015,7,Alice Springs,93,Adelaide
2015,7,Brisbane,224,Adelaide
2015,7,Canberra,568,Adelaide
2015,7,Gold Coast,325,Adelaide
2015,7,Melbourne,144,Adelaide
2015,7,Perth,464,Adelaide
2015,7,Port Lincoln,297,Adelaide
2015,7,Sydney,199,Adelaide
2015,8,Alice Springs,118,Adelaide
2015,8,Brisbane,224,Adelaide
2015,8,Canberra,568,Adelaide
2015,8,Gold Coast,371,Adelaide
2015,8,Melbourne,149,Adelaide
2015,8,Perth,401,Adelaide
2015,8,Port Lincoln,297,Adelaide
2015,8,Sydney,164,Adelaide
2015,9,Alice Springs,196,Adelaide
2015,9,Brisbane,371,Adelaide
2015,9,Canberra,606,Adelaide
2015,9,Gold Coast,609,Adelaide
2015,9,Melbourne,176,Adelaide
2015,9,Perth,489,Adelaide
2015,9,Port Lincoln,297,Adelaide
2015,9,Sydney,212,Adelaide
2015,10,Alice Springs,154,Adelaide
2015,10,Brisbane,261,Adelaide
2015,10,Canberra,575,Adelaide
2015,10,Gold Coast,387,Adelaide
2015,10,Melbourne,143,Adelaide
2015,10,Perth,462,Adelaide
2015,10,Port Lincoln,295,Adelaide
2015,10,Sydney,186,Adelaide
2015,11,Alice Springs,128,Adelaide
2015,11,Brisbane,251,Adelaide
2015,11,Canberra,575,Adelaide
2015,11,Gold Coast,387,Adelaide
2015,11,Melbourne,131,Adelaide
2015,11,Perth,412,Adelaide
2015,11,Port Lincoln,295,Adelaide
2015,11,Sydney,193,Adelaide
2015,12,Alice Springs,125,Adelaide
2015,12,Brisbane,251,Adelaide
2015,12,Canberra,575,Adelaide
2015,12,Gold Coast,261,Adelaide
2015,12,Melbourne,118,Adelaide
2015,12,Perth,512,Adelaide
2015,12,Port Lincoln,295,Adelaide
2015,12,Sydney,306,Adelaide
2016,1,Alice Springs,225,Adelaide
2016,1,Brisbane,226,Adelaide
2016,1,Canberra,463,Adelaide
2016,1,Gold Coast,350,Adelaide
2016,1,Melbourne,131,Adelaide
2016,1,Perth,463,Adelaide
2016,1,Port Lincoln,299,Adelaide
2016,1,Sydney,169,Adelaide
2016,2,Alice Springs,116,Adelaide
2016,2,Brisbane,226,Adelaide
2016,2,Canberra,501,Adelaide
2016,2,Gold Coast,400,Adelaide
2016,2,Melbourne,143,Adelaide
2016,2,Perth,488,Adelaide
2016,2,Port Lincoln,263,Adelaide
2016,2,Sydney,181,Adelaide
2016,3,Alice Springs,89,Adelaide
2016,3,Brisbane,194,Adelaide
2016,3,Canberra,576,Adelaide
2016,3,Gold Coast,315,Adelaide
2016,3,Melbourne,111,Adelaide
2016,3,Perth,488,Adelaide
2016,3,Port Lincoln,312,Adelaide
2016,3,Sydney,131,Adelaide
2016,4,Alice Springs,75,Adelaide
2016,4,Brisbane,238,Adelaide
2016,4,Canberra,574,Adelaide
2016,4,Gold Coast,351,Adelaide
2016,4,Melbourne,138,Adelaide
2016,4,Perth,436,Adelaide
2016,4,Port Lincoln,300,Adelaide
2016,4,Sydney,168,Adelaide
2016,5,Alice Springs,105,Adelaide
2016,5,Brisbane,238,Adelaide
2016,5,Canberra,549,Adelaide
2016,5,Gold Coast,286,Adelaide
2016,5,Melbourne,130,Adelaide
2016,5,Perth,336,Adelaide
2016,5,Port Lincoln,300,Adelaide
2016,5,Sydney,168,Adelaide
2016,6,Alice Springs,93,Adelaide
2016,6,Brisbane,226,Adelaide
2016,6,Canberra,549,Adelaide
2016,6,Gold Coast,298,Adelaide
2016,6,Melbourne,123,Adelaide
2016,6,Perth,431,Adelaide
2016,6,Port Lincoln,305,Adelaide
2016,6,Sydney,163,Adelaide
2016,7,Alice Springs,78,Adelaide
2016,7,Brisbane,212,Adelaide
2016,7,Canberra,572,Adelaide
2016,7,Gold Coast,341,Adelaide
2016,7,Melbourne,122,Adelaide
2016,7,Perth,396,Adelaide
2016,7,Port Lincoln,309,Adelaide
2016,7,Sydney,162,Adelaide
2016,8,Alice Springs,93,Adelaide
2016,8,Brisbane,236,Adelaide
2016,8,Canberra,572,Adelaide
2016,8,Gold Coast,358,Adelaide
2016,8,Melbourne,129,Adelaide
2016,8,Perth,371,Adelaide
2016,8,Port Lincoln,311,Adelaide
2016,8,Sydney,162,Adelaide
2016,9,Alice Springs,181,Adelaide
2016,9,Brisbane,348,Adelaide
2016,9,Canberra,572,Adelaide
2016,9,Gold Coast,590,Adelaide
2016,9,Melbourne,204,Adelaide
2016,9,Perth,545,Adelaide
2016,9,Port Lincoln,317,Adelaide
2016,9,Sydney,254,Adelaide
2016,10,Alice Springs,172,Adelaide
2016,10,Brisbane,235,Adelaide
2016,10,Canberra,542,Adelaide
2016,10,Gold Coast,401,Adelaide
2016,10,Melbourne,129,Adelaide
2016,10,Perth,431,Adelaide
2016,10,Port Lincoln,318,Adelaide
2016,10,Sydney,208,Adelaide
2016,11,Alice Springs,110,Adelaide
2016,11,Brisbane,196,Adelaide
2016,11,Canberra,542,Adelaide
2016,11,Gold Coast,500,Adelaide
2016,11,Melbourne,121,Adelaide
2016,11,Perth,431,Adelaide
2016,11,Port Lincoln,321,Adelaide
2016,11,Sydney,146,Adelaide
2016,12,Alice Springs,262,Adelaide
2016,12,Brisbane,512,Adelaide
2016,12,Canberra,683,Adelaide
2016,12,Gold Coast,648,Adelaide
2016,12,Melbourne,178,Adelaide
2016,12,Perth,500,Adelaide
2016,12,Port Lincoln,326,Adelaide
2016,12,Sydney,438,Adelaide
2017,1,Alice Springs,281,Adelaide
2017,1,Brisbane,222,Adelaide
2017,1,Canberra,567,Adelaide
2017,1,Gold Coast,330,Adelaide
2017,1,Melbourne,140,Adelaide
2017,1,Perth,429,Adelaide
2017,1,Port Lincoln,325,Adelaide
2017,1,Sydney,160,Adelaide
2017,2,Alice Springs,70,Adelaide
2017,2,Brisbane,209,Adelaide
2017,2,Canberra,567,Adelaide
2017,2,Gold Coast,338,Adelaide
2017,2,Melbourne,153,Adelaide
2017,2,Perth,379,Adelaide
2017,2,Port Lincoln,325,Adelaide
2017,2,Sydney,195,Adelaide
2017,3,Alice Springs,173,Adelaide
2017,3,Brisbane,330,Adelaide
2017,3,Canberra,583,Adelaide
2017,3,Gold Coast,306,Adelaide
2017,3,Melbourne,214,Adelaide
2017,3,Perth,564,Adelaide
2017,3,Port Lincoln,352,Adelaide
2017,3,Sydney,228,Adelaide
2017,4,Alice Springs,661,Adelaide
2017,4,Brisbane,221,Adelaide
2017,4,Canberra,582,Adelaide
2017,4,Gold Coast,349,Adelaide
2017,4,Melbourne,121,Adelaide
2017,4,Perth,391,Adelaide
2017,4,Port Lincoln,324,Adelaide
2017,4,Sydney,165,Adelaide
2017,5,Alice Springs,539,Adelaide
2017,5,Brisbane,221,Adelaide
2017,5,Canberra,539,Adelaide
2017,5,Gold Coast,305,Adelaide
2017,5,Melbourne,160,Adelaide
2017,5,Perth,366,Adelaide
2017,5,Port Lincoln,324,Adelaide
2017,5,Sydney,239,Adelaide
2017,6,Alice Springs,578,Adelaide
2017,6,Brisbane,234,Adelaide
2017,6,Canberra,539,Adelaide
2017,6,Gold Coast,398,Adelaide
2017,6,Melbourne,135,Adelaide
2017,6,Perth,403,Adelaide
2017,6,Port Lincoln,324,Adelaide
2017,6,Sydney,170,Adelaide
2017,7,Alice Springs,574,Adelaide
2017,7,Brisbane,208,Adelaide
2017,7,Canberra,542,Adelaide
2017,7,Gold Coast,352,Adelaide
2017,7,Melbourne,134,Adelaide
2017,7,Perth,376,Adelaide
2017,7,Port Lincoln,322,Adelaide
2017,7,Sydney,169,Adelaide
2017,8,Alice Springs,542,Adelaide
2017,8,Brisbane,261,Adelaide
2017,8,Canberra,584,Adelaide
2017,8,Gold Coast,367,Adelaide
2017,8,Melbourne,110,Adelaide
2017,8,Perth,376,Adelaide
2017,8,Port Lincoln,325,Adelaide
2017,8,Sydney,144,Adelaide
2017,9,Alice Springs,833,Adelaide
2017,9,Brisbane,367,Adelaide
2017,9,Canberra,584,Adelaide
2017,9,Gold Coast,591,Adelaide
2017,9,Melbourne,323,Adelaide
2017,9,Perth,574,Adelaide
2017,9,Port Lincoln,325,Adelaide
2017,9,Sydney,225,Adelaide
2017,10,Alice Springs,733,Adelaide
2017,10,Brisbane,243,Adelaide
2017,10,Canberra,580,Adelaide
2017,10,Gold Coast,381,Adelaide
2017,10,Melbourne,158,Adelaide
2017,10,Perth,423,Adelaide
2017,10,Port Lincoln,323,Adelaide
2017,10,Sydney,180,Adelaide
2017,11,Alice Springs,612,Adelaide
2017,11,Brisbane,228,Adelaide
2017,11,Canberra,588,Adelaide
2017,11,Gold Coast,333,Adelaide
2017,11,Melbourne,151,Adelaide
2017,11,Perth,595,Adelaide
2017,11,Port Lincoln,323,Adelaide
2017,11,Sydney,204,Adelaide
2017,12,Alice Springs,588,Adelaide
2017,12,Brisbane,459,Adelaide
2017,12,Canberra,631,Adelaide
2017,12,Gold Coast,551,Adelaide
2017,12,Melbourne,163,Adelaide
2017,12,Perth,641,Adelaide
2017,12,Port Lincoln,323,Adelaide
2017,12,Sydney,495,Adelaide
2018,1,Alice Springs,730,Adelaide
2018,1,Brisbane,215,Adelaide
2018,1,Canberra,585,Adelaide
2018,1,Gold Coast,278,Adelaide
2018,1,Melbourne,138,Adelaide
2018,1,Perth,529,Adelaide
2018,1,Port Lincoln,328,Adelaide
2018,1,Sydney,167,Adelaide
2018,2,Alice Springs,554,Adelaide
2018,2,Brisbane,264,Adelaide
2018,2,Canberra,591,Adelaide
2018,2,Gold Coast,399,Adelaide
2018,2,Melbourne,145,Adelaide
2018,2,Perth,544,Adelaide
2018,2,Port Lincoln,328,Adelaide
2018,2,Sydney,264,Adelaide
2018,3,Alice Springs,780,Adelaide
2018,3,Brisbane,435,Adelaide
2018,3,Canberra,591,Adelaide
2018,3,Gold Coast,445,Adelaide
2018,3,Melbourne,172,Adelaide
2018,3,Perth,529,Adelaide
2018,3,Port Lincoln,357,Adelaide
2018,3,Sydney,322,Adelaide
2018,4,Alice Springs,589,Adelaide
2018,4,Brisbane,265,Adelaide
2018,4,Canberra,593,Adelaide
2018,4,Gold Coast,378,Adelaide
2018,4,Melbourne,129,Adelaide
2018,4,Perth,443,Adelaide
2018,4,Port Lincoln,335,Adelaide
2018,4,Sydney,217,Adelaide
2018,5,Alice Springs,552,Adelaide
2018,5,Brisbane,238,Adelaide
2018,5,Canberra,458,Adelaide
2018,5,Gold Coast,373,Adelaide
2018,5,Melbourne,142,Adelaide
2018,5,Perth,419,Adelaide
2018,5,Port Lincoln,335,Adelaide
2018,5,Sydney,241,Adelaide
2018,6,Alice Springs,742,Adelaide
2018,6,Brisbane,264,Adelaide
2018,6,Canberra,540,Adelaide
2018,6,Gold Coast,358,Adelaide
2018,6,Melbourne,150,Adelaide
2018,6,Perth,383,Adelaide
2018,6,Port Lincoln,343,Adelaide
2018,6,Sydney,183,Adelaide
2018,7,Alice Springs,600,Adelaide
2018,7,Brisbane,215,Adelaide
2018,7,Canberra,463,Adelaide
2018,7,Gold Coast,342,Adelaide
2018,7,Melbourne,120,Adelaide
2018,7,Perth,467,Adelaide
2018,7,Port Lincoln,349,Adelaide
2018,7,Sydney,186,Adelaide
2018,8,Alice Springs,547,Adelaide
2018,8,Brisbane,271,Adelaide
2018,8,Canberra,548,Adelaide
2018,8,Gold Coast,342,Adelaide
2018,8,Melbourne,137,Adelaide
2018,8,Perth,417,Adelaide
2018,8,Port Lincoln,349,Adelaide
2018,8,Sydney,189,Adelaide
2018,9,Alice Springs,609,Adelaide
2018,9,Brisbane,487,Adelaide
2018,9,Canberra,600,Adelaide
2018,9,Gold Coast,631,Adelaide
2018,9,Melbourne,174,Adelaide
2018,9,Perth,511,Adelaide
2018,9,Port Lincoln,351,Adelaide
2018,9,Sydney,247,Adelaide
2018,10,Alice Springs,546,Adelaide
2018,10,Brisbane,284,Adelaide
2018,10,Canberra,627,Adelaide
2018,10,Gold Coast,370,Adelaide
2018,10,Melbourne,221,Adelaide
2018,10,Perth,458,Adelaide
2018,10,Port Lincoln,349,Adelaide
2018,10,Sydney,219,Adelaide
2018,11,Alice Springs,546,Adelaide
2018,11,Brisbane,333,Adelaide
2018,11,Canberra,601,Adelaide
2018,11,Gold Coast,341,Adelaide
