Departing_Port,Arriving_Port,Month,Year,Average_Fare,Distance
Brisbane,Bundaberg,9,2019,325.0,287.1179654251544
Brisbane,Cairns,9,2019,316.0,1391.154410050196
Brisbane,Canberra,9,2019,314.0,956.2058212803122
Brisbane,Darwin,9,2019,271.0,2850.804158638822
Brisbane,Emerald,9,2019,535.0,652.3633553913522
Brisbane,Gladstone,9,2019,296.0,434.48706660236587
Brisbane,Hamilton Island,9,2019,495.0,888.502866860875
Brisbane,Hobart,9,2019,393.0,1791.1724891324095
Brisbane,Mackay,9,2019,283.0,797.6777733868653
Brisbane,Melbourne,9,2019,258.0,1380.8355905373603
Brisbane,Mount Isa,9,2019,1026.0,1571.4177653034776
Brisbane,Newcastle,9,2019,150.0,629.1006199900817
Brisbane,Perth,9,2019,778.0,3607.597289350003
Brisbane,Proserpine,9,2019,248.0,895.3315747549009
Brisbane,Rockhampton,9,2019,354.0,518.152451598463
Brisbane,Sydney,9,2019,173.0,752.8024816945062
Brisbane,Townsville,9,2019,340.0,1112.2652810982972
Brisbane,Adelaide,10,2019,405.0,1619.982413941602
Brisbane,Bundaberg,10,2019,302.0,287.1179654251544
Brisbane,Cairns,10,2019,251.0,1391.154410050196
Brisbane,Canberra,10,2019,265.0,956.2058212803122
Brisbane,Darwin,10,2019,280.0,2850.804158638822
Brisbane,Emerald,10,2019,533.0,652.3633553913522
Brisbane,Gladstone,10,2019,294.0,434.48706660236587
Brisbane,Hamilton Island,10,2019,508.0,888.502866860875
Brisbane,Hobart,10,2019,390.0,1791.1724891324095
Brisbane,Mackay,10,2019,194.0,797.6777733868653
Brisbane,Melbourne,10,2019,227.0,1380.8355905373603
Brisbane,Mount Isa,10,2019,937.0,1571.4177653034776
Brisbane,Newcastle,10,2019,131.0,629.1006199900817
Brisbane,Perth,10,2019,773.0,3607.597289350003
Brisbane,Proserpine,10,2019,291.0,895.3315747549009
Brisbane,Rockhampton,10,2019,391.0,518.152451598463
Brisbane,Sydney,10,2019,152.0,752.8024816945062
Brisbane,Townsville,10,2019,442.0,1112.2652810982972
Brisbane,Adelaide,11,2019,528.0,1619.982413941602
Brisbane,Bundaberg,11,2019,319.0,287.1179654251544
Brisbane,Cairns,11,2019,224.0,1391.154410050196
Brisbane,Canberra,11,2019,276.0,956.2058212803122
Brisbane,Darwin,11,2019,334.0,2850.804158638822
Brisbane,Emerald,11,2019,532.0,652.3633553913522
Brisbane,Gladstone,11,2019,294.0,434.48706660236587
Brisbane,Hamilton Island,11,2019,519.0,888.502866860875
Brisbane,Hobart,11,2019,471.0,1791.1724891324095
Brisbane,Mackay,11,2019,274.0,797.6777733868653
Brisbane,Melbourne,11,2019,283.0,1380.8355905373603
Brisbane,Mount Isa,11,2019,867.0,1571.4177653034776
Brisbane,Newcastle,11,2019,138.0,629.1006199900817
Brisbane,Perth,11,2019,837.0,3607.597289350003
Brisbane,Proserpine,11,2019,258.0,895.3315747549009
Brisbane,Rockhampton,11,2019,330.0,518.152451598463
Brisbane,Sydney,11,2019,164.0,752.8024816945062
Brisbane,Townsville,11,2019,251.0,1112.2652810982972
Brisbane,Adelaide,12,2019,345.0,1619.982413941602
Brisbane,Bundaberg,12,2019,385.0,287.1179654251544
Brisbane,Cairns,12,2019,382.0,1391.154410050196
Brisbane,Canberra,12,2019,340.0,956.2058212803122
Brisbane,Darwin,12,2019,322.0,2850.804158638822
Brisbane,Emerald,12,2019,474.0,652.3633553913522
Brisbane,Gladstone,12,2019,232.0,434.48706660236587
Brisbane,Hamilton Island,12,2019,857.0,888.502866860875
Brisbane,Hobart,12,2019,739.0,1791.1724891324095
Brisbane,Mackay,12,2019,302.0,797.6777733868653
Brisbane,Melbourne,12,2019,320.0,1380.8355905373603
Brisbane,Mount Isa,12,2019,867.0,1571.4177653034776
Brisbane,Newcastle,12,2019,190.0,629.1006199900817
Brisbane,Perth,12,2019,984.0,3607.597289350003
Brisbane,Proserpine,12,2019,445.0,895.3315747549009
Brisbane,Rockhampton,12,2019,326.0,518.152451598463
Brisbane,Sydney,12,2019,221.0,752.8024816945062
Brisbane,Townsville,12,2019,294.0,1112.2652810982972
Brisbane,Adelaide,1,2020,330.0,1619.982413941602
Brisbane,Bundaberg,1,2020,295.0,287.1179654251544
Brisbane,Cairns,1,2020,262.0,1391.154410050196
Brisbane,Canberra,1,2020,245.0,956.2058212803122
Brisbane,Darwin,1,2020,308.0,2850.804158638822
Brisbane,Emerald,1,2020,530.0,652.3633553913522
Brisbane,Gladstone,1,2020,257.0,434.48706660236587
Brisbane,Hamilton Island,1,2020,339.0,888.502866860875
Brisbane,Hobart,1,2020,362.0,1791.1724891324095
Brisbane,Mackay,1,2020,245.0,797.6777733868653
Brisbane,Melbourne,1,2020,238.0,1380.8355905373603
Brisbane,Mount Isa,1,2020,899.0,1571.4177653034776
Brisbane,Newcastle,1,2020,148.0,629.1006199900817
Brisbane,Perth,1,2020,770.0,3607.597289350003
Brisbane,Proserpine,1,2020,224.0,895.3315747549009
Brisbane,Rockhampton,1,2020,355.0,518.152451598463
Brisbane,Sydney,1,2020,175.0,752.8024816945062
Brisbane,Townsville,1,2020,244.0,1112.2652810982972
Brisbane,Adelaide,2,2020,289.0,1619.982413941602
Brisbane,Bundaberg,2,2020,255.0,287.1179654251544
Brisbane,Cairns,2,2020,233.0,1391.154410050196
Brisbane,Canberra,2,2020,233.0,956.2058212803122
Brisbane,Darwin,2,2020,285.0,2850.804158638822
Brisbane,Emerald,2,2020,544.0,652.3633553913522
Brisbane,Gladstone,2,2020,255.0,434.48706660236587
Brisbane,Hamilton Island,2,2020,385.0,888.502866860875
Brisbane,Hobart,2,2020,356.0,1791.1724891324095
Brisbane,Mackay,2,2020,205.0,797.6777733868653
Brisbane,Melbourne,2,2020,231.0,1380.8355905373603
Brisbane,Mount Isa,2,2020,908.0,1571.4177653034776
Brisbane,Newcastle,2,2020,138.0,629.1006199900817
Brisbane,Perth,2,2020,805.0,3607.597289350003
Brisbane,Proserpine,2,2020,290.0,895.3315747549009
Brisbane,Rockhampton,2,2020,325.0,518.152451598463
Brisbane,Sydney,2,2020,175.0,752.8024816945062
Brisbane,Townsville,2,2020,225.0,1112.2652810982972
Brisbane,Adelaide,3,2020,250.0,1619.982413941602
Brisbane,Bundaberg,3,2020,216.0,287.1179654251544
Brisbane,Cairns,3,2020,248.0,1391.154410050196
Brisbane,Canberra,3,2020,409.0,956.2058212803122
Brisbane,Darwin,3,2020,810.0,2850.804158638822
Brisbane,Emerald,3,2020,625.0,652.3633553913522
Brisbane,Gladstone,3,2020,329.0,434.48706660236587
Brisbane,Hamilton Island,3,2020,873.0,888.502866860875
Brisbane,Hobart,3,2020,504.0,1791.1724891324095
Brisbane,Mackay,3,2020,342.0,797.6777733868653
Brisbane,Melbourne,3,2020,371.0,1380.8355905373603
Brisbane,Mount Isa,3,2020,1013.0,1571.4177653034776
Brisbane,Newcastle,3,2020,189.0,629.1006199900817
Brisbane,Perth,3,2020,951.0,3607.597289350003
Brisbane,Proserpine,3,2020,200.0,895.3315747549009
Brisbane,Rockhampton,3,2020,360.0,518.152451598463
Brisbane,Sydney,3,2020,277.0,752.8024816945062
Brisbane,Townsville,3,2020,307.0,1112.2652810982972
Brisbane,Adelaide,4,2020,324.0,1619.982413941602
Brisbane,Bundaberg,4,2020,304.0,287.1179654251544
Brisbane,Cairns,4,2020,333.0,1391.154410050196
Brisbane,Canberra,4,2020,423.0,956.2058212803122
Brisbane,Emerald,4,2020,438.0,652.3633553913522
Brisbane,Gladstone,4,2020,300.0,434.48706660236587
Brisbane,Mackay,4,2020,345.0,797.6777733868653
Brisbane,Melbourne,4,2020,439.0,1380.8355905373603
Brisbane,Mount Isa,4,2020,945.0,1571.4177653034776
Brisbane,Newcastle,4,2020,1078.0,629.1006199900817
Brisbane,Perth,4,2020,821.0,3607.597289350003
Brisbane,Rockhampton,4,2020,366.0,518.152451598463
Brisbane,Sydney,4,2020,171.0,752.8024816945062
Brisbane,Townsville,4,2020,500.0,1112.2652810982972
Brisbane,Cairns,5,2020,231.0,1391.154410050196
Brisbane,Mackay,5,2020,418.0,797.6777733868653
Brisbane,Melbourne,5,2020,269.0,1380.8355905373603
Brisbane,Rockhampton,5,2020,366.0,518.152451598463
Brisbane,Sydney,5,2020,171.0,752.8024816945062
Brisbane,Townsville,5,2020,244.0,1112.2652810982972
Brisbane,Bundaberg,6,2020,308.0,287.1179654251544
Brisbane,Cairns,6,2020,414.0,1391.154410050196
Brisbane,Canberra,6,2020,559.0,956.2058212803122
Brisbane,Gladstone,6,2020,244.0,434.48706660236587
Brisbane,Mackay,6,2020,386.0,797.6777733868653
Brisbane,Melbourne,6,2020,412.0,1380.8355905373603
Brisbane,Rockhampton,6,2020,371.0,518.152451598463
Brisbane,Sydney,6,2020,219.0,752.8024816945062
Brisbane,Townsville,6,2020,577.0,1112.2652810982972
Brisbane,Adelaide,7,2020,610.0,1619.982413941602
Brisbane,Bundaberg,7,2020,277.0,287.1179654251544
Brisbane,Cairns,7,2020,298.0,1391.154410050196
Brisbane,Canberra,7,2020,696.0,956.2058212803122
Brisbane,Darwin,7,2020,801.0,2850.804158638822
Brisbane,Gladstone,7,2020,240.0,434.48706660236587
Brisbane,Mackay,7,2020,302.0,797.6777733868653
Brisbane,Melbourne,7,2020,269.0,1380.8355905373603
Brisbane,Mount Isa,7,2020,551.0,1571.4177653034776
Brisbane,Newcastle,7,2020,169.0,629.1006199900817
Brisbane,Perth,7,2020,808.0,3607.597289350003
Brisbane,Proserpine,7,2020,274.0,895.3315747549009
Brisbane,Rockhampton,7,2020,321.0,518.152451598463
Brisbane,Sydney,7,2020,177.0,752.8024816945062
Brisbane,Townsville,7,2020,264.0,1112.2652810982972
Brisbane,Adelaide,8,2020,291.0,1619.982413941602
Brisbane,Bundaberg,8,2020,227.0,287.1179654251544
Brisbane,Cairns,8,2020,293.0,1391.154410050196
Brisbane,Canberra,8,2020,504.0,956.2058212803122
Brisbane,Darwin,8,2020,630.0,2850.804158638822
Brisbane,Gladstone,8,2020,240.0,434.48706660236587
Brisbane,Hamilton Island,8,2020,555.0,888.502866860875
Brisbane,Hobart,8,2020,324.0,1791.1724891324095
Brisbane,Mackay,8,2020,253.0,797.6777733868653
Brisbane,Melbourne,8,2020,232.0,1380.8355905373603
Brisbane,Mount Isa,8,2020,864.0,1571.4177653034776
Brisbane,Newcastle,8,2020,173.0,629.1006199900817
Brisbane,Perth,8,2020,808.0,3607.597289350003
Brisbane,Proserpine,8,2020,269.0,895.3315747549009
Brisbane,Rockhampton,8,2020,326.0,518.152451598463
Brisbane,Sydney,8,2020,185.0,752.8024816945062
Brisbane,Townsville,8,2020,248.0,1112.2652810982972
Brisbane,Adelaide,9,2020,269.0,1619.982413941602
Brisbane,Bundaberg,9,2020,225.0,287.1179654251544
Brisbane,Cairns,9,2020,326.0,1391.154410050196
Brisbane,Canberra,9,2020,504.0,956.2058212803122
Brisbane,Darwin,9,2020,281.0,2850.804158638822
Brisbane,Gladstone,9,2020,330.0,434.48706660236587
Brisbane,Hamilton Island,9,2020,579.0,888.502866860875
Brisbane,Hobart,9,2020,355.0,1791.1724891324095
Brisbane,Mackay,9,2020,194.0,797.6777733868653
Brisbane,Melbourne,9,2020,266.0,1380.8355905373603
Brisbane,Mount Isa,9,2020,864.0,1571.4177653034776
Brisbane,Newcastle,9,2020,190.0,629.1006199900817
Brisbane,Perth,9,2020,808.0,3607.597289350003
Brisbane,Proserpine,9,2020,200.0,895.3315747549009
Brisbane,Rockhampton,9,2020,326.0,518.152451598463
Brisbane,Sydney,9,2020,200.0,752.8024816945062
Brisbane,Townsville,9,2020,226.0,1112.2652810982972
Brisbane,Adelaide,10,2020,138.0,1619.982413941602
Brisbane,Cairns,10,2020,225.0,1391.154410050196
Brisbane,Canberra,10,2020,633.0,956.2058212803122
Brisbane,Darwin,10,2020,318.0,2850.804158638822
Brisbane,Gladstone,10,2020,293.0,434.48706660236587
Brisbane,Hamilton Island,10,2020,705.0,888.502866860875
Brisbane,Hobart,10,2020,352.0,1791.1724891324095
Brisbane,Mackay,10,2020,186.0,797.6777733868653
Brisbane,Melbourne,10,2020,276.0,1380.8355905373603
Brisbane,Mount Isa,10,2020,892.0,1571.4177653034776
Brisbane,Newcastle,10,2020,180.0,629.1006199900817
Brisbane,Perth,10,2020,857.0,3607.597289350003
Brisbane,Proserpine,10,2020,273.0,895.3315747549009
Brisbane,Rockhampton,10,2020,323.0,518.152451598463
Brisbane,Sydney,10,2020,192.0,752.8024816945062
Brisbane,Townsville,10,2020,238.0,1112.2652810982972
Brisbane,Adelaide,11,2020,169.0,1619.982413941602
Brisbane,Cairns,11,2020,256.0,1391.154410050196
Brisbane,Canberra,11,2020,665.0,956.2058212803122
Brisbane,Darwin,11,2020,511.0,2850.804158638822
Brisbane,Emerald,11,2020,369.0,652.3633553913522
Brisbane,Gladstone,11,2020,253.0,434.48706660236587
Brisbane,Hamilton Island,11,2020,418.0,888.502866860875
Brisbane,Hobart,11,2020,628.0,1791.1724891324095
Brisbane,Mackay,11,2020,264.0,797.6777733868653
Brisbane,Melbourne,11,2020,252.0,1380.8355905373603
Brisbane,Mount Isa,11,2020,858.0,1571.4177653034776
Brisbane,Newcastle,11,2020,159.0,629.1006199900817
Brisbane,Perth,11,2020,857.0,3607.597289350003
Brisbane,Proserpine,11,2020,307.0,895.3315747549009
Brisbane,Rockhampton,11,2020,323.0,518.152451598463
Brisbane,Sydney,11,2020,199.0,752.8024816945062
Brisbane,Townsville,11,2020,300.0,1112.2652810982972
Brisbane,Adelaide,12,2020,277.0,1619.982413941602
Brisbane,Cairns,12,2020,281.0,1391.154410050196
Brisbane,Canberra,12,2020,481.0,956.2058212803122
Brisbane,Darwin,12,2020,527.0,2850.804158638822
Brisbane,Emerald,12,2020,369.0,652.3633553913522
Brisbane,Gladstone,12,2020,253.0,434.48706660236587
Brisbane,Hamilton Island,12,2020,360.0,888.502866860875
Brisbane,Hobart,12,2020,413.0,1791.1724891324095
Brisbane,Mackay,12,2020,230.0,797.6777733868653
Brisbane,Melbourne,12,2020,289.0,1380.8355905373603
Brisbane,Mount Isa,12,2020,857.0,1571.4177653034776
Brisbane,Newcastle,12,2020,148.0,629.1006199900817
Brisbane,Perth,12,2020,857.0,3607.597289350003
Brisbane,Proserpine,12,2020,242.0,895.3315747549009
Brisbane,Rockhampton,12,2020,323.0,518.152451598463
Brisbane,Sydney,12,2020,207.0,752.8024816945062
Brisbane,Townsville,12,2020,338.0,1112.2652810982972
Brisbane,Adelaide,1,2021,297.0,1619.982413941602
Brisbane,Cairns,1,2021,224.0,1391.154410050196
Brisbane,Canberra,1,2021,312.0,956.2058212803122
Brisbane,Darwin,1,2021,369.0,2850.804158638822
Brisbane,Emerald,1,2021,413.0,652.3633553913522
Brisbane,Gladstone,1,2021,254.0,434.48706660236587
Brisbane,Hamilton Island,1,2021,358.0,888.502866860875
Brisbane,Hobart,1,2021,341.0,1791.1724891324095
Brisbane,Mackay,1,2021,192.0,797.6777733868653
Brisbane,Melbourne,1,2021,251.0,1380.8355905373603
Brisbane,Mount Isa,1,2021,947.0,1571.4177653034776
Brisbane,Newcastle,1,2021,146.0,629.1006199900817
Brisbane,Perth,1,2021,413.0,3607.597289350003
Brisbane,Proserpine,1,2021,225.0,895.3315747549009
Brisbane,Rockhampton,1,2021,219.0,518.152451598463
Brisbane,Sydney,1,2021,204.0,752.8024816945062
Brisbane,Townsville,1,2021,233.0,1112.2652810982972
Brisbane,Adelaide,2,2021,173.0,1619.982413941602
Brisbane,Cairns,2,2021,201.0,1391.154410050196
Brisbane,Canberra,2,2021,416.0,956.2058212803122
Brisbane,Darwin,2,2021,335.0,2850.804158638822
Brisbane,Emerald,2,2021,404.0,652.3633553913522
Brisbane,Gladstone,2,2021,229.0,434.48706660236587
Brisbane,Hamilton Island,2,2021,478.0,888.502866860875
Brisbane,Hobart,2,2021,343.0,1791.1724891324095
Brisbane,Mackay,2,2021,209.0,797.6777733868653
Brisbane,Melbourne,2,2021,236.0,1380.8355905373603
Brisbane,Mount Isa,2,2021,907.0,1571.4177653034776
Brisbane,Newcastle,2,2021,164.0,629.1006199900817
Brisbane,Perth,2,2021,702.0,3607.597289350003
Brisbane,Proserpine,2,2021,210.0,895.3315747549009
Brisbane,Rockhampton,2,2021,252.0,518.152451598463
Brisbane,Sydney,2,2021,197.0,752.8024816945062
Brisbane,Townsville,2,2021,241.0,1112.2652810982972
Brisbane,Adelaide,3,2021,178.0,1619.982413941602
Brisbane,Cairns,3,2021,249.0,1391.154410050196
Brisbane,Canberra,3,2021,582.0,956.2058212803122
Brisbane,Darwin,3,2021,413.0,2850.804158638822
Brisbane,Emerald,3,2021,413.0,652.3633553913522
Brisbane,Gladstone,3,2021,232.0,434.48706660236587
Brisbane,Hamilton Island,3,2021,480.0,888.502866860875
Brisbane,Hobart,3,2021,412.0,1791.1724891324095
Brisbane,Mackay,3,2021,212.0,797.6777733868653
Brisbane,Melbourne,3,2021,270.0,1380.8355905373603
Brisbane,Mount Isa,3,2021,887.0,1571.4177653034776
Brisbane,Newcastle,3,2021,164.0,629.1006199900817
Brisbane,Perth,3,2021,783.0,3607.597289350003
Brisbane,Proserpine,3,2021,431.0,895.3315747549009
Brisbane,Rockhampton,3,2021,275.0,518.152451598463
Brisbane,Sydney,3,2021,197.0,752.8024816945062
Brisbane,Townsville,3,2021,274.0,1112.2652810982972
Brisbane,Adelaide,4,2021,289.0,1619.982413941602
Brisbane,Cairns,4,2021,330.0,1391.154410050196
Brisbane,Canberra,4,2021,525.0,956.2058212803122
Brisbane,Darwin,4,2021,742.0,2850.804158638822
Brisbane,Emerald,4,2021,390.0,652.3633553913522
Brisbane,Gladstone,4,2021,250.0,434.48706660236587
Brisbane,Hamilton Island,4,2021,451.0,888.502866860875
Brisbane,Hobart,4,2021,375.0,1791.1724891324095
Brisbane,Mackay,4,2021,248.0,797.6777733868653
Brisbane,Melbourne,4,2021,199.0,1380.8355905373603
Brisbane,Mount Isa,4,2021,662.0,1571.4177653034776
Brisbane,Newcastle,4,2021,231.0,629.1006199900817
Brisbane,Perth,4,2021,635.0,3607.597289350003
Brisbane,Proserpine,4,2021,307.0,895.3315747549009
Brisbane,Rockhampton,4,2021,314.0,518.152451598463
Brisbane,Sydney,4,2021,160.0,752.8024816945062
Brisbane,Townsville,4,2021,333.0,1112.2652810982972
Brisbane,Adelaide,5,2021,348.0,1619.982413941602
Brisbane,Cairns,5,2021,296.0,1391.154410050196
Brisbane,Canberra,5,2021,406.0,956.2058212803122
Brisbane,Darwin,5,2021,731.0,2850.804158638822
Brisbane,Emerald,5,2021,394.0,652.3633553913522
Brisbane,Gladstone,5,2021,254.0,434.48706660236587
Brisbane,Hamilton Island,5,2021,360.0,888.502866860875
Brisbane,Hobart,5,2021,392.0,1791.1724891324095
Brisbane,Mackay,5,2021,248.0,797.6777733868653
Brisbane,Melbourne,5,2021,333.0,1380.8355905373603
Brisbane,Mount Isa,5,2021,836.0,1571.4177653034776
Brisbane,Newcastle,5,2021,180.0,629.1006199900817
Brisbane,Perth,5,2021,630.0,3607.597289350003
Brisbane,Proserpine,5,2021,291.0,895.3315747549009
Brisbane,Rockhampton,5,2021,314.0,518.152451598463
Brisbane,Sydney,5,2021,195.0,752.8024816945062
Brisbane,Townsville,5,2021,282.0,1112.2652810982972
Brisbane,Adelaide,6,2021,385.0,1619.982413941602
Brisbane,Cairns,6,2021,392.0,1391.154410050196
Brisbane,Canberra,6,2021,424.0,956.2058212803122
Brisbane,Darwin,6,2021,1143.0,2850.804158638822
Brisbane,Emerald,6,2021,355.0,652.3633553913522
Brisbane,Gladstone,6,2021,256.0,434.48706660236587
Brisbane,Hamilton Island,6,2021,376.0,888.502866860875
Brisbane,Hobart,6,2021,626.0,1791.1724891324095
Brisbane,Mackay,6,2021,248.0,797.6777733868653
Brisbane,Melbourne,6,2021,249.0,1380.8355905373603
Brisbane,Mount Isa,6,2021,761.0,1571.4177653034776
Brisbane,Newcastle,6,2021,144.0,629.1006199900817
Brisbane,Perth,6,2021,630.0,3607.597289350003
Brisbane,Proserpine,6,2021,462.0,895.3315747549009
Brisbane,Rockhampton,6,2021,332.0,518.152451598463
Brisbane,Sydney,6,2021,188.0,752.8024816945062
Brisbane,Townsville,6,2021,347.0,1112.2652810982972
Brisbane,Adelaide,7,2021,293.0,1619.982413941602
Brisbane,Cairns,7,2021,202.0,1391.154410050196
Brisbane,Canberra,7,2021,353.0,956.2058212803122
Brisbane,Darwin,7,2021,657.0,2850.804158638822
Brisbane,Emerald,7,2021,418.0,652.3633553913522
Brisbane,Gladstone,7,2021,255.0,434.48706660236587
Brisbane,Hamilton Island,7,2021,357.0,888.502866860875
Brisbane,Hobart,7,2021,338.0,1791.1724891324095
Brisbane,Mackay,7,2021,237.0,797.6777733868653
Brisbane,Melbourne,7,2021,216.0,1380.8355905373603
Brisbane,Mount Isa,7,2021,619.0,1571.4177653034776
Brisbane,Newcastle,7,2021,179.0,629.1006199900817
Brisbane,Perth,7,2021,625.0,3607.597289350003
Brisbane,Proserpine,7,2021,323.0,895.3315747549009
Brisbane,Rockhampton,7,2021,300.0,518.152451598463
Brisbane,Sydney,7,2021,174.0,752.8024816945062
Brisbane,Townsville,7,2021,262.0,1112.2652810982972
Brisbane,Adelaide,8,2021,218.0,1619.982413941602
Brisbane,Cairns,8,2021,202.0,1391.154410050196
Brisbane,Canberra,8,2021,384.0,956.2058212803122
Brisbane,Darwin,8,2021,437.0,2850.804158638822
Brisbane,Emerald,8,2021,459.0,652.3633553913522
Brisbane,Gladstone,8,2021,255.0,434.48706660236587
Brisbane,Hamilton Island,8,2021,323.0,888.502866860875
Brisbane,Hobart,8,2021,375.0,1791.1724891324095
Brisbane,Mackay,8,2021,218.0,797.6777733868653
Brisbane,Melbourne,8,2021,247.0,1380.8355905373603
Brisbane,Mount Isa,8,2021,755.0,1571.4177653034776
Brisbane,Newcastle,8,2021,193.0,629.1006199900817
Brisbane,Perth,8,2021,625.0,3607.597289350003
Brisbane,Proserpine,8,2021,288.0,895.3315747549009
Brisbane,Rockhampton,8,2021,312.0,518.152451598463
Brisbane,Sydney,8,2021,221.0,752.8024816945062
Brisbane,Townsville,8,2021,251.0,1112.2652810982972
Brisbane,Adelaide,9,2021,230.0,1619.982413941602
Brisbane,Cairns,9,2021,246.0,1391.154410050196
Brisbane,Canberra,9,2021,346.0,956.2058212803122
Brisbane,Darwin,9,2021,187.0,2850.804158638822
Brisbane,Emerald,9,2021,384.0,652.3633553913522
Brisbane,Gladstone,9,2021,437.0,434.48706660236587
Brisbane,Hamilton Island,9,2021,384.0,888.502866860875
Brisbane,Hobart,9,2021,180.0,1791.1724891324095
Brisbane,Mackay,9,2021,222.0,797.6777733868653
Brisbane,Melbourne,9,2021,271.0,1380.8355905373603
Brisbane,Mount Isa,9,2021,544.0,1571.4177653034776
Brisbane,Newcastle,9,2021,225.0,629.1006199900817
Brisbane,Perth,9,2021,580.0,3607.597289350003
Brisbane,Proserpine,9,2021,222.0,895.3315747549009
Brisbane,Rockhampton,9,2021,202.0,518.152451598463
Brisbane,Sydney,9,2021,391.0,752.8024816945062
Brisbane,Townsville,9,2021,180.0,1112.2652810982972
Brisbane,Adelaide,10,2021,153.0,1619.982413941602
Brisbane,Cairns,10,2021,269.0,1391.154410050196
Brisbane,Canberra,10,2021,357.0,956.2058212803122
Brisbane,Darwin,10,2021,386.0,2850.804158638822
Brisbane,Emerald,10,2021,453.0,652.3633553913522
Brisbane,Gladstone,10,2021,431.0,434.48706660236587
Brisbane,Hamilton Island,10,2021,337.0,888.502866860875
Brisbane,Hobart,10,2021,242.0,1791.1724891324095
Brisbane,Mackay,10,2021,230.0,797.6777733868653
Brisbane,Melbourne,10,2021,255.0,1380.8355905373603
Brisbane,Mount Isa,10,2021,745.0,1571.4177653034776
Brisbane,Newcastle,10,2021,200.0,629.1006199900817
Brisbane,Perth,10,2021,532.0,3607.597289350003
Brisbane,Proserpine,10,2021,204.0,895.3315747549009
Brisbane,Rockhampton,10,2021,256.0,518.152451598463
Brisbane,Sydney,10,2021,281.0,752.8024816945062
Brisbane,Townsville,10,2021,253.0,1112.2652810982972
Brisbane,Adelaide,11,2021,188.0,1619.982413941602
Brisbane,Cairns,11,2021,218.0,1391.154410050196
Brisbane,Canberra,11,2021,393.0,956.2058212803122
Brisbane,Darwin,11,2021,341.0,2850.804158638822
Brisbane,Emerald,11,2021,453.0,652.3633553913522
Brisbane,Gladstone,11,2021,404.0,434.48706660236587
Brisbane,Hamilton Island,11,2021,307.0,888.502866860875
Brisbane,Hobart,11,2021,233.0,1791.1724891324095
Brisbane,Mackay,11,2021,171.0,797.6777733868653
Brisbane,Melbourne,11,2021,229.0,1380.8355905373603
Brisbane,Mount Isa,11,2021,772.0,1571.4177653034776
Brisbane,Newcastle,11,2021,200.0,629.1006199900817
Brisbane,Perth,11,2021,491.0,3607.597289350003
Brisbane,Proserpine,11,2021,155.0,895.3315747549009
Brisbane,Rockhampton,11,2021,245.0,518.152451598463
Brisbane,Sydney,11,2021,285.0,752.8024816945062
Brisbane,Townsville,11,2021,240.0,1112.2652810982972
Brisbane,Adelaide,12,2021,170.0,1619.982413941602
Brisbane,Cairns,12,2021,195.0,1391.154410050196
Brisbane,Canberra,12,2021,364.0,956.2058212803122
Brisbane,Darwin,12,2021,357.0,2850.804158638822
Brisbane,Emerald,12,2021,386.0,652.3633553913522
Brisbane,Gladstone,12,2021,402.0,434.48706660236587
Brisbane,Hamilton Island,12,2021,258.0,888.502866860875
Brisbane,Hobart,12,2021,177.0,1791.1724891324095
Brisbane,Mackay,12,2021,199.0,797.6777733868653
Brisbane,Melbourne,12,2021,146.0,1380.8355905373603
Brisbane,Mount Isa,12,2021,745.0,1571.4177653034776
Brisbane,Newcastle,12,2021,167.0,629.1006199900817
Brisbane,Perth,12,2021,644.0,3607.597289350003
Brisbane,Proserpine,12,2021,165.0,895.3315747549009
Brisbane,Rockhampton,12,2021,245.0,518.152451598463
Brisbane,Sydney,12,2021,123.0,752.8024816945062
Brisbane,Townsville,12,2021,274.0,1112.2652810982972
Brisbane,Adelaide,1,2022,238.0,1619.982413941602
Brisbane,Cairns,1,2022,196.0,1391.154410050196
Brisbane,Canberra,1,2022,349.0,956.2058212803122
Brisbane,Darwin,1,2022,301.0,2850.804158638822
Brisbane,Emerald,1,2022,341.0,652.3633553913522
Brisbane,Gladstone,1,2022,395.0,434.48706660236587
Brisbane,Hamilton Island,1,2022,253.0,888.502866860875
Brisbane,Hobart,1,2022,174.0,1791.1724891324095
Brisbane,Mackay,1,2022,152.0,797.6777733868653
Brisbane,Melbourne,1,2022,143.0,1380.8355905373603
Brisbane,Mount Isa,1,2022,729.0,1571.4177653034776
Brisbane,Newcastle,1,2022,135.0,629.1006199900817
Brisbane,Perth,1,2022,521.0,3607.597289350003
Brisbane,Proserpine,1,2022,130.0,895.3315747549009
Brisbane,Rockhampton,1,2022,240.0,518.152451598463
Brisbane,Sydney,1,2022,97.0,752.8024816945062
Brisbane,Townsville,1,2022,224.0,1112.2652810982972
Brisbane,Adelaide,2,2022,194.0,1619.982413941602
Brisbane,Cairns,2,2022,174.0,1391.154410050196
Brisbane,Canberra,2,2022,349.0,956.2058212803122
Brisbane,Darwin,2,2022,349.0,2850.804158638822
Brisbane,Emerald,2,2022,415.0,652.3633553913522
Brisbane,Gladstone,2,2022,316.0,434.48706660236587
Brisbane,Hamilton Island,2,2022,218.0,888.502866860875
Brisbane,Hobart,2,2022,283.0,1791.1724891324095
Brisbane,Mackay,2,2022,182.0,797.6777733868653
Brisbane,Melbourne,2,2022,174.0,1380.8355905373603
