Year,Month,Distance_GC_(km),Arriving_Port,Departing_Port
2019,8,434,Gladstone,Brisbane
2019,8,518,Rockhampton,Brisbane
2019,8,614,Newcastle,Brisbane
2019,8,653,Emerald,Brisbane
2019,8,753,Sydney,Brisbane
2019,8,780,Moranbah,Brisbane
2019,8,797,Mackay,Brisbane
2019,8,888,Hamilton Island,Brisbane
2019,8,895,Proserpine,Brisbane
2019,8,956,Canberra,Brisbane
2019,8,1112,Townsville,Brisbane
2019,8,1381,Melbourne,Brisbane
2019,8,1391,Cairns,Brisbane
2019,8,1573,Mount Isa,Brisbane
2019,8,1791,Hobart,Brisbane
2019,8,2852,Darwin,Brisbane
2019,8,3615,Perth,Brisbane
2019,9,434,Gladstone,Brisbane
2019,9,518,Rockhampton,Brisbane
2019,9,614,Newcastle,Brisbane
2019,9,653,Emerald,Brisbane
2019,9,753,Sydney,Brisbane
2019,9,780,Moranbah,Brisbane
2019,9,797,Mackay,Brisbane
2019,9,888,Hamilton Island,Brisbane
2019,9,895,Proserpine,Brisbane
2019,9,956,Canberra,Brisbane
2019,9,1112,Townsville,Brisbane
2019,9,1381,Melbourne,Brisbane
2019,9,1391,Cairns,Brisbane
2019,9,1573,Mount Isa,Brisbane
2019,9,1791,Hobart,Brisbane
2019,9,2852,Darwin,Brisbane
2019,9,3615,Perth,Brisbane
2019,10,434,Gladstone,Brisbane
2019,10,518,Rockhampton,Brisbane
2019,10,614,Newcastle,Brisbane
2019,10,653,Emerald,Brisbane
2019,10,753,Sydney,Brisbane
2019,10,780,Moranbah,Brisbane
2019,10,797,Mackay,Brisbane
2019,10,888,Hamilton Island,Brisbane
2019,10,895,Proserpine,Brisbane
2019,10,956,Canberra,Brisbane
2019,10,1112,Townsville,Brisbane
2019,10,1381,Melbourne,Brisbane
2019,10,1391,Cairns,Brisbane
2019,10,1573,Mount Isa,Brisbane
2019,10,1791,Hobart,Brisbane
2019,10,2852,Darwin,Brisbane
2019,10,3615,Perth,Brisbane
2019,11,434,Gladstone,Brisbane
2019,11,518,Rockhampton,Brisbane
2019,11,614,Newcastle,Brisbane
2019,11,653,Emerald,Brisbane
2019,11,753,Sydney,Brisbane
2019,11,780,Moranbah,Brisbane
2019,11,797,Mackay,Brisbane
2019,11,888,Hamilton Island,Brisbane
2019,11,895,Proserpine,Brisbane
2019,11,956,Canberra,Brisbane
2019,11,1112,Townsville,Brisbane
2019,11,1381,Melbourne,Brisbane
2019,11,1391,Cairns,Brisbane
2019,11,1573,Mount Isa,Brisbane
2019,11,1791,Hobart,Brisbane
2019,11,2852,Darwin,Brisbane
2019,11,3615,Perth,Brisbane
2019,12,434,Gladstone,Brisbane
2019,12,518,Rockhampton,Brisbane
2019,12,614,Newcastle,Brisbane
2019,12,653,Emerald,Brisbane
2019,12,753,Sydney,Brisbane
2019,12,780,Moranbah,Brisbane
2019,12,797,Mackay,Brisbane
2019,12,888,Hamilton Island,Brisbane
